cycle,dis_spec_mAhg,chg_spec_mAhg,dis_uAh,chg_uAh,CE_pct
2314,28.4,28.6,28.4,28.6,99.30069930069929
2315,28.8,28.6,28.8,28.6,100.6993006993007
2316,28.5,28.4,28.5,28.4,100.35211267605635
2317,28.4,28.4,28.4,28.4,100.0
2318,28.4,28.4,28.4,28.4,100.0
2319,28.4,28.4,28.4,28.4,100.0
2320,28.3,28.3,28.3,28.3,100.0
2321,28.3,27.9,28.3,27.9,101.43369175627241
2322,27.8,28.0,27.8,28.0,99.28571428571429
2323,28.0,28.1,28.0,28.1,99.64412811387899
2324,28.2,28.2,28.2,28.2,100.0
2325,28.3,28.3,28.3,28.3,100.0
2326,28.3,28.3,28.3,28.3,100.0
2327,28.3,28.3,28.3,28.3,100.0
2328,28.3,28.3,28.3,28.3,100.0
2329,28.3,28.3,28.3,28.3,100.0
2330,28.3,28.3,28.3,28.3,100.0
2331,28.3,28.3,28.3,28.3,100.0
2332,28.3,28.3,28.3,28.3,100.0
2333,28.3,28.2,28.3,28.2,100.35460992907801
2334,28.2,28.2,28.2,28.2,100.0
2335,28.2,28.2,28.2,28.2,100.0
2336,28.1,28.2,28.1,28.2,99.64539007092199
2337,28.2,28.2,28.2,28.2,100.0
2338,28.2,28.1,28.2,28.1,100.35587188612098
2339,28.2,28.1,28.2,28.1,100.35587188612098
2340,28.1,28.1,28.1,28.1,100.0
2341,28.1,28.1,28.1,28.1,100.0
2342,28.1,28.0,28.1,28.0,100.35714285714286
2343,28.0,28.0,28.0,28.0,100.0
2344,28.0,28.0,28.0,28.0,100.0
2345,28.0,28.0,28.0,28.0,100.0
2346,28.0,27.9,28.0,27.9,100.35842293906812
2347,28.0,28.0,28.0,28.0,100.0
2348,28.0,28.2,28.0,28.2,99.29078014184397
2349,28.3,28.1,28.3,28.1,100.71174377224199
2350,28.0,28.0,28.0,28.0,100.0
2351,28.0,28.0,28.0,28.0,100.0
2352,28.0,27.9,28.0,27.9,100.35842293906812
2353,27.9,27.9,27.9,27.9,100.0
2354,27.9,27.9,27.9,27.9,100.0
2355,27.9,27.9,27.9,27.9,100.0
2356,27.9,27.8,27.9,27.8,100.35971223021582
2357,27.8,27.8,27.8,27.8,100.0
2358,27.8,27.8,27.8,27.8,100.0
2359,27.8,27.8,27.8,27.8,100.0
2360,27.8,27.7,27.8,27.7,100.36101083032491
2361,27.7,27.7,27.7,27.7,100.0
2362,27.7,27.7,27.7,27.7,100.0
2363,27.7,27.7,27.7,27.7,100.0
2364,27.7,27.6,27.7,27.6,100.36231884057972
2365,27.6,27.6,27.6,27.6,100.0
2366,27.7,27.7,27.7,27.7,100.0
2367,27.6,27.5,27.6,27.5,100.36363636363636
2368,27.6,27.6,27.6,27.6,100.0
2369,27.6,27.5,27.6,27.5,100.36363636363636
2370,27.5,27.4,27.5,27.4,100.36496350364965
2371,27.5,27.5,27.5,27.5,100.0
2372,27.5,27.4,27.5,27.4,100.36496350364965
2373,27.5,27.4,27.5,27.4,100.36496350364965
2374,27.5,27.4,27.5,27.4,100.36496350364965
2375,27.4,27.4,27.4,27.4,100.0
2376,27.4,27.3,27.4,27.3,100.36630036630036
2377,27.3,27.3,27.3,27.3,100.0
2378,27.3,27.3,27.3,27.3,100.0
2379,27.3,27.3,27.3,27.3,100.0
2380,27.3,27.2,27.3,27.2,100.36764705882352
2381,27.2,27.4,27.2,27.4,99.27007299270073
2382,27.6,27.4,27.6,27.4,100.72992700729928
2383,27.3,27.3,27.3,27.3,100.0
2384,27.2,27.2,27.2,27.2,100.0
2385,27.2,27.2,27.2,27.2,100.0
2386,27.2,27.2,27.2,27.2,100.0
2387,27.1,27.1,27.1,27.1,100.0
2388,27.1,27.1,27.1,27.1,100.0
2389,27.1,27.1,27.1,27.1,100.0
2390,27.1,27.1,27.1,27.1,100.0
2391,27.0,27.0,27.0,27.0,100.0
2392,27.1,27.1,27.1,27.1,100.0
2393,27.1,27.1,27.1,27.1,100.0
2394,27.0,27.0,27.0,27.0,100.0
2395,27.0,27.0,27.0,27.0,100.0
2396,27.0,27.0,27.0,27.0,100.0
2397,27.0,27.0,27.0,27.0,100.0
2398,27.0,27.0,27.0,27.0,100.0
2399,27.0,26.9,27.0,26.9,100.37174721189592
2400,26.9,26.9,26.9,26.9,100.0
2401,26.9,26.9,26.9,26.9,100.0
2402,26.9,26.8,26.9,26.8,100.37313432835819
2403,26.9,26.9,26.9,26.9,100.0
2404,26.9,26.9,26.9,26.9,100.0
2405,26.8,26.8,26.8,26.8,100.0
2406,26.9,26.8,26.9,26.8,100.37313432835819
2407,26.8,26.8,26.8,26.8,100.0
2408,26.7,26.7,26.7,26.7,100.0
2409,26.7,26.8,26.7,26.8,99.62686567164178
2410,26.8,26.7,26.8,26.7,100.374531835206
2411,26.7,26.7,26.7,26.7,100.0
2412,26.7,26.6,26.7,26.6,100.37593984962405
2413,26.7,26.6,26.7,26.6,100.37593984962405
2414,26.6,26.6,26.6,26.6,100.0
2415,26.6,26.7,26.6,26.7,99.62546816479401
2416,26.9,26.8,26.9,26.8,100.37313432835819
2417,26.7,26.6,26.7,26.6,100.37593984962405
2418,26.6,26.6,26.6,26.6,100.0
2419,26.5,26.5,26.5,26.5,100.0
2420,26.5,26.5,26.5,26.5,100.0
2421,26.5,26.5,26.5,26.5,100.0
2422,26.5,26.4,26.5,26.4,100.37878787878789
2423,26.5,26.4,26.5,26.4,100.37878787878789
2424,26.4,26.4,26.4,26.4,100.0
2425,26.4,26.4,26.4,26.4,100.0
2426,26.4,26.4,26.4,26.4,100.0
2427,26.4,26.4,26.4,26.4,100.0
2428,26.4,26.4,26.4,26.4,100.0
2429,26.4,26.4,26.4,26.4,100.0
2430,26.4,26.3,26.4,26.3,100.38022813688212
2431,26.3,26.3,26.3,26.3,100.0
2432,26.3,26.3,26.3,26.3,100.0
2433,26.3,26.3,26.3,26.3,100.0
2434,26.4,26.3,26.4,26.3,100.38022813688212
2435,26.3,26.3,26.3,26.3,100.0
2436,26.3,26.3,26.3,26.3,100.0
2437,26.3,26.3,26.3,26.3,100.0
2438,26.3,26.3,26.3,26.3,100.0
2439,26.3,26.2,26.3,26.2,100.38167938931298
2440,26.2,26.2,26.2,26.2,100.0
2441,26.2,26.2,26.2,26.2,100.0
2442,26.2,26.2,26.2,26.2,100.0
2443,26.2,26.1,26.2,26.1,100.38314176245208
2444,26.1,26.1,26.1,26.1,100.0
2445,26.1,26.1,26.1,26.1,100.0
2446,26.1,26.1,26.1,26.1,100.0
2447,26.1,26.1,26.1,26.1,100.0
2448,26.1,26.0,26.1,26.0,100.38461538461539
2449,26.1,26.3,26.1,26.3,99.23954372623575
2450,26.2,26.0,26.2,26.0,100.76923076923077
2451,26.0,26.0,26.0,26.0,100.0
2452,26.0,25.9,26.0,25.9,100.38610038610038
2453,25.9,25.9,25.9,25.9,100.0
2454,25.9,25.9,25.9,25.9,100.0
2455,25.9,25.8,25.9,25.8,100.3875968992248
2456,25.9,25.8,25.9,25.8,100.3875968992248
2457,25.9,25.8,25.9,25.8,100.3875968992248
2458,25.8,25.8,25.8,25.8,100.0
2459,25.8,25.8,25.8,25.8,100.0
2460,25.8,25.7,25.8,25.7,100.38910505836576
2461,25.8,25.7,25.8,25.7,100.38910505836576
2462,25.7,25.7,25.7,25.7,100.0
2463,25.8,25.7,25.8,25.7,100.38910505836576
2464,25.7,25.7,25.7,25.7,100.0
2465,25.7,25.7,25.7,25.7,100.0
2466,25.7,25.7,25.7,25.7,100.0
2467,25.6,25.6,25.6,25.6,100.0
2468,25.6,25.6,25.6,25.6,100.0
2469,25.6,25.6,25.6,25.6,100.0
2470,25.6,25.6,25.6,25.6,100.0
2471,25.6,25.5,25.6,25.5,100.3921568627451
2472,25.5,25.5,25.5,25.5,100.0
2473,25.5,25.5,25.5,25.5,100.0
2474,25.5,25.5,25.5,25.5,100.0
2475,25.5,25.5,25.5,25.5,100.0
2476,25.5,25.4,25.5,25.4,100.39370078740157
2477,25.4,25.4,25.4,25.4,100.0
2478,25.4,25.4,25.4,25.4,100.0
2479,25.4,25.4,25.4,25.4,100.0
2480,25.3,25.3,25.3,25.3,100.0
2481,25.4,25.4,25.4,25.4,100.0
2482,25.3,25.3,25.3,25.3,100.0
2483,25.3,25.4,25.3,25.4,99.60629921259844
2484,25.6,25.5,25.6,25.5,100.3921568627451
2485,25.4,25.4,25.4,25.4,100.0
2486,25.3,25.3,25.3,25.3,100.0
2487,25.3,25.2,25.3,25.2,100.39682539682539
2488,25.2,25.2,25.2,25.2,100.0
2489,25.1,25.1,25.1,25.1,100.0
2490,25.1,25.1,25.1,25.1,100.0
2491,25.0,25.0,25.0,25.0,100.0
2492,25.0,25.0,25.0,25.0,100.0
2493,25.0,25.0,25.0,25.0,100.0
2494,25.0,24.9,25.0,24.9,100.40160642570282
2495,25.0,25.0,25.0,25.0,100.0
2496,25.0,25.0,25.0,25.0,100.0
2497,25.0,25.0,25.0,25.0,100.0
2498,25.0,25.0,25.0,25.0,100.0
2499,25.0,24.9,25.0,24.9,100.40160642570282
2500,24.9,24.9,24.9,24.9,100.0
2501,25.0,24.9,25.0,24.9,100.40160642570282
2502,24.9,24.8,24.9,24.8,100.4032258064516
2503,24.8,24.8,24.8,24.8,100.0
2504,24.9,24.8,24.9,24.8,100.4032258064516
2505,24.8,24.7,24.8,24.7,100.40485829959516
2506,24.8,24.8,24.8,24.8,100.0
2507,24.8,24.8,24.8,24.8,100.0
2508,24.7,24.8,24.7,24.8,99.59677419354837
2509,24.8,24.7,24.8,24.7,100.40485829959516
2510,24.7,24.7,24.7,24.7,100.0
2511,24.7,24.7,24.7,24.7,100.0
2512,24.7,24.7,24.7,24.7,100.0
2513,24.7,24.7,24.7,24.7,100.0
2514,24.7,24.6,24.7,24.6,100.40650406504064
2515,24.7,24.6,24.7,24.6,100.40650406504064
2516,24.6,24.6,24.6,24.6,100.0
2517,24.6,24.6,24.6,24.6,100.0
2518,24.6,24.8,24.6,24.8,99.19354838709677
2519,25.1,24.9,25.1,24.9,100.80321285140563
2520,24.8,24.6,24.8,24.6,100.8130081300813
2521,24.6,24.6,24.6,24.6,100.0
2522,24.6,24.5,24.6,24.5,100.40816326530613
2523,24.6,24.5,24.6,24.5,100.40816326530613
2524,24.5,24.5,24.5,24.5,100.0
2525,24.5,24.4,24.5,24.4,100.40983606557377
2526,24.4,24.4,24.4,24.4,100.0
2527,24.4,24.4,24.4,24.4,100.0
2528,24.4,24.4,24.4,24.4,100.0
2529,24.4,24.3,24.4,24.3,100.41152263374484
2530,24.4,24.3,24.4,24.3,100.41152263374484
2531,24.3,24.3,24.3,24.3,100.0
2532,24.3,24.3,24.3,24.3,100.0
2533,24.3,24.3,24.3,24.3,100.0
2534,24.3,24.3,24.3,24.3,100.0
2535,24.3,24.2,24.3,24.2,100.41322314049587
2536,24.2,24.2,24.2,24.2,100.0
2537,24.2,24.2,24.2,24.2,100.0
2538,24.1,24.1,24.1,24.1,100.0
2539,24.2,24.2,24.2,24.2,100.0
2540,24.2,24.1,24.2,24.1,100.4149377593361
2541,24.1,24.1,24.1,24.1,100.0
2542,24.1,24.1,24.1,24.1,100.0
2543,24.1,24.1,24.1,24.1,100.0
2544,24.1,24.0,24.1,24.0,100.41666666666667
2545,24.0,24.1,24.0,24.1,99.58506224066389
2546,24.0,24.0,24.0,24.0,100.0
2547,24.0,24.0,24.0,24.0,100.0
2548,24.0,23.9,24.0,23.9,100.418410041841
2549,23.9,23.9,23.9,23.9,100.0
2550,23.9,23.9,23.9,23.9,100.0
2551,23.5,23.4,23.5,23.4,100.42735042735043
2552,23.6,23.7,23.6,23.7,99.57805907172997
2553,23.8,23.8,23.8,23.8,100.0
2554,23.8,23.8,23.8,23.8,100.0
2555,24.0,24.3,24.0,24.3,98.76543209876543
2556,24.3,24.0,24.3,24.0,101.25
2557,24.0,23.9,24.0,23.9,100.418410041841
2558,24.0,23.9,24.0,23.9,100.418410041841
2559,23.9,23.9,23.9,23.9,100.0
2560,23.9,23.9,23.9,23.9,100.0
2561,23.9,23.9,23.9,23.9,100.0
2562,23.9,23.9,23.9,23.9,100.0
2563,23.9,23.8,23.9,23.8,100.42016806722688
2564,23.9,23.8,23.9,23.8,100.42016806722688
2565,23.8,23.7,23.8,23.7,100.42194092827006
2566,23.8,23.8,23.8,23.8,100.0
2567,23.7,23.7,23.7,23.7,100.0
2568,23.7,23.6,23.7,23.6,100.42372881355932
2569,23.5,23.4,23.5,23.4,100.42735042735043
2570,23.5,23.5,23.5,23.5,100.0
2571,23.5,23.5,23.5,23.5,100.0
2572,23.5,23.5,23.5,23.5,100.0
2573,23.6,23.5,23.6,23.5,100.42553191489363
2574,23.6,23.5,23.6,23.5,100.42553191489363
2575,23.5,23.5,23.5,23.5,100.0
2576,23.5,23.5,23.5,23.5,100.0
2577,23.6,23.5,23.6,23.5,100.42553191489363
2578,23.5,23.5,23.5,23.5,100.0
2579,23.5,23.4,23.5,23.4,100.42735042735043
2580,23.5,23.5,23.5,23.5,100.0
2581,23.5,23.5,23.5,23.5,100.0
2582,23.5,23.4,23.5,23.4,100.42735042735043
2583,23.5,23.4,23.5,23.4,100.42735042735043
2584,23.4,23.4,23.4,23.4,100.0
2585,23.4,23.4,23.4,23.4,100.0
2586,23.4,23.4,23.4,23.4,100.0
2587,23.4,23.3,23.4,23.3,100.42918454935621
2588,23.4,23.3,23.4,23.3,100.42918454935621
2589,23.4,23.3,23.4,23.3,100.42918454935621
2590,23.4,23.4,23.4,23.4,100.0
2591,23.4,23.3,23.4,23.3,100.42918454935621
2592,23.3,23.3,23.3,23.3,100.0
2593,23.3,23.2,23.3,23.2,100.43103448275863
2594,23.3,23.2,23.3,23.2,100.43103448275863
2595,23.2,23.6,23.2,23.6,98.3050847457627
2596,23.7,23.4,23.7,23.4,101.28205128205127
2597,23.4,23.2,23.4,23.2,100.86206896551724
2598,23.2,23.1,23.2,23.1,100.43290043290042
2599,23.1,23.1,23.1,23.1,100.0
2600,23.1,23.1,23.1,23.1,100.0
2601,23.1,23.0,23.1,23.0,100.43478260869566
2602,23.0,23.0,23.0,23.0,100.0
2603,23.0,22.9,23.0,22.9,100.43668122270743
2604,23.0,23.0,23.0,23.0,100.0
2605,22.9,22.9,22.9,22.9,100.0
2606,22.9,22.9,22.9,22.9,100.0
2607,22.9,22.8,22.9,22.8,100.43859649122805
2608,22.9,22.8,22.9,22.8,100.43859649122805
2609,22.9,22.9,22.9,22.9,100.0
2610,22.8,22.8,22.8,22.8,100.0
2611,22.8,22.8,22.8,22.8,100.0
2612,22.8,22.7,22.8,22.7,100.44052863436124
2613,22.7,22.7,22.7,22.7,100.0
2614,22.7,22.6,22.7,22.6,100.44247787610618
2615,22.6,22.6,22.6,22.6,100.0
2616,22.6,22.6,22.6,22.6,100.0
2617,22.6,22.6,22.6,22.6,100.0
2618,22.6,22.6,22.6,22.6,100.0
2619,22.6,22.5,22.6,22.5,100.44444444444444
2620,22.5,22.6,22.5,22.6,99.55752212389379
2621,22.6,22.5,22.6,22.5,100.44444444444444
2622,22.6,22.5,22.6,22.5,100.44444444444444
2623,22.5,22.6,22.5,22.6,99.55752212389379
2624,22.5,22.5,22.5,22.5,100.0
2625,22.5,22.5,22.5,22.5,100.0
2626,22.5,22.5,22.5,22.5,100.0
2627,22.5,22.5,22.5,22.5,100.0
2628,22.5,22.4,22.5,22.4,100.44642857142858
2629,22.4,22.4,22.4,22.4,100.0
2630,22.4,22.4,22.4,22.4,100.0
2631,22.4,22.3,22.4,22.3,100.44843049327355
2632,22.3,22.3,22.3,22.3,100.0
2633,22.3,22.3,22.3,22.3,100.0
2634,22.3,22.2,22.3,22.2,100.45045045045045
2635,22.2,22.4,22.2,22.4,99.10714285714286
2636,22.6,22.6,22.6,22.6,100.0
2637,22.4,22.2,22.4,22.2,100.9009009009009
2638,22.2,22.1,22.2,22.1,100.4524886877828
2639,22.1,22.1,22.1,22.1,100.0
2640,22.1,22.1,22.1,22.1,100.0
2641,22.1,22.1,22.1,22.1,100.0
2642,22.0,22.0,22.0,22.0,100.0
2643,22.1,22.0,22.1,22.0,100.45454545454547
2644,21.9,21.9,21.9,21.9,100.0
2645,22.0,21.9,22.0,21.9,100.45662100456623
2646,21.9,21.9,21.9,21.9,100.0
2647,21.9,21.9,21.9,21.9,100.0
2648,21.9,21.8,21.9,21.8,100.45871559633026
2649,21.8,21.8,21.8,21.8,100.0
2650,21.8,21.8,21.8,21.8,100.0
2651,21.8,21.8,21.8,21.8,100.0
2652,21.8,21.8,21.8,21.8,100.0
2653,21.8,21.8,21.8,21.8,100.0
2654,21.8,21.7,21.8,21.7,100.46082949308757
2655,21.7,21.7,21.7,21.7,100.0
2656,21.7,21.7,21.7,21.7,100.0
2657,21.7,21.7,21.7,21.7,100.0
2658,21.7,21.6,21.7,21.6,100.46296296296295
2659,21.6,21.6,21.6,21.6,100.0
2660,21.6,21.6,21.6,21.6,100.0
2661,21.6,21.6,21.6,21.6,100.0
2662,21.6,21.5,21.6,21.5,100.46511627906978
2663,21.6,21.6,21.6,21.6,100.0
2664,21.6,21.5,21.6,21.5,100.46511627906978
2665,21.6,21.5,21.6,21.5,100.46511627906978
2666,21.5,21.5,21.5,21.5,100.0
2667,21.4,21.4,21.4,21.4,100.0
2668,21.4,21.4,21.4,21.4,100.0
2669,21.4,21.4,21.4,21.4,100.0
2670,21.4,21.4,21.4,21.4,100.0
2671,21.4,21.3,21.4,21.3,100.4694835680751
2672,21.4,21.3,21.4,21.3,100.4694835680751
2673,21.3,21.3,21.3,21.3,100.0
2674,21.3,21.2,21.3,21.2,100.47169811320755
2675,21.3,21.2,21.3,21.2,100.47169811320755
2676,21.2,21.1,21.2,21.1,100.4739336492891
2677,21.1,21.3,21.1,21.3,99.06103286384977
2678,21.6,21.5,21.6,21.5,100.46511627906978
2679,21.3,21.2,21.3,21.2,100.47169811320755
2680,21.2,21.2,21.2,21.2,100.0
2681,21.2,21.1,21.2,21.1,100.4739336492891
2682,21.1,21.0,21.1,21.0,100.47619047619048
2683,21.0,21.0,21.0,21.0,100.0
2684,21.0,20.9,21.0,20.9,100.47846889952154
2685,20.9,20.8,20.9,20.8,100.48076923076923
2686,20.8,20.9,20.8,20.9,99.52153110047848
2687,20.9,20.8,20.9,20.8,100.48076923076923
2688,20.6,20.4,20.6,20.4,100.98039215686276
2689,20.5,20.5,20.5,20.5,100.0
2690,20.5,20.5,20.5,20.5,100.0
2691,20.5,20.5,20.5,20.5,100.0
2692,20.5,20.5,20.5,20.5,100.0
2693,20.5,20.5,20.5,20.5,100.0
2694,20.5,20.5,20.5,20.5,100.0
2695,20.5,20.5,20.5,20.5,100.0
2696,20.5,20.5,20.5,20.5,100.0
2697,20.5,20.5,20.5,20.5,100.0
2698,20.5,20.5,20.5,20.5,100.0
2699,20.4,20.4,20.4,20.4,100.0
2700,20.4,20.4,20.4,20.4,100.0
2701,20.4,20.4,20.4,20.4,100.0
2702,20.4,20.4,20.4,20.4,100.0
2703,20.4,20.3,20.4,20.3,100.4926108374384
2704,20.3,20.3,20.3,20.3,100.0
2705,20.3,20.3,20.3,20.3,100.0
2706,20.3,20.3,20.3,20.3,100.0
2707,20.3,20.2,20.3,20.2,100.4950495049505
2708,20.2,20.2,20.2,20.2,100.0
2709,20.2,20.1,20.2,20.1,100.49751243781093
2710,20.1,20.1,20.1,20.1,100.0
2711,20.1,20.1,20.1,20.1,100.0
2712,20.1,20.0,20.1,20.0,100.50000000000001
2713,20.0,20.0,20.0,20.0,100.0
2714,20.0,20.0,20.0,20.0,100.0
2715,20.0,19.9,20.0,19.9,100.50251256281409
2716,19.9,19.9,19.9,19.9,100.0
2717,19.9,19.9,19.9,19.9,100.0
2718,19.9,19.9,19.9,19.9,100.0
2719,19.9,19.9,19.9,19.9,100.0
2720,19.9,19.8,19.9,19.8,100.50505050505049
2721,19.8,19.8,19.8,19.8,100.0
2722,19.8,19.8,19.8,19.8,100.0
2723,19.8,20.2,19.8,20.2,98.01980198019803
2724,20.3,20.1,20.3,20.1,100.99502487562188
2725,20.0,19.9,20.0,19.9,100.50251256281409
2726,19.8,19.8,19.8,19.8,100.0
2727,19.8,19.7,19.8,19.7,100.50761421319798
2728,19.7,19.7,19.7,19.7,100.0
2729,19.7,19.6,19.7,19.6,100.51020408163265
2730,19.7,19.6,19.7,19.6,100.51020408163265
2731,19.6,19.6,19.6,19.6,100.0
2732,19.6,19.6,19.6,19.6,100.0
2733,19.5,19.5,19.5,19.5,100.0
2734,19.5,19.5,19.5,19.5,100.0
2735,19.5,19.4,19.5,19.4,100.51546391752578
2736,19.4,19.4,19.4,19.4,100.0
2737,19.5,19.4,19.5,19.4,100.51546391752578
2738,19.4,19.4,19.4,19.4,100.0
2739,19.4,19.4,19.4,19.4,100.0
2740,19.4,19.3,19.4,19.3,100.51813471502588
2741,19.4,19.3,19.4,19.3,100.51813471502588
2742,19.3,19.3,19.3,19.3,100.0
2743,19.2,19.2,19.2,19.2,100.0
2744,19.2,19.2,19.2,19.2,100.0
2745,19.2,19.2,19.2,19.2,100.0
2746,19.1,19.1,19.1,19.1,100.0
2747,19.1,19.1,19.1,19.1,100.0
2748,19.1,19.0,19.1,19.0,100.52631578947368
2749,19.0,19.0,19.0,19.0,100.0
2750,19.0,18.9,19.0,18.9,100.52910052910053
2751,18.9,18.9,18.9,18.9,100.0
2752,18.9,18.9,18.9,18.9,100.0
2753,18.9,18.9,18.9,18.9,100.0
2754,18.9,18.9,18.9,18.9,100.0
2755,18.8,18.8,18.8,18.8,100.0
2756,18.8,18.8,18.8,18.8,100.0
2757,18.8,18.8,18.8,18.8,100.0
2758,18.8,18.8,18.8,18.8,100.0
2759,18.8,18.7,18.8,18.7,100.53475935828877
2760,18.7,18.7,18.7,18.7,100.0
2761,18.7,18.7,18.7,18.7,100.0
2762,18.7,18.6,18.7,18.6,100.53763440860214
2763,18.6,18.6,18.6,18.6,100.0
2764,18.6,18.5,18.6,18.5,100.54054054054056
2765,18.5,18.5,18.5,18.5,100.0
2766,18.4,18.4,18.4,18.4,100.0
2767,18.4,18.3,18.4,18.3,100.54644808743167
2768,18.4,18.4,18.4,18.4,100.0
2769,18.4,18.4,18.4,18.4,100.0
2770,18.7,19.0,18.7,19.0,98.42105263157895
2771,18.8,18.5,18.8,18.5,101.62162162162163
2772,18.5,18.3,18.5,18.3,101.09289617486338
2773,18.3,18.3,18.3,18.3,100.0
2774,18.3,18.2,18.3,18.2,100.54945054945054
2775,18.2,18.2,18.2,18.2,100.0
2776,18.2,18.2,18.2,18.2,100.0
2777,18.2,18.2,18.2,18.2,100.0
2778,18.2,18.1,18.2,18.1,100.55248618784529
2779,18.1,18.1,18.1,18.1,100.0
2780,18.1,18.1,18.1,18.1,100.0
2781,18.1,18.1,18.1,18.1,100.0
2782,18.1,18.0,18.1,18.0,100.55555555555556
2783,18.0,18.0,18.0,18.0,100.0
2784,18.0,17.9,18.0,17.9,100.5586592178771
2785,18.0,17.9,18.0,17.9,100.5586592178771
2786,17.9,17.9,17.9,17.9,100.0
2787,17.9,17.8,17.9,17.8,100.56179775280899
2788,17.8,17.7,17.8,17.7,100.56497175141243
2789,17.7,17.7,17.7,17.7,100.0
2790,17.7,17.7,17.7,17.7,100.0
2791,17.6,17.6,17.6,17.6,100.0
2792,17.6,17.6,17.6,17.6,100.0
2793,17.6,17.6,17.6,17.6,100.0
2794,17.6,17.5,17.6,17.5,100.57142857142858
2795,17.5,17.5,17.5,17.5,100.0
2796,17.5,17.5,17.5,17.5,100.0
2797,17.5,17.5,17.5,17.5,100.0
2798,17.5,17.4,17.5,17.4,100.57471264367817
2799,17.4,17.4,17.4,17.4,100.0
2800,17.4,17.3,17.4,17.3,100.57803468208091
2801,17.4,17.3,17.4,17.3,100.57803468208091
2802,17.3,17.3,17.3,17.3,100.0
2803,17.3,17.3,17.3,17.3,100.0
2804,17.3,17.2,17.3,17.2,100.5813953488372
2805,17.2,17.2,17.2,17.2,100.0
2806,17.2,17.1,17.2,17.1,100.58479532163742
2807,17.1,17.1,17.1,17.1,100.0
2808,17.1,17.1,17.1,17.1,100.0
2809,17.1,17.1,17.1,17.1,100.0
2810,17.0,17.0,17.0,17.0,100.0
2811,17.0,17.0,17.0,17.0,100.0
2812,17.0,16.9,17.0,16.9,100.59171597633136
2813,16.9,16.9,16.9,16.9,100.0
2814,16.9,16.9,16.9,16.9,100.0
2815,16.8,16.9,16.8,16.9,99.40828402366864
2816,16.9,16.9,16.9,16.9,100.0
2817,16.9,16.9,16.9,16.9,100.0
2818,16.9,16.8,16.9,16.8,100.59523809523809
2819,16.8,16.8,16.8,16.8,100.0
2820,16.8,16.8,16.8,16.8,100.0
2821,16.8,16.8,16.8,16.8,100.0
2822,17.0,17.7,17.0,17.7,96.045197740113
2823,17.7,17.2,17.7,17.2,102.90697674418605
2824,17.1,16.9,17.1,16.9,101.18343195266273
2825,16.8,16.8,16.8,16.8,100.0
2826,16.7,16.7,16.7,16.7,100.0
2827,16.6,16.6,16.6,16.6,100.0
2828,16.6,16.6,16.6,16.6,100.0
2829,16.6,16.5,16.6,16.5,100.60606060606061
2830,16.5,16.5,16.5,16.5,100.0
2831,16.4,16.4,16.4,16.4,100.0
2832,16.4,16.4,16.4,16.4,100.0
2833,16.4,16.3,16.4,16.3,100.61349693251533
2834,16.4,16.4,16.4,16.4,100.0
2835,16.3,16.3,16.3,16.3,100.0
2836,16.3,16.3,16.3,16.3,100.0
2837,16.3,16.2,16.3,16.2,100.61728395061729
2838,16.2,16.2,16.2,16.2,100.0
2839,16.2,16.2,16.2,16.2,100.0
2840,16.2,16.1,16.2,16.1,100.62111801242236
2841,16.2,16.1,16.2,16.1,100.62111801242236
2842,16.1,16.1,16.1,16.1,100.0
2843,16.0,16.0,16.0,16.0,100.0
2844,16.0,16.0,16.0,16.0,100.0
2845,16.0,16.0,16.0,16.0,100.0
2846,16.0,15.9,16.0,15.9,100.62893081761007
2847,15.9,15.9,15.9,15.9,100.0
2848,15.8,15.9,15.8,15.9,99.37106918238993
2849,15.8,15.8,15.8,15.8,100.0
2850,15.8,15.8,15.8,15.8,100.0
2851,15.8,15.8,15.8,15.8,100.0
2852,15.8,15.7,15.8,15.7,100.63694267515923
2853,15.8,15.7,15.8,15.7,100.63694267515923
2854,15.7,15.7,15.7,15.7,100.0
2855,15.7,15.7,15.7,15.7,100.0
2856,15.6,15.6,15.6,15.6,100.0
2857,15.6,14.5,15.6,14.5,107.58620689655172
2858,14.2,14.9,14.2,14.9,95.30201342281879
2859,14.9,15.0,14.9,15.0,99.33333333333334
2860,15.0,15.1,15.0,15.1,99.33774834437087
2861,15.1,15.2,15.1,15.2,99.3421052631579
2862,15.2,15.2,15.2,15.2,100.0
2863,15.2,15.2,15.2,15.2,100.0
2864,15.2,15.3,15.2,15.3,99.34640522875816
2865,15.3,15.3,15.3,15.3,100.0
2866,15.3,15.2,15.3,15.2,100.65789473684212
2867,15.2,15.2,15.2,15.2,100.0
2868,15.2,15.2,15.2,15.2,100.0
2869,15.2,15.1,15.2,15.1,100.66225165562915
2870,15.2,15.2,15.2,15.2,100.0
2871,15.2,15.2,15.2,15.2,100.0
2872,15.2,15.2,15.2,15.2,100.0
2873,15.2,15.2,15.2,15.2,100.0
2874,15.2,15.2,15.2,15.2,100.0
2875,15.1,15.1,15.1,15.1,100.0
2876,15.1,15.0,15.1,15.0,100.66666666666666
2877,15.0,15.0,15.0,15.0,100.0
2878,15.0,15.0,15.0,15.0,100.0
2879,15.0,15.2,15.0,15.2,98.6842105263158
2880,15.6,15.9,15.6,15.9,98.11320754716981
2881,15.7,15.3,15.7,15.3,102.61437908496731
2882,15.2,15.1,15.2,15.1,100.66225165562915
