cycle,dis_spec_mAhg,chg_spec_mAhg,dis_uAh,chg_uAh,CE_pct
569,54.5,54.6,54.5,54.6,99.81684981684981
570,54.6,54.6,54.6,54.6,100.0
571,54.6,54.5,54.6,54.5,100.18348623853211
572,54.5,54.6,54.5,54.6,99.81684981684981
573,54.6,54.5,54.6,54.5,100.18348623853211
574,54.5,54.5,54.5,54.5,100.0
575,54.5,54.5,54.5,54.5,100.0
576,54.5,54.5,54.5,54.5,100.0
577,54.5,54.4,54.5,54.4,100.18382352941177
578,54.4,54.6,54.4,54.6,99.63369963369962
579,54.6,54.4,54.6,54.4,100.36764705882352
580,54.4,54.4,54.4,54.4,100.0
581,54.5,54.4,54.5,54.4,100.18382352941177
582,54.4,54.4,54.4,54.4,100.0
583,54.4,54.4,54.4,54.4,100.0
584,54.4,54.4,54.4,54.4,100.0
585,54.4,54.4,54.4,54.4,100.0
586,54.4,54.4,54.4,54.4,100.0
587,54.4,54.4,54.4,54.4,100.0
588,54.5,54.5,54.5,54.5,100.0
589,54.4,54.3,54.4,54.3,100.18416206261512
590,54.4,54.3,54.4,54.3,100.18416206261512
591,54.3,54.3,54.3,54.3,100.0
592,54.3,54.4,54.3,54.4,99.81617647058823
593,54.3,54.2,54.3,54.2,100.18450184501843
594,54.3,54.5,54.3,54.5,99.63302752293578
595,54.5,54.5,54.5,54.5,100.0
596,54.5,54.5,54.5,54.5,100.0
597,54.5,54.5,54.5,54.5,100.0
598,54.6,54.6,54.6,54.6,100.0
599,54.6,54.5,54.6,54.5,100.18348623853211
600,54.5,54.6,54.5,54.6,99.81684981684981
601,54.6,54.5,54.6,54.5,100.18348623853211
602,54.5,54.5,54.5,54.5,100.0
603,54.5,54.4,54.5,54.4,100.18382352941177
604,54.4,54.4,54.4,54.4,100.0
605,54.4,54.4,54.4,54.4,100.0
606,54.4,54.6,54.4,54.6,99.63369963369962
607,54.6,54.4,54.6,54.4,100.36764705882352
608,54.5,54.5,54.5,54.5,100.0
609,54.5,54.5,54.5,54.5,100.0
610,54.5,54.4,54.5,54.4,100.18382352941177
611,54.4,54.4,54.4,54.4,100.0
612,54.4,54.4,54.4,54.4,100.0
613,54.4,54.4,54.4,54.4,100.0
614,54.4,54.4,54.4,54.4,100.0
615,54.5,54.4,54.5,54.4,100.18382352941177
616,54.4,54.4,54.4,54.4,100.0
617,54.4,54.3,54.4,54.3,100.18416206261512
618,54.3,54.3,54.3,54.3,100.0
619,54.3,54.3,54.3,54.3,100.0
620,54.3,54.3,54.3,54.3,100.0
621,54.3,54.3,54.3,54.3,100.0
622,54.3,54.4,54.3,54.4,99.81617647058823
623,54.4,54.7,54.4,54.7,99.45155393053015
624,54.7,54.3,54.7,54.3,100.73664825046042
625,54.3,54.3,54.3,54.3,100.0
626,54.3,54.2,54.3,54.2,100.18450184501843
627,54.2,54.2,54.2,54.2,100.0
628,54.2,54.2,54.2,54.2,100.0
629,54.2,54.2,54.2,54.2,100.0
630,54.1,54.1,54.1,54.1,100.0
631,54.1,54.0,54.1,54.0,100.18518518518518
632,54.1,54.1,54.1,54.1,100.0
633,54.1,54.0,54.1,54.0,100.18518518518518
634,54.0,54.0,54.0,54.0,100.0
635,53.9,53.8,53.9,53.8,100.18587360594795
636,53.8,53.8,53.8,53.8,100.0
637,53.9,53.9,53.9,53.9,100.0
638,53.9,53.9,53.9,53.9,100.0
639,53.9,53.9,53.9,53.9,100.0
640,53.9,53.9,53.9,53.9,100.0
641,54.0,54.0,54.0,54.0,100.0
642,54.0,54.0,54.0,54.0,100.0
643,54.0,54.0,54.0,54.0,100.0
644,54.0,53.9,54.0,53.9,100.18552875695732
645,54.0,53.9,54.0,53.9,100.18552875695732
646,53.9,53.9,53.9,53.9,100.0
647,53.9,53.8,53.9,53.8,100.18587360594795
648,53.8,53.8,53.8,53.8,100.0
649,53.8,53.8,53.8,53.8,100.0
650,53.8,54.0,53.8,54.0,99.62962962962962
651,54.1,53.8,54.1,53.8,100.55762081784387
652,53.8,53.7,53.8,53.7,100.18621973929235
653,53.8,53.8,53.8,53.8,100.0
654,53.7,53.7,53.7,53.7,100.0
655,53.7,53.6,53.7,53.6,100.18656716417911
656,53.7,53.7,53.7,53.7,100.0
657,53.7,53.7,53.7,53.7,100.0
658,53.7,53.6,53.7,53.6,100.18656716417911
659,53.7,53.8,53.7,53.8,99.81412639405207
660,53.7,53.6,53.7,53.6,100.18656716417911
661,53.6,53.6,53.6,53.6,100.0
662,53.6,53.5,53.6,53.5,100.18691588785047
663,53.6,53.6,53.6,53.6,100.0
664,53.7,53.5,53.7,53.5,100.37383177570094
665,53.5,53.7,53.5,53.7,99.62756052141526
666,53.7,53.7,53.7,53.7,100.0
667,53.8,53.8,53.8,53.8,100.0
668,53.8,53.8,53.8,53.8,100.0
669,53.8,53.8,53.8,53.8,100.0
670,53.8,53.8,53.8,53.8,100.0
671,53.8,53.8,53.8,53.8,100.0
672,53.8,53.7,53.8,53.7,100.18621973929235
673,53.7,53.7,53.7,53.7,100.0
674,53.7,53.6,53.7,53.6,100.18656716417911
675,53.7,53.5,53.7,53.5,100.37383177570094
676,53.6,53.6,53.6,53.6,100.0
677,53.6,53.5,53.6,53.5,100.18691588785047
678,53.5,52.6,53.5,52.6,101.71102661596959
679,52.6,53.4,52.6,53.4,98.50187265917604
680,53.5,53.6,53.5,53.6,99.81343283582089
681,53.6,53.6,53.6,53.6,100.0
682,53.6,53.5,53.6,53.5,100.18691588785047
683,53.5,53.5,53.5,53.5,100.0
684,53.5,53.4,53.5,53.4,100.18726591760301
685,53.4,53.5,53.4,53.5,99.81308411214953
686,53.5,53.5,53.5,53.5,100.0
687,53.5,53.5,53.5,53.5,100.0
688,53.5,53.4,53.5,53.4,100.18726591760301
689,53.4,53.4,53.4,53.4,100.0
690,53.4,53.3,53.4,53.3,100.187617260788
691,53.4,53.3,53.4,53.3,100.187617260788
692,53.2,53.3,53.2,53.3,99.81238273921201
693,53.3,53.2,53.3,53.2,100.18796992481202
694,53.3,53.3,53.3,53.3,100.0
695,53.3,53.2,53.3,53.2,100.18796992481202
696,53.2,53.2,53.2,53.2,100.0
697,53.2,53.2,53.2,53.2,100.0
698,53.2,53.2,53.2,53.2,100.0
699,53.2,53.1,53.2,53.1,100.18832391713748
700,53.1,53.1,53.1,53.1,100.0
701,53.2,53.1,53.2,53.1,100.18832391713748
702,53.1,53.0,53.1,53.0,100.18867924528303
703,53.1,53.0,53.1,53.0,100.18867924528303
704,53.0,52.9,53.0,52.9,100.1890359168242
705,52.9,52.9,52.9,52.9,100.0
706,52.9,53.0,52.9,53.0,99.81132075471699
707,53.0,53.0,53.0,53.0,100.0
708,53.0,53.0,53.0,53.0,100.0
709,53.0,53.0,53.0,53.0,100.0
710,53.0,52.9,53.0,52.9,100.1890359168242
711,52.9,52.9,52.9,52.9,100.0
712,52.9,52.8,52.9,52.8,100.18939393939394
713,52.8,52.7,52.8,52.7,100.1897533206831
714,52.7,52.7,52.7,52.7,100.0
715,52.8,52.7,52.8,52.7,100.1897533206831
716,52.7,52.7,52.7,52.7,100.0
717,52.8,52.7,52.8,52.7,100.1897533206831
718,52.7,52.6,52.7,52.6,100.19011406844108
719,52.6,52.9,52.6,52.9,99.43289224952741
720,52.9,52.6,52.9,52.6,100.57034220532319
721,52.6,52.4,52.6,52.4,100.38167938931298
722,52.4,52.4,52.4,52.4,100.0
723,52.5,52.4,52.5,52.4,100.1908396946565
724,52.4,52.4,52.4,52.4,100.0
725,52.3,52.3,52.3,52.3,100.0
726,52.4,52.3,52.4,52.3,100.19120458891013
727,52.4,52.4,52.4,52.4,100.0
728,52.4,52.4,52.4,52.4,100.0
729,52.3,52.3,52.3,52.3,100.0
730,52.3,52.2,52.3,52.2,100.19157088122603
731,52.2,52.1,52.2,52.1,100.19193857965452
732,52.2,52.1,52.2,52.1,100.19193857965452
733,52.1,52.1,52.1,52.1,100.0
734,52.1,52.0,52.1,52.0,100.1923076923077
735,52.0,51.5,52.0,51.5,100.97087378640776
736,51.5,52.0,51.5,52.0,99.03846153846155
737,52.1,51.9,52.1,51.9,100.38535645472062
738,51.9,51.8,51.9,51.8,100.1930501930502
739,51.9,51.7,51.9,51.7,100.38684719535782
740,51.7,51.6,51.7,51.6,100.1937984496124
741,51.7,51.7,51.7,51.7,100.0
742,51.7,51.7,51.7,51.7,100.0
743,51.7,51.6,51.7,51.6,100.1937984496124
744,51.6,51.6,51.6,51.6,100.0
745,51.7,52.2,51.7,52.2,99.04214559386973
746,52.3,51.6,52.3,51.6,101.35658914728683
747,51.6,51.5,51.6,51.5,100.19417475728156
748,51.5,51.5,51.5,51.5,100.0
749,51.5,51.4,51.5,51.4,100.19455252918289
750,51.5,51.4,51.5,51.4,100.19455252918289
751,51.4,51.3,51.4,51.3,100.19493177387915
752,51.4,51.4,51.4,51.4,100.0
753,51.4,51.4,51.4,51.4,100.0
754,51.4,51.5,51.4,51.5,99.80582524271846
755,51.5,51.2,51.5,51.2,100.5859375
756,51.2,51.2,51.2,51.2,100.0
757,51.2,51.1,51.2,51.1,100.19569471624266
758,51.1,51.1,51.1,51.1,100.0
759,51.1,51.1,51.1,51.1,100.0
760,51.1,51.1,51.1,51.1,100.0
761,51.1,51.0,51.1,51.0,100.19607843137254
762,51.1,51.0,51.1,51.0,100.19607843137254
763,51.0,51.1,51.0,51.1,99.80430528375733
764,51.1,50.9,51.1,50.9,100.39292730844794
765,50.9,50.7,50.9,50.7,100.39447731755425
766,50.7,50.8,50.7,50.8,99.80314960629923
767,50.9,50.9,50.9,50.9,100.0
768,50.9,50.8,50.9,50.8,100.19685039370079
769,50.8,50.8,50.8,50.8,100.0
770,50.8,50.7,50.8,50.7,100.1972386587771
771,50.7,50.7,50.7,50.7,100.0
772,50.7,51.0,50.7,51.0,99.41176470588235
773,51.0,50.6,51.0,50.6,100.7905138339921
774,50.6,50.6,50.6,50.6,100.0
775,50.6,50.5,50.6,50.5,100.1980198019802
776,50.5,50.5,50.5,50.5,100.0
777,50.5,50.4,50.5,50.4,100.1984126984127
778,50.5,50.4,50.5,50.4,100.1984126984127
779,50.4,50.4,50.4,50.4,100.0
780,50.4,50.3,50.4,50.3,100.19880715705767
781,50.3,50.3,50.3,50.3,100.0
782,50.3,50.2,50.3,50.2,100.19920318725097
783,50.3,50.2,50.3,50.2,100.19920318725097
784,50.2,50.2,50.2,50.2,100.0
785,50.1,50.1,50.1,50.1,100.0
786,50.1,50.0,50.1,50.0,100.2
787,50.0,50.0,50.0,50.0,100.0
788,50.0,49.9,50.0,49.9,100.20040080160322
789,49.9,49.9,49.9,49.9,100.0
790,49.9,50.2,49.9,50.2,99.402390438247
791,50.2,49.9,50.2,49.9,100.60120240480963
792,49.8,49.8,49.8,49.8,100.0
793,49.8,49.8,49.8,49.8,100.0
794,49.7,49.7,49.7,49.7,100.0
795,49.7,49.7,49.7,49.7,100.0
796,49.7,49.5,49.7,49.5,100.4040404040404
797,49.5,49.5,49.5,49.5,100.0
798,49.6,49.5,49.6,49.5,100.20202020202021
799,49.6,49.7,49.6,49.7,99.79879275653923
800,49.7,49.4,49.7,49.4,100.60728744939271
801,49.5,49.4,49.5,49.4,100.20242914979758
802,49.3,49.3,49.3,49.3,100.0
803,49.2,49.1,49.2,49.1,100.20366598778003
804,49.2,49.2,49.2,49.2,100.0
805,49.2,49.2,49.2,49.2,100.0
806,49.2,49.2,49.2,49.2,100.0
807,49.2,49.2,49.2,49.2,100.0
808,49.2,49.1,49.2,49.1,100.20366598778003
809,49.3,49.3,49.3,49.3,100.0
810,49.1,49.0,49.1,49.0,100.20408163265306
811,48.9,48.9,48.9,48.9,100.0
812,48.9,48.8,48.9,48.8,100.20491803278688
813,48.8,48.8,48.8,48.8,100.0
814,48.8,48.8,48.8,48.8,100.0
815,48.8,48.7,48.8,48.7,100.2053388090349
816,48.7,48.6,48.7,48.6,100.20576131687243
817,48.6,48.6,48.6,48.6,100.0
818,48.6,48.6,48.6,48.6,100.0
819,48.6,48.6,48.6,48.6,100.0
820,48.5,48.4,48.5,48.4,100.20661157024793
821,48.4,48.4,48.4,48.4,100.0
822,48.4,48.3,48.4,48.3,100.20703933747413
823,48.3,48.2,48.3,48.2,100.20746887966806
824,48.3,48.2,48.3,48.2,100.20746887966806
825,48.2,48.2,48.2,48.2,100.0
826,48.2,48.0,48.2,48.0,100.41666666666667
827,48.0,48.0,48.0,48.0,100.0
828,48.0,47.9,48.0,47.9,100.20876826722338
829,48.0,47.9,48.0,47.9,100.20876826722338
830,47.9,47.8,47.9,47.8,100.2092050209205
831,47.8,47.7,47.8,47.7,100.20964360587001
832,47.7,47.7,47.7,47.7,100.0
833,47.7,47.6,47.7,47.6,100.21008403361344
834,47.6,47.5,47.6,47.5,100.21052631578948
835,47.5,47.5,47.5,47.5,100.0
836,47.5,47.4,47.5,47.4,100.21097046413503
837,47.5,47.4,47.5,47.4,100.21097046413503
838,47.4,47.4,47.4,47.4,100.0
839,47.4,47.5,47.4,47.5,99.78947368421053
840,47.5,47.3,47.5,47.3,100.42283298097252
841,46.5,46.8,46.5,46.8,99.35897435897436
842,46.8,2.4,46.8,2.4,1950.0
