step,t_ps,T_K,Epot_eV,Al_height_A,Al_slabMin_A,Al_nCl,Al_nO,Al_SiMin_A
21150,21.150,357.5,-124888.102,3.941,3.969,2,0,nan
21200,21.200,324.6,-124887.852,3.838,3.878,2,0,nan
21250,21.250,278.4,-124887.445,3.910,3.968,2,0,nan
21300,21.300,354.3,-124888.289,3.598,3.643,2,0,nan
21350,21.350,355.2,-124888.062,3.554,3.609,2,0,nan
21400,21.400,322.3,-124887.516,3.465,3.521,2,0,nan
21450,21.450,322.6,-124887.703,3.394,3.484,2,0,nan
21500,21.500,301.8,-124888.000,3.379,3.462,2,0,nan
21550,21.550,303.3,-124887.750,3.382,3.487,2,0,nan
21600,21.600,315.1,-124888.109,3.492,3.595,2,0,nan
21650,21.650,270.4,-124887.742,3.482,3.588,2,0,nan
21700,21.700,314.7,-124888.500,3.533,3.644,2,0,nan
21750,21.750,287.0,-124888.305,3.677,3.732,2,0,nan
21800,21.800,302.0,-124888.664,3.647,3.698,2,0,nan
21850,21.850,279.9,-124888.367,3.654,3.690,2,0,nan
21900,21.900,292.5,-124888.242,3.754,3.794,2,0,nan
21950,21.950,313.3,-124888.758,3.553,3.600,2,0,nan
22000,22.000,303.0,-124888.680,3.550,3.631,2,0,nan
22050,22.050,279.6,-124888.641,3.577,3.645,2,0,nan
22100,22.100,276.1,-124888.641,3.568,3.645,2,0,nan
22150,22.150,254.5,-124888.219,3.639,3.711,2,0,nan
22200,22.200,306.0,-124888.609,3.663,3.702,2,0,nan
22250,22.250,281.2,-124887.953,3.598,3.624,2,0,nan
22300,22.300,326.1,-124888.242,3.783,3.811,2,0,nan
22350,22.350,292.8,-124887.695,3.722,3.751,2,0,nan
22400,22.400,326.5,-124888.023,3.833,3.888,2,0,nan
22450,22.450,311.8,-124887.766,3.852,3.902,2,0,nan
22500,22.500,343.2,-124888.219,3.795,3.850,2,0,nan
22550,22.550,351.1,-124888.414,3.885,3.943,2,0,nan
22600,22.600,318.1,-124888.078,3.796,3.849,2,0,nan
22650,22.650,311.1,-124888.117,3.928,4.022,2,0,nan
22700,22.700,297.6,-124887.953,3.716,3.804,2,0,nan
22750,22.750,320.1,-124888.359,3.738,3.858,2,0,nan
22800,22.800,336.5,-124888.688,3.672,3.820,2,0,nan
22850,22.850,354.8,-124888.836,3.580,3.723,2,0,nan
22900,22.900,261.9,-124887.766,3.509,3.667,2,0,nan
22950,22.950,303.7,-124888.359,3.515,3.647,2,0,nan
23000,23.000,277.7,-124888.172,3.682,3.786,2,0,nan
23050,23.050,320.2,-124888.781,3.567,3.637,2,0,nan
23100,23.100,290.7,-124888.484,3.564,3.657,2,0,nan
23150,23.150,282.1,-124888.484,3.507,3.584,2,0,nan
23200,23.200,285.4,-124888.578,3.477,3.616,2,0,nan
23250,23.250,276.6,-124888.250,3.540,3.666,2,0,nan
23300,23.300,342.2,-124889.008,3.768,3.892,2,0,nan
23350,23.350,300.5,-124888.312,3.889,4.001,2,0,nan
23400,23.400,294.1,-124888.148,3.979,4.054,2,0,nan
23450,23.450,317.8,-124888.664,4.074,4.170,2,0,nan
23500,23.500,300.6,-124888.508,4.192,4.289,2,0,nan
23550,23.550,275.3,-124887.852,4.109,4.200,2,0,nan
23600,23.600,304.4,-124888.453,4.108,4.206,2,0,nan
23650,23.650,298.3,-124888.453,4.124,4.251,2,0,nan
