step,t_ps,T_K,Epot_eV,Al_height_A,Al_slabMin_A,Al_nCl,Al_nO,Al_SiMin_A
20750,20.750,290.7,-136952.969,7.689,8.882,2,0,7.000
20800,20.800,327.7,-136954.047,7.575,8.760,2,0,7.117
20850,20.850,291.4,-136953.297,7.705,8.838,2,0,6.881
20900,20.900,296.2,-136953.422,7.728,8.825,2,0,6.766
20950,20.950,285.8,-136952.969,7.836,8.856,2,0,6.575
21000,21.000,297.2,-136953.031,7.876,8.987,2,0,6.667
21050,21.050,322.4,-136953.281,7.996,9.059,2,0,6.547
21100,21.100,305.6,-136953.016,8.065,9.108,2,0,6.527
21150,21.150,313.4,-136953.188,8.091,9.110,2,0,6.266
21200,21.200,310.9,-136953.125,8.121,9.066,2,0,6.092
21250,21.250,302.3,-136952.719,7.997,9.025,2,0,6.179
21300,21.300,315.9,-136953.094,7.938,8.972,2,0,6.370
21350,21.350,309.3,-136952.594,7.879,8.900,2,0,6.388
21400,21.400,287.8,-136952.359,7.775,8.893,2,0,6.676
21450,21.450,306.6,-136953.156,7.754,8.831,2,0,6.572
21500,21.500,260.8,-136951.594,7.659,8.756,2,0,6.533
21550,21.550,285.9,-136952.047,7.793,8.933,2,0,6.476
21600,21.600,318.1,-136952.688,7.862,8.887,2,0,6.398
21650,21.650,312.0,-136952.438,7.803,8.793,2,0,6.466
21700,21.700,309.2,-136952.641,7.919,8.907,2,0,6.327
21750,21.750,305.9,-136952.703,7.761,8.694,2,0,6.245
21800,21.800,310.1,-136952.781,7.659,8.608,2,0,6.375
21850,21.850,309.0,-136952.562,7.764,8.670,2,0,6.360
21900,21.900,307.4,-136952.688,7.709,8.606,2,0,6.456
21950,21.950,328.0,-136952.719,7.780,8.694,2,0,6.482
22000,22.000,304.1,-136951.781,7.812,8.783,2,0,6.513
22050,22.050,304.7,-136952.094,7.774,8.769,2,0,6.478
22100,22.100,321.8,-136952.594,7.819,8.807,2,0,6.522
22150,22.150,323.2,-136952.500,7.754,8.821,2,0,6.724
22200,22.200,325.2,-136952.656,7.832,8.908,2,0,6.774
22250,22.250,311.1,-136952.500,7.837,8.958,2,0,6.824
22300,22.300,314.4,-136952.203,7.799,8.949,2,0,6.884
22350,22.350,283.6,-136951.328,7.969,9.091,2,0,6.782
22400,22.400,293.9,-136952.359,7.947,9.064,2,0,6.720
22450,22.450,304.3,-136952.922,7.918,8.981,2,0,6.688
22500,22.500,303.9,-136952.750,8.068,9.086,2,0,6.396
22550,22.550,308.2,-136952.594,8.032,9.048,2,0,6.429
22600,22.600,323.0,-136953.547,7.948,8.937,2,0,6.478
22650,22.650,280.0,-136952.391,7.959,8.949,2,0,6.533
22700,22.700,301.4,-136952.828,7.918,8.890,2,0,6.570
22750,22.750,318.8,-136953.172,8.060,9.016,2,0,6.411
22800,22.800,310.1,-136953.109,8.167,9.099,2,0,6.437
22850,22.850,291.3,-136952.344,8.291,9.222,2,0,6.491
22900,22.900,304.7,-136952.734,8.373,9.231,2,0,6.286
22950,22.950,274.9,-136952.422,8.264,9.130,2,0,6.249
23000,23.000,283.5,-136952.859,8.228,9.111,2,0,6.245
23050,23.050,310.3,-136953.531,8.063,8.989,2,0,6.470
23100,23.100,323.6,-136953.500,7.970,8.966,2,0,6.570
23150,23.150,297.2,-136953.234,7.793,8.813,2,0,6.683
23200,23.200,292.8,-136953.344,7.729,8.718,2,0,6.636
23250,23.250,293.9,-136953.406,7.561,8.576,2,0,6.715
23300,23.300,286.4,-136953.281,7.284,8.281,2,0,6.845
23350,23.350,291.7,-136953.516,7.114,8.104,2,0,6.714
23400,23.400,280.4,-136952.766,6.847,7.808,2,0,6.679
23450,23.450,277.2,-136952.391,6.927,7.814,2,0,6.664
23500,23.500,299.3,-136953.125,7.011,7.928,2,0,6.693
23550,23.550,291.7,-136953.188,6.941,7.849,2,0,6.702
23600,23.600,295.8,-136953.531,7.102,8.060,2,0,6.685
23650,23.650,296.6,-136953.609,7.025,8.044,2,0,6.878
23700,23.700,294.0,-136952.969,7.081,8.067,2,0,6.765
23750,23.750,322.8,-136953.844,7.002,8.048,2,0,6.790
23800,23.800,291.7,-136953.000,6.847,7.939,2,0,6.979
23850,23.850,294.7,-136953.297,6.838,7.957,2,0,7.054
23900,23.900,296.8,-136953.375,6.836,8.060,2,0,7.170
23950,23.950,276.3,-136952.641,7.007,8.271,2,0,7.116
24000,24.000,288.4,-136952.641,7.172,8.496,2,0,7.222
24050,24.050,307.0,-136952.906,7.127,8.404,2,0,7.161
24100,24.100,316.5,-136952.531,7.231,8.522,2,0,7.199
24150,24.150,297.8,-136951.922,7.180,8.494,2,0,7.276
24200,24.200,322.3,-136952.188,7.154,8.434,2,0,7.236
24250,24.250,306.9,-136951.922,7.180,8.473,2,0,7.373
24300,24.300,318.0,-136952.141,7.236,8.541,2,0,7.312
24350,24.350,323.4,-136952.734,7.280,8.550,2,0,7.141
24400,24.400,328.8,-136953.141,7.225,8.531,2,0,7.258
24450,24.450,309.1,-136952.203,7.348,8.648,2,0,7.188
24500,24.500,336.7,-136952.781,7.440,8.690,2,0,7.113
24550,24.550,319.0,-136952.641,7.482,8.754,2,0,7.227
24600,24.600,315.5,-136952.438,7.580,8.836,2,0,7.131
24650,24.650,327.4,-136952.812,7.413,8.689,2,0,7.128
24700,24.700,322.2,-136952.594,7.551,8.801,2,0,6.977
24750,24.750,317.2,-136952.016,7.554,8.848,2,0,7.004
24800,24.800,325.5,-136952.141,7.525,8.750,2,0,6.797
24850,24.850,322.1,-136952.047,7.555,8.766,2,0,6.782
24900,24.900,319.2,-136952.125,7.535,8.818,2,0,6.727
24950,24.950,343.2,-136952.797,7.470,8.696,2,0,6.655
25000,25.000,306.3,-136951.875,7.330,8.616,2,0,6.730
25000,25.000,306.3,-136951.875,7.330,8.616,2,0,6.730
25050,25.050,314.4,-136951.875,7.262,8.582,2,0,6.895
25100,25.100,338.6,-136952.844,7.311,8.576,2,0,6.814
25150,25.150,310.7,-136952.156,7.355,8.604,2,0,6.684
25200,25.200,340.3,-136952.875,7.414,8.625,2,0,6.637
25250,25.250,338.3,-136952.875,7.208,8.493,2,0,6.716
25300,25.300,337.8,-136953.234,7.159,8.489,2,0,6.804
25350,25.350,321.2,-136953.156,7.103,8.398,2,0,6.639
25400,25.400,319.0,-136953.000,6.980,8.319,2,0,6.760
25450,25.450,292.3,-136952.516,6.983,8.315,2,0,6.700
25500,25.500,293.8,-136952.688,6.986,8.358,2,0,6.626
25550,25.550,301.8,-136952.172,6.911,8.296,2,0,6.589
25600,25.600,318.8,-136952.750,6.940,8.303,2,0,6.425
25650,25.650,303.3,-136952.562,6.923,8.386,2,0,6.641
25700,25.700,291.7,-136952.250,7.048,8.568,2,0,6.674
25750,25.750,319.6,-136953.109,7.020,8.619,2,0,6.829
25800,25.800,327.7,-136953.062,7.065,8.682,2,0,6.750
25850,25.850,300.1,-136952.266,7.068,8.673,2,0,6.631
25900,25.900,300.6,-136952.391,6.929,8.604,2,0,6.796
25950,25.950,341.8,-136953.906,7.009,8.676,2,0,6.935
26000,26.000,305.4,-136953.125,7.017,8.759,2,0,7.039
26050,26.050,334.6,-136953.359,7.038,8.782,2,0,7.058
26100,26.100,319.4,-136952.953,7.056,8.766,2,0,6.983
26150,26.150,306.0,-136952.906,6.970,8.734,2,0,7.143
26200,26.200,303.8,-136952.938,7.120,8.799,2,0,7.019
26250,26.250,316.0,-136953.469,6.996,8.647,2,0,7.033
26300,26.300,306.9,-136953.328,7.183,8.721,2,0,6.788
26350,26.350,305.1,-136953.047,7.259,8.782,2,0,6.692
26400,26.400,298.3,-136953.391,7.146,8.682,2,0,6.722
26450,26.450,310.1,-136953.719,7.300,8.856,2,0,6.808
26500,26.500,294.6,-136952.672,7.081,8.720,2,0,6.877
26550,26.550,292.5,-136952.844,7.037,8.617,2,0,6.683
26600,26.600,297.6,-136952.891,6.946,8.569,2,0,6.777
26650,26.650,311.7,-136953.344,6.859,8.568,2,0,6.930
26700,26.700,313.6,-136953.094,6.965,8.663,2,0,7.007
26750,26.750,310.8,-136953.000,7.024,8.803,2,0,7.107
26800,26.800,299.3,-136952.781,7.087,8.979,2,0,7.162
26850,26.850,326.7,-136953.625,7.156,8.962,2,0,7.059
26900,26.900,311.9,-136953.344,7.129,8.972,2,0,7.144
26950,26.950,311.5,-136952.703,7.209,9.133,2,0,7.184
27000,27.000,310.2,-136952.797,7.191,9.049,2,0,7.185
27050,27.050,317.4,-136952.516,7.194,9.128,2,0,7.406
27100,27.100,322.3,-136952.609,7.286,9.254,2,0,7.442
27150,27.150,293.1,-136951.859,7.312,9.222,2,0,7.219
27200,27.200,305.2,-136952.203,7.335,9.281,2,0,7.271
27250,27.250,320.7,-136952.859,7.447,9.412,2,0,7.311
27300,27.300,311.9,-136953.016,7.407,9.340,2,0,7.289
27350,27.350,317.2,-136952.828,7.441,9.386,2,0,7.156
27400,27.400,317.6,-136952.688,7.642,9.446,2,0,6.882
27450,27.450,288.4,-136952.266,7.753,9.479,2,0,6.725
27500,27.500,300.1,-136953.109,7.806,9.474,2,0,6.497
27550,27.550,290.9,-136952.953,7.917,9.564,2,0,6.394
27600,27.600,310.6,-136953.297,7.875,9.487,2,0,6.423
27650,27.650,279.2,-136952.031,7.836,9.383,2,0,6.328
27700,27.700,309.0,-136952.812,7.963,9.454,2,0,6.191
27750,27.750,306.8,-136952.469,7.881,9.335,2,0,6.118
27800,27.800,317.2,-136952.703,7.797,9.244,2,0,6.028
27850,27.850,328.1,-136953.000,7.806,9.240,2,0,5.886
27900,27.900,288.2,-136951.812,7.696,9.191,2,0,6.076
27950,27.950,284.2,-136952.109,7.720,9.190,2,0,6.022
28000,28.000,304.3,-136952.766,7.776,9.257,2,0,6.024
28050,28.050,305.6,-136952.531,7.694,9.224,2,0,6.171
28100,28.100,325.3,-136952.984,7.597,9.147,2,0,6.298
28150,28.150,308.4,-136952.281,7.547,9.187,2,0,6.461
28200,28.200,321.1,-136952.734,7.357,9.081,2,0,6.659
28250,28.250,316.4,-136952.766,7.240,8.968,2,0,6.845
28300,28.300,317.4,-136952.359,7.169,9.025,2,0,7.149
28350,28.350,316.2,-136952.109,7.128,9.028,2,0,7.230
28400,28.400,304.6,-136951.984,7.220,9.102,2,0,7.274
28450,28.450,313.9,-136952.250,7.358,9.266,2,0,7.405
28500,28.500,339.1,-136952.969,7.415,9.276,2,0,7.408
28550,28.550,299.8,-136952.578,7.407,9.321,2,0,7.504
28600,28.600,309.8,-136952.766,7.391,9.373,2,0,7.688
28650,28.650,292.4,-136952.938,7.323,9.310,2,0,7.731
28700,28.700,310.6,-136953.641,7.199,9.221,2,0,7.856
28750,28.750,275.1,-136952.781,7.187,9.158,2,0,7.980
28800,28.800,282.0,-136952.578,7.307,9.269,2,0,7.781
28850,28.850,281.1,-136952.828,7.353,9.211,2,0,7.627
28900,28.900,295.0,-136953.500,7.500,9.244,2,0,7.504
28950,28.950,295.4,-136953.453,7.715,9.390,2,0,7.384
29000,29.000,281.0,-136953.328,7.753,9.358,2,0,7.311
29050,29.050,294.3,-136953.547,7.912,9.474,2,0,7.204
29100,29.100,296.3,-136953.375,7.978,9.478,2,0,7.234
29150,29.150,296.4,-136953.141,7.947,9.407,2,0,7.211
29200,29.200,282.8,-136953.344,8.071,9.528,2,0,7.084
29250,29.250,288.0,-136953.328,7.933,9.473,2,0,7.288
29300,29.300,302.1,-136953.531,7.952,9.508,2,0,7.399
29350,29.350,296.0,-136953.281,8.094,9.723,2,0,7.456
29400,29.400,313.2,-136953.219,8.058,9.743,2,0,7.547
29450,29.450,325.2,-136953.500,8.054,9.771,2,0,7.616
29500,29.500,300.9,-136952.453,8.124,9.920,2,0,7.799
29550,29.550,317.5,-136952.719,8.299,10.122,2,0,7.784
29600,29.600,324.0,-136953.234,8.267,10.081,2,0,7.690
29650,29.650,303.4,-136952.500,8.284,10.078,2,0,7.573
29700,29.700,314.2,-136952.922,8.272,10.043,2,0,7.548
29750,29.750,321.6,-136952.812,8.191,9.897,2,0,7.489
29800,29.800,337.0,-136953.312,8.200,9.822,2,0,7.335
29850,29.850,301.0,-136952.094,8.240,9.898,2,0,7.388
29900,29.900,300.8,-136952.297,8.061,9.683,2,0,7.490
29950,29.950,310.1,-136952.953,8.050,9.661,2,0,7.534
30000,30.000,337.1,-136953.891,7.994,9.582,2,0,7.387
30000,30.000,337.1,-136953.891,7.994,9.582,2,0,7.387
30050,30.050,302.8,-136952.750,7.837,9.386,2,0,7.404
30100,30.100,334.3,-136953.438,7.969,9.500,2,0,7.418
30150,30.150,304.3,-136952.703,7.865,9.414,2,0,7.506
30200,30.200,299.1,-136952.719,7.782,9.319,2,0,7.442
30250,30.250,302.2,-136952.156,7.923,9.452,2,0,7.315
30300,30.300,320.1,-136953.062,7.842,9.444,2,0,7.453
30350,30.350,291.6,-136951.984,7.715,9.419,2,0,7.688
30400,30.400,305.7,-136952.484,7.823,9.634,2,0,7.750
30450,30.450,315.8,-136952.625,7.819,9.660,2,0,7.734
30500,30.500,296.4,-136952.578,7.804,9.632,2,0,7.665
30550,30.550,309.4,-136953.172,7.978,9.745,2,0,7.634
30600,30.600,315.1,-136953.656,8.015,9.887,2,0,7.820
30650,30.650,298.1,-136953.516,8.056,9.838,2,0,7.665
30700,30.700,295.5,-136953.578,8.112,9.887,2,0,7.666
30750,30.750,285.2,-136953.250,8.142,9.874,2,0,7.688
30800,30.800,288.6,-136953.156,8.039,9.765,2,0,7.815
30850,30.850,281.8,-136952.672,8.058,9.764,2,0,7.835
30900,30.900,286.1,-136952.875,7.925,9.643,2,0,7.853
30950,30.950,300.5,-136953.125,7.859,9.625,2,0,7.960
31000,31.000,302.8,-136953.094,7.849,9.646,2,0,7.996
31050,31.050,293.8,-136953.297,7.718,9.626,2,0,8.224
31100,31.100,277.6,-136952.500,7.770,9.720,2,0,8.243
31150,31.150,293.4,-136953.172,7.844,9.746,2,0,8.071
31200,31.200,311.7,-136953.797,7.829,9.725,2,0,8.096
31250,31.250,305.7,-136953.609,7.932,9.768,2,0,7.942
31300,31.300,287.2,-136952.844,7.825,9.733,2,0,7.983
31350,31.350,282.0,-136952.594,7.845,9.746,2,0,7.905
31400,31.400,284.4,-136953.031,7.871,9.802,2,0,7.887
31450,31.450,306.0,-136953.609,7.860,9.813,2,0,7.973
31500,31.500,322.5,-136953.688,7.862,9.825,2,0,7.931
31550,31.550,306.6,-136953.250,7.825,9.780,2,0,7.849
31600,31.600,311.6,-136953.781,7.845,9.790,2,0,7.761
31650,31.650,294.2,-136953.344,7.755,9.741,2,0,7.802
31700,31.700,297.7,-136953.484,7.673,9.708,2,0,7.760
31750,31.750,296.7,-136953.781,7.646,9.705,2,0,7.688
31800,31.800,281.1,-136953.156,7.606,9.689,2,0,7.634
31850,31.850,309.8,-136954.062,7.669,9.708,2,0,7.608
31900,31.900,282.6,-136953.125,7.687,9.796,2,0,7.668
31950,31.950,268.3,-136953.188,7.492,9.569,2,0,7.644
32000,32.000,269.3,-136953.359,7.480,9.557,2,0,7.480
32050,32.050,276.4,-136953.266,7.470,9.476,2,0,7.232
32100,32.100,294.6,-136954.062,7.504,9.414,2,0,7.074
32150,32.150,301.0,-136953.875,7.518,9.434,2,0,7.181
32200,32.200,311.5,-136954.078,7.474,9.351,2,0,7.207
32250,32.250,291.0,-136953.422,7.371,9.224,2,0,7.282
32300,32.300,292.8,-136953.641,7.336,9.193,2,0,7.368
32350,32.350,290.3,-136953.750,7.221,9.070,2,0,7.268
32400,32.400,300.9,-136953.484,7.157,9.084,2,0,7.294
32450,32.450,313.6,-136953.703,7.249,9.153,2,0,7.276
32500,32.500,324.8,-136954.000,7.346,9.186,2,0,7.209
32550,32.550,295.3,-136952.922,7.529,9.376,2,0,7.234
32600,32.600,313.8,-136953.188,7.685,9.475,2,0,7.094
32650,32.650,285.5,-136952.891,7.716,9.488,2,0,6.977
32700,32.700,306.2,-136953.078,7.772,9.557,2,0,6.997
32750,32.750,285.5,-136952.672,7.777,9.541,2,0,7.055
32800,32.800,300.5,-136952.781,7.746,9.594,2,0,7.307
32850,32.850,315.1,-136953.484,7.821,9.653,2,0,7.281
32900,32.900,303.9,-136953.188,7.747,9.660,2,0,7.321
32950,32.950,305.1,-136953.156,7.756,9.670,2,0,7.342
33000,33.000,306.3,-136953.375,7.724,9.628,2,0,7.410
33050,33.050,322.8,-136953.297,7.757,9.712,2,0,7.521
33100,33.100,330.6,-136953.234,7.716,9.645,2,0,7.418
33150,33.150,304.6,-136952.875,7.816,9.770,2,0,7.306
33200,33.200,304.1,-136953.172,7.970,9.862,2,0,7.105
33250,33.250,305.3,-136952.859,7.927,9.875,2,0,7.094
33300,33.300,315.2,-136953.344,8.043,9.943,2,0,6.929
33350,33.350,300.2,-136953.078,7.873,9.886,2,0,7.097
33400,33.400,316.4,-136953.328,7.693,9.663,2,0,7.019
33450,33.450,297.6,-136952.656,7.642,9.633,2,0,7.101
33500,33.500,297.8,-136953.000,7.478,9.614,2,0,7.160
33550,33.550,289.6,-136952.719,7.497,9.582,2,0,6.945
33600,33.600,302.8,-136953.141,7.463,9.658,2,0,7.119
33650,33.650,282.9,-136952.656,7.371,9.602,2,0,7.124
33700,33.700,324.0,-136954.062,7.340,9.639,2,0,7.263
33750,33.750,293.1,-136953.688,7.268,9.656,2,0,7.467
33800,33.800,314.1,-136954.062,7.345,9.701,2,0,7.448
33850,33.850,323.5,-136954.031,7.535,9.854,2,0,7.323
33900,33.900,303.4,-136953.844,7.750,9.998,2,0,7.125
33950,33.950,313.8,-136953.844,7.962,10.158,2,0,6.998
34000,34.000,313.8,-136953.344,8.008,10.280,2,0,7.160
34050,34.050,329.6,-136953.469,7.937,10.183,2,0,7.279
34100,34.100,307.5,-136953.391,7.764,10.057,2,0,7.392
34150,34.150,290.4,-136953.266,7.666,10.015,2,0,7.463
34200,34.200,278.5,-136952.844,7.668,10.002,2,0,7.493
34250,34.250,292.3,-136953.219,7.748,10.148,2,0,7.583
34300,34.300,300.7,-136953.078,7.797,10.119,2,0,7.487
34350,34.350,285.3,-136952.469,7.882,10.211,2,0,7.490
34400,34.400,291.6,-136952.938,7.681,10.082,2,0,7.706
34450,34.450,297.4,-136953.516,7.634,9.898,2,0,7.538
34500,34.500,300.6,-136953.469,7.615,9.940,2,0,7.642
34550,34.550,292.5,-136953.078,7.498,9.779,2,0,7.668
34600,34.600,284.5,-136953.016,7.486,9.796,2,0,7.598
34650,34.650,287.8,-136953.141,7.396,9.718,2,0,7.478
34700,34.700,284.9,-136952.938,7.283,9.652,2,0,7.619
34750,34.750,283.4,-136953.344,7.213,9.593,2,0,7.683
34800,34.800,289.1,-136953.984,7.103,9.464,2,0,7.709
34850,34.850,275.6,-136953.422,7.047,9.398,2,0,7.565
34900,34.900,287.5,-136953.328,7.010,9.313,2,0,7.528
34950,34.950,275.4,-136953.234,7.027,9.255,2,0,7.464
35000,35.000,280.2,-136953.250,7.130,9.367,2,0,7.414
35000,35.000,280.2,-136953.250,7.130,9.367,2,0,7.414
35050,35.050,312.4,-136954.094,7.096,9.287,2,0,7.301
35100,35.100,308.8,-136953.703,7.012,9.160,2,0,7.219
35150,35.150,302.9,-136953.109,7.026,9.142,2,0,7.135
35200,35.200,291.8,-136953.203,6.971,9.067,2,0,7.130
35250,35.250,284.7,-136952.734,6.912,9.075,2,0,7.241
35300,35.300,318.1,-136953.156,6.920,9.131,2,0,7.280
35350,35.350,311.6,-136952.844,6.937,9.202,2,0,7.262
35400,35.400,309.8,-136952.891,6.960,9.350,2,0,7.468
35450,35.450,326.6,-136953.609,6.996,9.344,2,0,7.381
35500,35.500,304.9,-136952.828,7.147,9.478,2,0,7.290
35550,35.550,307.3,-136952.938,7.134,9.520,2,0,7.399
35600,35.600,301.7,-136952.844,7.244,9.504,2,0,7.257
35650,35.650,308.7,-136953.281,7.172,9.396,2,0,7.272
35700,35.700,290.2,-136952.297,7.027,9.254,2,0,7.224
35750,35.750,316.2,-136952.938,7.025,9.204,2,0,7.194
35800,35.800,326.6,-136952.828,6.958,9.137,2,0,7.227
35850,35.850,308.7,-136952.797,6.892,9.075,2,0,7.275
35900,35.900,308.1,-136953.094,6.954,9.107,2,0,7.209
35950,35.950,285.0,-136952.781,6.824,8.978,2,0,7.196
36000,36.000,315.7,-136953.359,6.796,8.955,2,0,7.153
36050,36.050,293.7,-136952.781,6.840,8.996,2,0,7.264
36100,36.100,284.6,-136952.422,6.793,8.991,2,0,7.352
36150,36.150,287.7,-136952.344,6.909,9.049,2,0,7.335
36200,36.200,324.7,-136953.078,6.857,9.066,2,0,7.452
36250,36.250,322.0,-136953.281,6.818,9.123,2,0,7.611
36300,36.300,294.8,-136952.266,6.888,9.116,2,0,7.563
36350,36.350,298.5,-136952.250,6.732,9.120,2,0,7.918
36400,36.400,327.0,-136952.484,6.862,9.211,2,0,7.801
36450,36.450,338.8,-136952.844,6.730,9.167,2,0,7.830
36500,36.500,337.4,-136952.312,6.564,9.063,2,0,7.974
36550,36.550,319.2,-136952.141,6.629,8.997,2,0,7.986
36600,36.600,323.9,-136952.250,6.634,9.008,2,0,8.070
36650,36.650,314.4,-136952.406,6.718,9.030,2,0,7.888
36700,36.700,286.7,-136952.141,6.805,9.008,2,0,7.620
36750,36.750,321.7,-136952.469,6.815,9.117,2,0,7.670
36800,36.800,328.4,-136952.734,6.926,9.092,2,0,7.588
36850,36.850,324.4,-136952.234,6.883,9.096,2,0,7.802
36900,36.900,335.8,-136952.641,7.013,9.254,2,0,7.832
36950,36.950,329.5,-136952.688,7.005,9.212,2,0,7.734
37000,37.000,334.3,-136952.500,7.004,9.276,2,0,7.719
37050,37.050,309.2,-136952.359,7.186,9.464,2,0,7.745
37100,37.100,325.4,-136952.656,7.234,9.478,2,0,7.724
37150,37.150,326.1,-136952.938,7.249,9.542,2,0,7.842
37200,37.200,322.1,-136953.125,7.240,9.570,2,0,7.712
37250,37.250,328.4,-136953.422,7.176,9.456,2,0,7.678
37300,37.300,321.0,-136953.328,7.068,9.303,2,0,7.788
37350,37.350,293.0,-136952.781,7.009,9.232,2,0,7.806
37400,37.400,333.2,-136953.938,6.877,9.083,2,0,7.759
37450,37.450,310.2,-136953.297,6.764,8.908,2,0,7.723
37500,37.500,316.4,-136953.125,6.735,8.870,2,0,7.734
37550,37.550,327.0,-136953.703,6.636,8.849,2,0,7.882
37600,37.600,318.2,-136953.281,6.527,8.684,2,0,7.907
37650,37.650,298.7,-136953.016,6.612,8.816,2,0,7.805
37700,37.700,292.8,-136953.109,6.616,8.777,2,0,7.771
37750,37.750,318.5,-136953.953,6.716,8.802,2,0,7.617
37800,37.800,301.5,-136953.328,6.885,9.016,2,0,7.600
37850,37.850,299.5,-136953.422,7.034,9.054,2,0,7.304
37900,37.900,291.5,-136953.531,7.063,8.981,2,0,7.173
37950,37.950,288.2,-136953.312,7.176,9.112,2,0,7.167
38000,38.000,299.9,-136953.844,7.052,8.951,2,0,7.215
38050,38.050,284.1,-136953.391,7.012,8.906,2,0,7.244
38100,38.100,298.4,-136953.562,7.110,9.079,2,0,7.336
38150,38.150,305.2,-136953.984,7.128,9.001,2,0,7.344
38200,38.200,308.8,-136953.609,7.213,9.089,2,0,7.154
38250,38.250,313.7,-136953.672,7.230,9.132,2,0,7.057
38300,38.300,297.2,-136953.516,7.236,9.069,2,0,7.037
38350,38.350,291.2,-136953.984,7.260,9.027,2,0,6.994
38400,38.400,293.1,-136953.484,7.246,9.057,2,0,6.900
38450,38.450,281.1,-136953.672,7.291,9.089,2,0,6.858
38500,38.500,278.6,-136953.438,7.226,9.079,2,0,6.871
38550,38.550,296.1,-136953.531,7.163,8.994,2,0,6.888
38600,38.600,273.6,-136952.875,7.163,8.987,2,0,6.891
38650,38.650,299.1,-136953.578,7.045,8.917,2,0,7.016
38700,38.700,287.0,-136953.562,7.064,8.867,2,0,6.901
38750,38.750,296.9,-136953.391,6.973,8.790,2,0,6.938
38800,38.800,305.4,-136953.672,6.922,8.751,2,0,6.937
38850,38.850,279.6,-136953.281,7.001,8.740,2,0,6.849
38900,38.900,281.2,-136953.234,6.902,8.657,2,0,6.940
38950,38.950,274.8,-136953.203,6.979,8.668,2,0,6.828
39000,39.000,286.1,-136953.547,6.941,8.691,2,0,6.936
39050,39.050,283.7,-136953.734,6.918,8.651,2,0,6.905
39100,39.100,290.3,-136953.328,7.131,8.861,2,0,6.856
39150,39.150,282.6,-136953.172,7.259,9.034,2,0,6.985
39200,39.200,311.2,-136954.109,7.392,9.118,2,0,6.863
39250,39.250,280.0,-136953.719,7.405,9.226,2,0,6.957
39300,39.300,285.5,-136953.844,7.391,9.262,2,0,6.944
39350,39.350,275.1,-136953.406,7.300,9.157,2,0,6.979
39400,39.400,297.2,-136953.906,7.252,9.216,2,0,7.234
39450,39.450,289.8,-136953.828,7.403,9.328,2,0,7.193
39500,39.500,283.2,-136954.000,7.435,9.415,2,0,7.149
39550,39.550,291.5,-136954.312,7.575,9.572,2,0,7.179
39600,39.600,269.3,-136954.031,7.550,9.473,2,0,7.098
39650,39.650,283.0,-136953.906,7.487,9.472,2,0,7.159
39700,39.700,287.7,-136954.047,7.541,9.467,2,0,6.992
39750,39.750,285.1,-136953.578,7.546,9.428,2,0,6.929
39800,39.800,288.6,-136953.422,7.535,9.386,2,0,6.869
39850,39.850,302.6,-136953.672,7.630,9.431,2,0,6.867
39900,39.900,306.7,-136953.703,7.696,9.555,2,0,6.980
39950,39.950,308.0,-136953.828,7.646,9.499,2,0,6.986
40000,40.000,289.7,-136953.422,7.572,9.444,2,0,7.071
40000,40.000,289.7,-136953.422,7.572,9.444,2,0,7.071
40050,40.050,289.9,-136953.172,7.599,9.568,2,0,7.186
40100,40.100,282.2,-136952.719,7.607,9.503,2,0,7.126
40150,40.150,301.4,-136953.281,7.508,9.427,2,0,7.138
40200,40.200,308.5,-136953.781,7.473,9.347,2,0,7.156
40250,40.250,296.2,-136953.344,7.399,9.272,2,0,7.208
40300,40.300,284.7,-136953.141,7.325,9.270,2,0,7.350
40350,40.350,273.0,-136952.750,7.350,9.233,2,0,7.240
40400,40.400,290.4,-136953.188,7.391,9.352,2,0,7.304
40450,40.450,309.1,-136953.672,7.499,9.495,2,0,7.222
40500,40.500,286.8,-136952.906,7.427,9.355,2,0,7.051
40550,40.550,285.5,-136953.016,7.325,9.284,2,0,7.036
40600,40.600,298.0,-136953.328,7.376,9.324,2,0,7.070
40650,40.650,315.3,-136953.672,7.387,9.271,2,0,6.910
40700,40.700,340.7,-136954.422,7.404,9.328,2,0,7.006
40750,40.750,315.3,-136953.531,7.421,9.331,2,0,6.997
40800,40.800,319.0,-136953.938,7.349,9.281,2,0,6.947
40850,40.850,303.7,-136953.703,7.266,9.255,2,0,7.109
40900,40.900,277.2,-136953.188,7.290,9.316,2,0,7.131
40950,40.950,300.3,-136953.984,7.285,9.375,2,0,7.282
41000,41.000,287.5,-136953.656,7.288,9.446,2,0,7.413
41050,41.050,315.1,-136954.344,7.532,9.637,2,0,7.435
41100,41.100,288.1,-136953.375,7.526,9.753,2,0,7.537
41150,41.150,291.7,-136953.453,7.535,9.750,2,0,7.514
41200,41.200,281.8,-136953.734,7.617,9.905,2,0,7.628
41250,41.250,302.2,-136953.984,7.453,9.840,2,0,7.766
41300,41.300,296.9,-136954.172,7.395,9.745,2,0,7.774
41350,41.350,294.1,-136954.266,7.343,9.777,2,0,7.836
41400,41.400,280.4,-136953.141,7.304,9.848,2,0,8.125
41450,41.450,315.1,-136953.875,7.334,9.862,2,0,8.045
41500,41.500,304.3,-136953.547,7.418,10.042,2,0,8.090
41550,41.550,296.9,-136953.625,7.425,10.048,2,0,7.981
41600,41.600,273.4,-136953.391,7.419,9.997,2,0,7.890
