step,t_ps,T_K,Epot_eV,Al_height_A,Al_slabMin_A,Al_nCl,Al_nO,Al_SiMin_A
41650,41.650,294.7,-136953.781,7.462,10.064,2,0,7.893
41700,41.700,264.2,-136953.359,7.385,9.963,2,0,7.823
41750,41.750,295.2,-136954.109,7.318,9.783,2,0,7.698
41800,41.800,280.0,-136954.000,7.465,9.932,2,0,7.733
41850,41.850,281.7,-136954.250,7.363,9.721,2,0,7.708
41900,41.900,272.7,-136953.906,7.426,9.731,2,0,7.527
41950,41.950,284.4,-136954.062,7.457,9.837,2,0,7.596
42000,42.000,268.9,-136953.375,7.498,9.809,2,0,7.449
42050,42.050,280.5,-136953.969,7.526,9.771,2,0,7.465
42100,42.100,265.5,-136953.047,7.496,9.714,2,0,7.462
42150,42.150,313.2,-136954.250,7.357,9.431,2,0,7.316
42200,42.200,252.4,-136952.641,7.268,9.223,2,0,7.132
42250,42.250,289.8,-136953.531,7.244,9.225,2,0,7.090
42300,42.300,283.7,-136953.344,7.220,9.181,2,0,7.094
42350,42.350,290.4,-136953.703,7.205,9.166,2,0,7.242
42400,42.400,305.5,-136953.953,7.169,9.153,2,0,7.328
42450,42.450,287.0,-136953.359,7.172,9.212,2,0,7.317
42500,42.500,295.9,-136953.094,7.152,9.283,2,0,7.390
42550,42.550,291.1,-136953.234,7.127,9.331,2,0,7.418
42600,42.600,313.5,-136954.094,7.257,9.393,2,0,7.284
42650,42.650,300.3,-136953.938,7.140,9.252,2,0,7.363
42700,42.700,281.5,-136953.344,7.139,9.201,2,0,7.255
42750,42.750,308.3,-136953.781,7.125,9.185,2,0,7.298
42800,42.800,285.7,-136952.891,7.050,9.100,2,0,7.356
42850,42.850,305.0,-136953.250,7.123,9.171,2,0,7.379
42900,42.900,312.7,-136953.328,7.171,9.222,2,0,7.428
42950,42.950,301.6,-136953.000,7.187,9.321,2,0,7.456
43000,43.000,317.6,-136953.328,7.295,9.447,2,0,7.486
43050,43.050,333.0,-136953.812,7.328,9.544,2,0,7.636
43100,43.100,307.8,-136953.391,7.331,9.651,2,0,7.793
43150,43.150,301.0,-136953.328,7.591,9.854,2,0,7.648
43200,43.200,282.9,-136952.812,7.572,9.943,2,0,7.681
43250,43.250,301.1,-136953.359,7.704,10.009,2,0,7.637
43300,43.300,301.9,-136953.547,7.761,10.079,2,0,7.760
43350,43.350,311.3,-136954.094,7.761,10.092,2,0,7.894
43400,43.400,283.4,-136953.391,7.907,10.088,2,0,7.585
43450,43.450,281.9,-136953.438,7.879,10.120,2,0,7.600
43500,43.500,288.3,-136953.688,7.935,10.161,2,0,7.622
43550,43.550,293.6,-136953.734,7.895,10.072,2,0,7.495
43600,43.600,300.8,-136953.844,7.776,10.007,2,0,7.589
43650,43.650,324.4,-136954.234,7.820,9.980,2,0,7.366
43700,43.700,278.7,-136953.500,7.678,9.862,2,0,7.481
43750,43.750,285.9,-136953.594,7.602,9.837,2,0,7.630
43800,43.800,268.0,-136953.344,7.642,9.868,2,0,7.634
43850,43.850,277.3,-136953.250,7.633,9.906,2,0,7.588
43900,43.900,288.4,-136953.094,7.677,9.915,2,0,7.458
43950,43.950,301.3,-136953.578,7.687,9.913,2,0,7.442
44000,44.000,306.5,-136953.453,7.700,9.868,2,0,7.394
44050,44.050,303.5,-136953.203,7.702,9.801,2,0,7.226
44100,44.100,315.7,-136953.422,7.741,9.827,2,0,7.171
44150,44.150,277.0,-136952.719,7.714,9.732,2,0,7.156
44200,44.200,298.3,-136953.250,7.712,9.709,2,0,7.297
44250,44.250,311.8,-136953.328,7.751,9.618,2,0,6.974
44300,44.300,310.4,-136953.125,7.691,9.651,2,0,6.945
44350,44.350,319.1,-136952.547,7.665,9.635,2,0,6.859
44400,44.400,337.5,-136953.188,7.558,9.653,2,0,6.945
44450,44.450,331.1,-136953.141,7.440,9.759,2,0,7.246
44500,44.500,328.7,-136953.156,7.447,9.816,2,0,7.271
44550,44.550,302.0,-136952.594,7.401,9.940,2,0,7.420
44600,44.600,315.4,-136953.422,7.464,9.988,2,0,7.447
44650,44.650,333.1,-136954.000,7.587,10.046,2,0,7.358
44700,44.700,316.9,-136953.531,7.539,10.094,2,0,7.361
44750,44.750,299.5,-136953.328,7.602,10.071,2,0,7.203
44800,44.800,297.3,-136953.609,7.681,10.212,2,0,7.233
44850,44.850,293.2,-136954.016,7.694,10.238,2,0,7.072
44900,44.900,279.3,-136953.469,7.750,10.261,2,0,7.069
44950,44.950,283.3,-136953.828,7.581,10.316,2,0,7.375
45000,45.000,269.9,-136953.719,7.640,10.371,2,0,7.380
45000,45.000,269.9,-136953.719,7.640,10.371,2,0,7.380
45050,45.050,277.7,-136953.234,7.309,10.170,2,0,7.597
45100,45.100,289.7,-136953.375,7.252,10.229,2,0,7.785
45150,45.150,301.5,-136953.406,7.061,9.995,2,0,7.844
45200,45.200,299.8,-136953.656,6.808,9.844,2,0,7.927
45250,45.250,287.6,-136953.312,6.923,9.993,2,0,7.891
45300,45.300,294.9,-136953.703,6.812,9.866,2,0,7.970
45350,45.350,274.6,-136953.344,6.814,9.988,2,0,8.078
45400,45.400,289.9,-136953.734,6.957,10.113,2,0,7.924
45450,45.450,276.0,-136953.391,6.931,10.164,2,0,8.126
45500,45.500,293.1,-136953.719,6.974,10.201,2,0,8.027
45550,45.550,312.2,-136953.703,6.950,10.117,2,0,7.920
45600,45.600,315.4,-136953.906,6.921,10.066,2,0,7.921
45650,45.650,266.1,-136952.703,7.022,10.114,2,0,7.875
45700,45.700,290.8,-136953.609,7.015,10.105,2,0,7.714
45750,45.750,280.6,-136952.891,7.086,10.139,2,0,7.677
45800,45.800,282.5,-136953.234,7.167,10.118,2,0,7.565
45850,45.850,324.5,-136953.969,7.071,10.017,2,0,7.838
45900,45.900,308.1,-136953.531,7.127,10.026,2,0,7.807
45950,45.950,305.4,-136953.453,7.067,9.997,2,0,7.808
46000,46.000,285.1,-136952.875,7.113,9.983,2,0,7.675
46050,46.050,334.2,-136954.203,7.125,9.873,2,0,7.644
46100,46.100,344.8,-136954.219,7.063,9.775,2,0,7.693
46150,46.150,310.4,-136952.906,7.216,9.786,2,0,7.513
46200,46.200,314.5,-136953.109,7.205,9.843,2,0,7.598
46250,46.250,310.5,-136953.375,7.294,9.925,2,0,7.628
46300,46.300,311.6,-136953.344,7.403,10.021,2,0,7.530
46350,46.350,308.5,-136953.375,7.376,10.111,2,0,7.761
46400,46.400,289.2,-136953.141,7.394,10.085,2,0,7.662
46450,46.450,317.8,-136953.719,7.353,10.026,2,0,7.837
46500,46.500,301.3,-136953.438,7.311,10.048,2,0,7.984
46550,46.550,291.9,-136953.547,7.392,10.093,2,0,7.906
46600,46.600,291.7,-136953.078,7.343,10.102,2,0,8.022
46650,46.650,297.7,-136953.094,7.444,10.077,2,0,7.849
46700,46.700,297.9,-136952.672,7.463,10.052,2,0,7.733
46750,46.750,303.7,-136953.125,7.481,10.000,2,0,7.527
46800,46.800,298.2,-136952.578,7.511,9.889,2,0,7.367
46850,46.850,307.5,-136953.156,7.441,9.812,2,0,7.445
46900,46.900,288.5,-136952.938,7.472,9.792,2,0,7.341
46950,46.950,291.8,-136953.078,7.395,9.687,2,0,7.196
47000,47.000,285.0,-136953.109,7.388,9.667,2,0,7.061
47050,47.050,286.8,-136953.359,7.442,9.669,2,0,7.010
47100,47.100,283.8,-136953.359,7.296,9.522,2,0,7.140
47150,47.150,271.4,-136953.062,7.369,9.568,2,0,7.048
47200,47.200,286.3,-136953.250,7.302,9.577,2,0,7.202
47250,47.250,274.0,-136952.875,7.220,9.439,2,0,7.183
47300,47.300,293.9,-136953.328,7.218,9.452,2,0,7.354
47350,47.350,313.7,-136953.297,7.192,9.512,2,0,7.498
47400,47.400,280.1,-136952.516,7.366,9.650,2,0,7.361
47450,47.450,294.8,-136952.688,7.426,9.720,2,0,7.248
47500,47.500,292.2,-136952.953,7.507,9.784,2,0,7.072
47550,47.550,290.1,-136953.312,7.710,9.895,2,0,6.935
47600,47.600,284.0,-136953.000,7.707,9.837,2,0,6.863
47650,47.650,277.8,-136952.812,7.906,9.945,2,0,6.541
47700,47.700,317.1,-136953.531,8.158,10.012,2,0,6.167
47750,47.750,304.5,-136952.609,8.134,9.915,2,0,6.069
47800,47.800,301.6,-136952.734,8.323,10.119,2,0,6.147
47850,47.850,286.0,-136952.875,8.475,10.150,2,0,5.907
47900,47.900,304.5,-136953.422,8.377,10.107,2,0,5.954
47950,47.950,279.4,-136953.062,8.506,10.205,2,0,5.971
48000,48.000,280.3,-136952.844,8.571,10.292,2,0,5.939
48050,48.050,283.6,-136952.703,8.468,10.279,2,0,6.238
48100,48.100,287.0,-136952.469,8.737,10.609,2,0,6.263
48150,48.150,309.7,-136952.547,8.657,10.557,2,0,6.393
48200,48.200,321.9,-136952.578,8.700,10.673,2,0,6.330
48250,48.250,309.8,-136951.953,8.985,10.961,2,0,6.373
48300,48.300,334.1,-136952.562,8.889,10.935,2,0,6.444
48350,48.350,327.4,-136953.000,8.957,10.927,2,0,6.314
48400,48.400,294.5,-136952.609,9.133,11.132,2,0,6.265
48450,48.450,315.0,-136953.250,9.036,10.955,2,0,6.283
48500,48.500,300.7,-136952.719,8.921,10.905,2,0,6.396
48550,48.550,302.9,-136953.203,9.025,10.998,2,0,6.296
48600,48.600,294.6,-136953.281,9.034,11.006,2,0,6.332
48650,48.650,294.0,-136953.047,9.050,11.088,2,0,6.448
48700,48.700,293.3,-136953.000,9.078,11.004,2,0,6.286
48750,48.750,291.6,-136952.969,9.057,11.004,2,0,6.332
48800,48.800,300.9,-136953.469,9.019,11.009,2,0,6.399
48850,48.850,293.4,-136953.312,9.032,10.940,2,0,6.084
48900,48.900,289.9,-136953.000,9.104,11.093,2,0,6.118
48950,48.950,286.1,-136953.031,9.044,10.986,2,0,5.936
49000,49.000,308.8,-136953.328,8.978,10.951,2,0,6.017
49050,49.050,310.9,-136953.312,9.088,11.067,2,0,5.971
49100,49.100,306.1,-136953.328,8.966,10.889,2,0,5.937
49150,49.150,288.3,-136953.438,8.864,10.853,2,0,6.140
49200,49.200,295.1,-136953.281,8.872,10.822,2,0,5.968
49250,49.250,314.4,-136953.422,8.937,10.839,2,0,5.768
49300,49.300,297.9,-136953.188,8.977,10.926,2,0,5.898
49350,49.350,297.1,-136952.672,9.011,10.918,2,0,5.816
49400,49.400,306.2,-136953.062,9.074,10.994,2,0,5.913
49450,49.450,303.2,-136952.641,9.002,10.934,2,0,5.722
49500,49.500,312.5,-136953.234,9.097,11.046,2,0,5.832
49550,49.550,293.8,-136952.266,9.179,11.082,2,0,5.851
49600,49.600,299.6,-136952.531,9.149,11.033,2,0,6.087
49650,49.650,313.6,-136953.016,9.294,11.219,2,0,6.038
49700,49.700,310.6,-136953.219,9.355,11.340,2,0,6.084
49750,49.750,297.5,-136952.984,9.420,11.471,2,0,6.251
49800,49.800,313.5,-136952.953,9.364,11.440,2,0,6.431
49850,49.850,308.4,-136953.234,9.422,11.531,2,0,6.430
49900,49.900,312.9,-136953.219,9.393,11.555,2,0,6.525
49950,49.950,331.7,-136953.484,9.463,11.624,2,0,6.507
50000,50.000,328.5,-136952.969,9.510,11.679,2,0,6.609
50000,50.000,328.5,-136952.969,9.510,11.679,2,0,6.609
