frame,n_deposited_mg,z_order_0002,I0002_z,I10m10_xy,texture_I0002_over_I10m10,mean_height_A
0,4,0.4307798735913722,0.18557129949140086,0.08281043805030422,2.2409167716112464,-0.5340549399999999
