frame,n_deposited_mg,z_order_0002,I0002_z,I10m10_xy,texture_I0002_over_I10m10,mean_height_A
0,4,0.7887158915445184,0.6220727575748627,0.08281043805030422,7.512009019889219,0.21871416500000063
