charge_depth_mAh_cm2,tau_s,gamma_ohm
0.16653,7.109190e-07,0.000000e+00
0.16653,7.976643e-07,0.000000e+00
0.16653,8.949940e-07,0.000000e+00
0.16653,1.004200e-06,0.000000e+00
0.16653,1.126731e-06,0.000000e+00
0.16653,1.264213e-06,0.000000e+00
0.16653,1.418470e-06,0.000000e+00
0.16653,1.591549e-06,0.000000e+00
0.16653,1.785748e-06,0.000000e+00
0.16653,2.003642e-06,0.000000e+00
0.16653,2.248123e-06,0.000000e+00
0.16653,2.522436e-06,0.000000e+00
0.16653,2.830220e-06,0.000000e+00
0.16653,3.175559e-06,0.000000e+00
0.16653,3.563035e-06,0.000000e+00
0.16653,3.997791e-06,0.000000e+00
0.16653,4.485596e-06,0.000000e+00
0.16653,5.032921e-06,0.000000e+00
0.16653,5.647030e-06,0.000000e+00
0.16653,6.336072e-06,0.000000e+00
0.16653,7.109190e-06,0.000000e+00
0.16653,7.976643e-06,0.000000e+00
0.16653,8.949940e-06,0.000000e+00
0.16653,1.004200e-05,0.000000e+00
0.16653,1.126731e-05,0.000000e+00
0.16653,1.264213e-05,9.193580e-04
0.16653,1.418470e-05,2.467751e-02
0.16653,1.591549e-05,8.336645e-02
0.16653,1.785748e-05,1.816292e-01
0.16653,2.003642e-05,3.187563e-01
0.16653,2.248123e-05,4.904903e-01
0.16653,2.522436e-05,6.905385e-01
0.16653,2.830220e-05,9.117993e-01
0.16653,3.175559e-05,1.147317e+00
0.16653,3.563035e-05,1.390985e+00
0.16653,3.997791e-05,1.638017e+00
0.16653,4.485596e-05,1.885219e+00
0.16653,5.032921e-05,2.131094e+00
0.16653,5.647030e-05,2.375802e+00
0.16653,6.336072e-05,2.621018e+00
0.16653,7.109190e-05,2.869710e+00
0.16653,7.976643e-05,3.125870e+00
0.16653,8.949940e-05,3.394222e+00
0.16653,1.004200e-04,3.679922e+00
0.16653,1.126731e-04,3.988277e+00
0.16653,1.264213e-04,4.324481e+00
0.16653,1.418470e-04,4.693394e+00
0.16653,1.591549e-04,5.099352e+00
0.16653,1.785748e-04,5.546023e+00
0.16653,2.003642e-04,6.036310e+00
0.16653,2.248123e-04,6.572284e+00
0.16653,2.522436e-04,7.155175e+00
0.16653,2.830220e-04,7.785384e+00
0.16653,3.175559e-04,8.462532e+00
0.16653,3.563035e-04,9.185540e+00
0.16653,3.997791e-04,9.952717e+00
0.16653,4.485596e-04,1.076187e+01
0.16653,5.032921e-04,1.161041e+01
0.16653,5.647030e-04,1.249548e+01
0.16653,6.336072e-04,1.341402e+01
0.16653,7.109190e-04,1.436288e+01
0.16653,7.976643e-04,1.533891e+01
0.16653,8.949940e-04,1.633895e+01
0.16653,1.004200e-03,1.735995e+01
0.16653,1.126731e-03,1.839894e+01
0.16653,1.264213e-03,1.945303e+01
0.16653,1.418470e-03,2.051944e+01
0.16653,1.591549e-03,2.159549e+01
0.16653,1.785748e-03,2.267856e+01
0.16653,2.003642e-03,2.376616e+01
0.16653,2.248123e-03,2.485587e+01
0.16653,2.522436e-03,2.594545e+01
0.16653,2.830220e-03,2.703285e+01
0.16653,3.175559e-03,2.811635e+01
0.16653,3.563035e-03,2.919461e+01
0.16653,3.997791e-03,3.026689e+01
0.16653,4.485596e-03,3.133316e+01
0.16653,5.032921e-03,3.239432e+01
0.16653,5.647030e-03,3.345240e+01
0.16653,6.336072e-03,3.451079e+01
0.16653,7.109190e-03,3.557445e+01
0.16653,7.976643e-03,3.665013e+01
0.16653,8.949940e-03,3.774657e+01
0.16653,1.004200e-02,3.887468e+01
0.16653,1.126731e-02,4.004771e+01
0.16653,1.264213e-02,4.128130e+01
0.16653,1.418470e-02,4.259362e+01
0.16653,1.591549e-02,4.400529e+01
0.16653,1.785748e-02,4.553941e+01
0.16653,2.003642e-02,4.722137e+01
0.16653,2.248123e-02,4.907872e+01
0.16653,2.522436e-02,5.114089e+01
0.16653,2.830220e-02,5.343892e+01
0.16653,3.175559e-02,5.600506e+01
0.16653,3.563035e-02,5.887241e+01
0.16653,3.997791e-02,6.207444e+01
0.16653,4.485596e-02,6.564453e+01
0.16653,5.032921e-02,6.961549e+01
0.16653,5.647030e-02,7.401904e+01
0.16653,6.336072e-02,7.888535e+01
0.16653,7.109190e-02,8.424253e+01
0.16653,7.976643e-02,9.011624e+01
0.16653,8.949940e-02,9.652920e+01
0.16653,1.004200e-01,1.035009e+02
0.16653,1.126731e-01,1.110474e+02
0.16653,1.264213e-01,1.191808e+02
0.16653,1.418470e-01,1.279094e+02
0.16653,1.591549e-01,1.372373e+02
0.16653,1.785748e-01,1.471648e+02
0.16653,2.003642e-01,1.576879e+02
0.16653,2.248123e-01,1.687989e+02
0.16653,2.522436e-01,1.804864e+02
0.16653,2.830220e-01,1.927355e+02
0.16653,3.175559e-01,2.055282e+02
0.16653,3.563035e-01,2.188437e+02
0.16653,3.997791e-01,2.326586e+02
0.16653,4.485596e-01,2.469478e+02
0.16653,5.032921e-01,2.616843e+02
0.16653,5.647030e-01,2.768403e+02
0.16653,6.336072e-01,2.923869e+02
0.16653,7.109190e-01,3.082950e+02
0.16653,7.976643e-01,3.245357e+02
0.16653,8.949940e-01,3.410803e+02
0.16653,1.004200e+00,3.579009e+02
0.16653,1.126731e+00,3.749706e+02
0.16653,1.264213e+00,3.922636e+02
0.16653,1.418470e+00,4.097555e+02
0.16653,1.591549e+00,4.274237e+02
0.16653,1.785748e+00,4.452468e+02
0.16653,2.003642e+00,4.632053e+02
0.16653,2.248123e+00,4.812814e+02
0.16653,2.522436e+00,4.994586e+02
0.16653,2.830220e+00,5.177224e+02
0.16653,3.175559e+00,5.360595e+02
0.16653,3.563035e+00,5.544583e+02
0.16653,3.997791e+00,5.729084e+02
0.16653,4.485596e+00,5.914007e+02
0.16653,5.032921e+00,6.099273e+02
0.16653,5.647030e+00,6.284812e+02
0.16653,6.336072e+00,6.470567e+02
0.16653,7.109190e+00,6.656487e+02
0.16653,7.976643e+00,6.842530e+02
0.16653,8.949940e+00,7.028662e+02
0.16653,1.004200e+01,7.214855e+02
0.16653,1.126731e+01,7.401087e+02
0.16653,1.264213e+01,7.587342e+02
0.16653,1.418470e+01,7.773607e+02
0.16653,1.591549e+01,7.959876e+02
0.19983,1.591549e-07,0.000000e+00
0.19983,1.785748e-07,0.000000e+00
0.19983,2.003642e-07,0.000000e+00
0.19983,2.248123e-07,0.000000e+00
0.19983,2.522436e-07,0.000000e+00
0.19983,2.830220e-07,0.000000e+00
0.19983,3.175559e-07,0.000000e+00
0.19983,3.563035e-07,0.000000e+00
0.19983,3.997791e-07,0.000000e+00
0.19983,4.485596e-07,0.000000e+00
0.19983,5.032921e-07,0.000000e+00
0.19983,5.647030e-07,0.000000e+00
0.19983,6.336072e-07,0.000000e+00
0.19983,7.109190e-07,0.000000e+00
0.19983,7.976643e-07,0.000000e+00
0.19983,8.949940e-07,0.000000e+00
0.19983,1.004200e-06,0.000000e+00
0.19983,1.126731e-06,0.000000e+00
0.19983,1.264213e-06,0.000000e+00
0.19983,1.418470e-06,0.000000e+00
0.19983,1.591549e-06,0.000000e+00
0.19983,1.785748e-06,0.000000e+00
0.19983,2.003642e-06,0.000000e+00
0.19983,2.248123e-06,0.000000e+00
0.19983,2.522436e-06,0.000000e+00
0.19983,2.830220e-06,0.000000e+00
0.19983,3.175559e-06,0.000000e+00
0.19983,3.563035e-06,0.000000e+00
0.19983,3.997791e-06,0.000000e+00
0.19983,4.485596e-06,0.000000e+00
0.19983,5.032921e-06,0.000000e+00
0.19983,5.647030e-06,0.000000e+00
0.19983,6.336072e-06,0.000000e+00
0.19983,7.109190e-06,0.000000e+00
0.19983,7.976643e-06,0.000000e+00
0.19983,8.949940e-06,0.000000e+00
0.19983,1.004200e-05,2.403534e-03
0.19983,1.126731e-05,2.511711e-02
0.19983,1.264213e-05,7.774111e-02
0.19983,1.418470e-05,1.636348e-01
0.19983,1.591549e-05,2.817190e-01
0.19983,1.785748e-05,4.280122e-01
0.19983,2.003642e-05,5.969063e-01
0.19983,2.248123e-05,7.821916e-01
0.19983,2.522436e-05,9.778481e-01
0.19983,2.830220e-05,1.178625e+00
0.19983,3.175559e-05,1.380428e+00
0.19983,3.563035e-05,1.580550e+00
0.19983,3.997791e-05,1.777759e+00
0.19983,4.485596e-05,1.972273e+00
0.19983,5.032921e-05,2.165661e+00
0.19983,5.647030e-05,2.360670e+00
0.19983,6.336072e-05,2.561015e+00
0.19983,7.109190e-05,2.771146e+00
0.19983,7.976643e-05,2.996009e+00
0.19983,8.949940e-05,3.240807e+00
0.19983,1.004200e-04,3.510777e+00
0.19983,1.126731e-04,3.810994e+00
0.19983,1.264213e-04,4.146192e+00
0.19983,1.418470e-04,4.520619e+00
0.19983,1.591549e-04,4.937924e+00
0.19983,1.785748e-04,5.401070e+00
0.19983,2.003642e-04,5.912280e+00
0.19983,2.248123e-04,6.473001e+00
0.19983,2.522436e-04,7.083902e+00
0.19983,2.830220e-04,7.744890e+00
0.19983,3.175559e-04,8.455138e+00
0.19983,3.563035e-04,9.213139e+00
0.19983,3.997791e-04,1.001676e+01
0.19983,4.485596e-04,1.086333e+01
0.19983,5.032921e-04,1.174970e+01
0.19983,5.647030e-04,1.267234e+01
0.19983,6.336072e-04,1.362741e+01
0.19983,7.109190e-04,1.461087e+01
0.19983,7.976643e-04,1.561857e+01
0.19983,8.949940e-04,1.664629e+01
0.19983,1.004200e-03,1.768989e+01
0.19983,1.126731e-03,1.874532e+01
0.19983,1.264213e-03,1.980874e+01
0.19983,1.418470e-03,2.087655e+01
0.19983,1.591549e-03,2.194547e+01
0.19983,1.785748e-03,2.301260e+01
0.19983,2.003642e-03,2.407546e+01
0.19983,2.248123e-03,2.513204e+01
0.19983,2.522436e-03,2.618089e+01
0.19983,2.830220e-03,2.722116e+01
0.19983,3.175559e-03,2.825265e+01
0.19983,3.563035e-03,2.927595e+01
0.19983,3.997791e-03,3.029248e+01
0.19983,4.485596e-03,3.130463e+01
0.19983,5.032921e-03,3.231585e+01
0.19983,5.647030e-03,3.333080e+01
0.19983,6.336072e-03,3.435543e+01
0.19983,7.109190e-03,3.539720e+01
0.19983,7.976643e-03,3.646511e+01
0.19983,8.949940e-03,3.756986e+01
0.19983,1.004200e-02,3.872391e+01
0.19983,1.126731e-02,3.994159e+01
0.19983,1.264213e-02,4.123906e+01
0.19983,1.418470e-02,4.263438e+01
0.19983,1.591549e-02,4.414738e+01
0.19983,1.785748e-02,4.579964e+01
0.19983,2.003642e-02,4.761432e+01
0.19983,2.248123e-02,4.961596e+01
0.19983,2.522436e-02,5.183030e+01
0.19983,2.830220e-02,5.428399e+01
0.19983,3.175559e-02,5.700427e+01
0.19983,3.563035e-02,6.001869e+01
0.19983,3.997791e-02,6.335474e+01
0.19983,4.485596e-02,6.703945e+01
0.19983,5.032921e-02,7.109906e+01
0.19983,5.647030e-02,7.555862e+01
0.19983,6.336072e-02,8.044166e+01
0.19983,7.109190e-02,8.576978e+01
0.19983,7.976643e-02,9.156238e+01
0.19983,8.949940e-02,9.783637e+01
0.19983,1.004200e-01,1.046059e+02
0.19983,1.126731e-01,1.118821e+02
0.19983,1.264213e-01,1.196731e+02
0.19983,1.418470e-01,1.279836e+02
0.19983,1.591549e-01,1.368154e+02
0.19983,1.785748e-01,1.461666e+02
0.19983,2.003642e-01,1.560323e+02
0.19983,2.248123e-01,1.664045e+02
0.19983,2.522436e-01,1.772723e+02
0.19983,2.830220e-01,1.886220e+02
0.19983,3.175559e-01,2.004373e+02
0.19983,3.563035e-01,2.127000e+02
0.19983,3.997791e-01,2.253896e+02
0.19983,4.485596e-01,2.384844e+02
0.19983,5.032921e-01,2.519613e+02
0.19983,5.647030e-01,2.657963e+02
0.19983,6.336072e-01,2.799649e+02
0.19983,7.109190e-01,2.944423e+02
0.19983,7.976643e-01,3.092038e+02
0.19983,8.949940e-01,3.242252e+02
0.19983,1.004200e+00,3.394827e+02
0.19983,1.126731e+00,3.549535e+02
0.19983,1.264213e+00,3.706157e+02
0.19983,1.418470e+00,3.864486e+02
0.19983,1.591549e+00,4.024328e+02
0.19983,1.785748e+00,4.185503e+02
0.19983,2.003642e+00,4.347844e+02
0.19983,2.248123e+00,4.511196e+02
0.19983,2.522436e+00,4.675422e+02
0.19983,2.830220e+00,4.840395e+02
0.19983,3.175559e+00,5.006003e+02
0.19983,3.563035e+00,5.172144e+02
0.19983,3.997791e+00,5.338730e+02
0.19983,4.485596e+00,5.505681e+02
0.19983,5.032921e+00,5.672930e+02
0.19983,5.647030e+00,5.840416e+02
0.19983,6.336072e+00,6.008089e+02
0.19983,7.109190e+00,6.175906e+02
0.19983,7.976643e+00,6.343831e+02
0.19983,8.949940e+00,6.511832e+02
0.19983,1.004200e+01,6.679887e+02
0.19983,1.126731e+01,6.847976e+02
0.19983,1.264213e+01,7.016084e+02
0.19983,1.418470e+01,7.184202e+02
0.19983,1.591549e+01,7.352323e+02
0.23314,1.591549e-07,0.000000e+00
0.23314,1.785748e-07,0.000000e+00
0.23314,2.003642e-07,0.000000e+00
0.23314,2.248123e-07,0.000000e+00
0.23314,2.522436e-07,0.000000e+00
0.23314,2.830220e-07,0.000000e+00
0.23314,3.175559e-07,0.000000e+00
0.23314,3.563035e-07,0.000000e+00
0.23314,3.997791e-07,0.000000e+00
0.23314,4.485596e-07,0.000000e+00
0.23314,5.032921e-07,0.000000e+00
0.23314,5.647030e-07,0.000000e+00
0.23314,6.336072e-07,0.000000e+00
0.23314,7.109190e-07,0.000000e+00
0.23314,7.976643e-07,0.000000e+00
0.23314,8.949940e-07,0.000000e+00
0.23314,1.004200e-06,0.000000e+00
0.23314,1.126731e-06,0.000000e+00
0.23314,1.264213e-06,0.000000e+00
0.23314,1.418470e-06,0.000000e+00
0.23314,1.591549e-06,0.000000e+00
0.23314,1.785748e-06,0.000000e+00
0.23314,2.003642e-06,0.000000e+00
0.23314,2.248123e-06,0.000000e+00
0.23314,2.522436e-06,0.000000e+00
0.23314,2.830220e-06,0.000000e+00
0.23314,3.175559e-06,0.000000e+00
0.23314,3.563035e-06,0.000000e+00
0.23314,3.997791e-06,0.000000e+00
0.23314,4.485596e-06,0.000000e+00
0.23314,5.032921e-06,0.000000e+00
0.23314,5.647030e-06,0.000000e+00
0.23314,6.336072e-06,0.000000e+00
0.23314,7.109190e-06,0.000000e+00
0.23314,7.976643e-06,0.000000e+00
0.23314,8.949940e-06,0.000000e+00
0.23314,1.004200e-05,4.699158e-03
0.23314,1.126731e-05,3.104834e-02
0.23314,1.264213e-05,8.785229e-02
0.23314,1.418470e-05,1.778222e-01
0.23314,1.591549e-05,2.993674e-01
0.23314,1.785748e-05,4.481233e-01
0.23314,2.003642e-05,6.182181e-01
0.23314,2.248123e-05,8.032908e-01
0.23314,2.522436e-05,9.972749e-01
0.23314,2.830220e-05,1.194969e+00
0.23314,3.175559e-05,1.392417e+00
0.23314,3.563035e-05,1.587126e+00
0.23314,3.997791e-05,1.778139e+00
0.23314,4.485596e-05,1.966004e+00
0.23314,5.032921e-05,2.152649e+00
0.23314,5.647030e-05,2.341198e+00
0.23314,6.336072e-05,2.535737e+00
0.23314,7.109190e-05,2.741069e+00
0.23314,7.976643e-05,2.962448e+00
0.23314,8.949940e-05,3.205332e+00
0.23314,1.004200e-04,3.475142e+00
0.23314,1.126731e-04,3.777051e+00
0.23314,1.264213e-04,4.115803e+00
0.23314,1.418470e-04,4.495562e+00
0.23314,1.591549e-04,4.919800e+00
0.23314,1.785748e-04,5.391213e+00
0.23314,2.003642e-04,5.911673e+00
0.23314,2.248123e-04,6.482217e+00
0.23314,2.522436e-04,7.103051e+00
0.23314,2.830220e-04,7.773591e+00
0.23314,3.175559e-04,8.492514e+00
0.23314,3.563035e-04,9.257838e+00
0.23314,3.997791e-04,1.006700e+01
0.23314,4.485596e-04,1.091697e+01
0.23314,5.032921e-04,1.180432e+01
0.23314,5.647030e-04,1.272535e+01
0.23314,6.336072e-04,1.367619e+01
0.23314,7.109190e-04,1.465288e+01
0.23314,7.976643e-04,1.565147e+01
0.23314,8.949940e-04,1.666808e+01
0.23314,1.004200e-03,1.769898e+01
0.23314,1.126731e-03,1.874065e+01
0.23314,1.264213e-03,1.978979e+01
0.23314,1.418470e-03,2.084341e+01
0.23314,1.591549e-03,2.189882e+01
0.23314,1.785748e-03,2.295366e+01
0.23314,2.003642e-03,2.400594e+01
0.23314,2.248123e-03,2.505406e+01
0.23314,2.522436e-03,2.609687e+01
0.23314,2.830220e-03,2.713371e+01
0.23314,3.175559e-03,2.816446e+01
0.23314,3.563035e-03,2.918967e+01
0.23314,3.997791e-03,3.021061e+01
0.23314,4.485596e-03,3.122941e+01
0.23314,5.032921e-03,3.224918e+01
0.23314,5.647030e-03,3.327416e+01
0.23314,6.336072e-03,3.430982e+01
0.23314,7.109190e-03,3.536304e+01
0.23314,7.976643e-03,3.644219e+01
0.23314,8.949940e-03,3.755729e+01
0.23314,1.004200e-02,3.872003e+01
0.23314,1.126731e-02,3.994392e+01
0.23314,1.264213e-02,4.124424e+01
0.23314,1.418470e-02,4.263808e+01
0.23314,1.591549e-02,4.414429e+01
0.23314,1.785748e-02,4.578335e+01
0.23314,2.003642e-02,4.757730e+01
0.23314,2.248123e-02,4.954953e+01
0.23314,2.522436e-02,5.172455e+01
0.23314,2.830220e-02,5.412780e+01
0.23314,3.175559e-02,5.678529e+01
0.23314,3.563035e-02,5.972337e+01
0.23314,3.997791e-02,6.296832e+01
0.23314,4.485596e-02,6.654608e+01
0.23314,5.032921e-02,7.048183e+01
0.23314,5.647030e-02,7.479969e+01
0.23314,6.336072e-02,7.952236e+01
0.23314,7.109190e-02,8.467078e+01
0.23314,7.976643e-02,9.026383e+01
0.23314,8.949940e-02,9.631806e+01
0.23314,1.004200e-01,1.028475e+02
0.23314,1.126731e-01,1.098632e+02
0.23314,1.264213e-01,1.173736e+02
0.23314,1.418470e-01,1.253838e+02
0.23314,1.591549e-01,1.338960e+02
0.23314,1.785748e-01,1.429091e+02
0.23314,2.003642e-01,1.524191e+02
0.23314,2.248123e-01,1.624189e+02
0.23314,2.522436e-01,1.728987e+02
0.23314,2.830220e-01,1.838458e+02
0.23314,3.175559e-01,1.952454e+02
0.23314,3.563035e-01,2.070802e+02
0.23314,3.997791e-01,2.193313e+02
0.23314,4.485596e-01,2.319779e+02
0.23314,5.032921e-01,2.449982e+02
0.23314,5.647030e-01,2.583694e+02
0.23314,6.336072e-01,2.720680e+02
0.23314,7.109190e-01,2.860703e+02
0.23314,7.976643e-01,3.003524e+02
0.23314,8.949940e-01,3.148910e+02
0.23314,1.004200e+00,3.296629e+02
0.23314,1.126731e+00,3.446459e+02
0.23314,1.264213e+00,3.598188e+02
0.23314,1.418470e+00,3.751613e+02
0.23314,1.591549e+00,3.906542e+02
0.23314,1.785748e+00,4.062799e+02
0.23314,2.003642e+00,4.220218e+02
0.23314,2.248123e+00,4.378649e+02
0.23314,2.522436e+00,4.537952e+02
0.23314,2.830220e+00,4.698004e+02
0.23314,3.175559e+00,4.858691e+02
0.23314,3.563035e+00,5.019913e+02
0.23314,3.997791e+00,5.181582e+02
0.23314,4.485596e+00,5.343617e+02
0.23314,5.032921e+00,5.505952e+02
0.23314,5.647030e+00,5.668526e+02
0.23314,6.336072e+00,5.831288e+02
0.23314,7.109190e+00,5.994195e+02
0.23314,7.976643e+00,6.157210e+02
0.23314,8.949940e+00,6.320303e+02
0.23314,1.004200e+01,6.483450e+02
0.23314,1.126731e+01,6.646631e+02
0.23314,1.264213e+01,6.809831e+02
0.23314,1.418470e+01,6.973042e+02
0.23314,1.591549e+01,7.136255e+02
0.26644,1.591549e-07,0.000000e+00
0.26644,1.785748e-07,0.000000e+00
0.26644,2.003642e-07,0.000000e+00
0.26644,2.248123e-07,0.000000e+00
0.26644,2.522436e-07,0.000000e+00
0.26644,2.830220e-07,0.000000e+00
0.26644,3.175559e-07,0.000000e+00
0.26644,3.563035e-07,0.000000e+00
0.26644,3.997791e-07,0.000000e+00
0.26644,4.485596e-07,0.000000e+00
0.26644,5.032921e-07,0.000000e+00
0.26644,5.647030e-07,0.000000e+00
0.26644,6.336072e-07,0.000000e+00
0.26644,7.109190e-07,0.000000e+00
0.26644,7.976643e-07,0.000000e+00
0.26644,8.949940e-07,0.000000e+00
0.26644,1.004200e-06,0.000000e+00
0.26644,1.126731e-06,0.000000e+00
0.26644,1.264213e-06,0.000000e+00
0.26644,1.418470e-06,0.000000e+00
0.26644,1.591549e-06,0.000000e+00
0.26644,1.785748e-06,0.000000e+00
0.26644,2.003642e-06,0.000000e+00
0.26644,2.248123e-06,0.000000e+00
0.26644,2.522436e-06,0.000000e+00
0.26644,2.830220e-06,0.000000e+00
0.26644,3.175559e-06,0.000000e+00
0.26644,3.563035e-06,0.000000e+00
0.26644,3.997791e-06,0.000000e+00
0.26644,4.485596e-06,0.000000e+00
0.26644,5.032921e-06,0.000000e+00
0.26644,5.647030e-06,0.000000e+00
0.26644,6.336072e-06,0.000000e+00
0.26644,7.109190e-06,0.000000e+00
0.26644,7.976643e-06,0.000000e+00
0.26644,8.949940e-06,0.000000e+00
0.26644,1.004200e-05,6.979792e-03
0.26644,1.126731e-05,3.671920e-02
0.26644,1.264213e-05,9.718397e-02
0.26644,1.418470e-05,1.905167e-01
0.26644,1.591549e-05,3.147722e-01
0.26644,1.785748e-05,4.653946e-01
0.26644,2.003642e-05,6.364406e-01
0.26644,2.248123e-05,8.215605e-01
0.26644,2.522436e-05,1.014752e+00
0.26644,2.830220e-05,1.210908e+00
0.26644,3.175559e-05,1.406181e+00
0.26644,3.563035e-05,1.598187e+00
0.26644,3.997791e-05,1.786076e+00
0.26644,4.485596e-05,1.970500e+00
0.26644,5.032921e-05,2.153486e+00
0.26644,5.647030e-05,2.338254e+00
0.26644,6.336072e-05,2.528996e+00
0.26644,7.109190e-05,2.730624e+00
0.26644,7.976643e-05,2.948518e+00
0.26644,8.949940e-05,3.188272e+00
0.26644,1.004200e-04,3.455459e+00
0.26644,1.126731e-04,3.755418e+00
0.26644,1.264213e-04,4.093064e+00
0.26644,1.418470e-04,4.472739e+00
0.26644,1.591549e-04,4.898084e+00
0.26644,1.785748e-04,5.371953e+00
0.26644,2.003642e-04,5.896357e+00
0.26644,2.248123e-04,6.472439e+00
0.26644,2.522436e-04,7.100476e+00
0.26644,2.830220e-04,7.779911e+00
0.26644,3.175559e-04,8.509404e+00
0.26644,3.563035e-04,9.286901e+00
0.26644,3.997791e-04,1.010973e+01
0.26644,4.485596e-04,1.097468e+01
0.26644,5.032921e-04,1.187812e+01
0.26644,5.647030e-04,1.281612e+01
0.26644,6.336072e-04,1.378454e+01
0.26644,7.109190e-04,1.477912e+01
0.26644,7.976643e-04,1.579562e+01
0.26644,8.949940e-04,1.682987e+01
0.26644,1.004200e-03,1.787788e+01
0.26644,1.126731e-03,1.893587e+01
0.26644,1.264213e-03,2.000036e+01
0.26644,1.418470e-03,2.106818e+01
0.26644,1.591549e-03,2.213655e+01
0.26644,1.785748e-03,2.320307e+01
0.26644,2.003642e-03,2.426577e+01
0.26644,2.248123e-03,2.532313e+01
0.26644,2.522436e-03,2.637415e+01
0.26644,2.830220e-03,2.741832e+01
0.26644,3.175559e-03,2.845577e+01
0.26644,3.563035e-03,2.948727e+01
0.26644,3.997791e-03,3.051434e+01
0.26644,4.485596e-03,3.153933e+01
0.26644,5.032921e-03,3.256556e+01
0.26644,5.647030e-03,3.359739e+01
0.26644,6.336072e-03,3.464038e+01
0.26644,7.109190e-03,3.570139e+01
0.26644,7.976643e-03,3.678869e+01
0.26644,8.949940e-03,3.791206e+01
0.26644,1.004200e-02,3.908289e+01
0.26644,1.126731e-02,4.031419e+01
0.26644,1.264213e-02,4.162069e+01
0.26644,1.418470e-02,4.301876e+01
0.26644,1.591549e-02,4.452642e+01
0.26644,1.785748e-02,4.616325e+01
0.26644,2.003642e-02,4.795027e+01
0.26644,2.248123e-02,4.990981e+01
0.26644,2.522436e-02,5.206529e+01
0.26644,2.830220e-02,5.444099e+01
0.26644,3.175559e-02,5.706184e+01
0.26644,3.563035e-02,5.995311e+01
0.26644,3.997791e-02,6.314011e+01
0.26644,4.485596e-02,6.664788e+01
0.26644,5.032921e-02,7.050084e+01
0.26644,5.647030e-02,7.472252e+01
0.26644,6.336072e-02,7.933517e+01
0.26644,7.109190e-02,8.435948e+01
0.26644,7.976643e-02,8.981427e+01
0.26644,8.949940e-02,9.571623e+01
0.26644,1.004200e-01,1.020797e+02
0.26644,1.126731e-01,1.089163e+02
0.26644,1.264213e-01,1.162351e+02
0.26644,1.418470e-01,1.240421e+02
0.26644,1.591549e-01,1.323405e+02
0.26644,1.785748e-01,1.411304e+02
0.26644,2.003642e-01,1.504089e+02
0.26644,2.248123e-01,1.601704e+02
0.26644,2.522436e-01,1.704062e+02
0.26644,2.830220e-01,1.811052e+02
0.26644,3.175559e-01,1.922538e+02
0.26644,3.563035e-01,2.038361e+02
0.26644,3.997791e-01,2.158344e+02
0.26644,4.485596e-01,2.282291e+02
0.26644,5.032921e-01,2.409994e+02
0.26644,5.647030e-01,2.541235e+02
0.26644,6.336072e-01,2.675786e+02
0.26644,7.109190e-01,2.813416e+02
0.26644,7.976643e-01,2.953893e+02
0.26644,8.949940e-01,3.096984e+02
0.26644,1.004200e+00,3.242463e+02
0.26644,1.126731e+00,3.390107e+02
0.26644,1.264213e+00,3.539704e+02
0.26644,1.418470e+00,3.691048e+02
0.26644,1.591549e+00,3.843949e+02
0.26644,1.785748e+00,3.998225e+02
0.26644,2.003642e+00,4.153707e+02
0.26644,2.248123e+00,4.310242e+02
0.26644,2.522436e+00,4.467687e+02
0.26644,2.830220e+00,4.625913e+02
0.26644,3.175559e+00,4.784803e+02
0.26644,3.563035e+00,4.944255e+02
0.26644,3.997791e+00,5.104174e+02
0.26644,4.485596e+00,5.264479e+02
0.26644,5.032921e+00,5.425099e+02
0.26644,5.647030e+00,5.585970e+02
0.26644,6.336072e+00,5.747039e+02
0.26644,7.109190e+00,5.908262e+02
0.26644,7.976643e+00,6.069598e+02
0.26644,8.949940e+00,6.231016e+02
0.26644,1.004200e+01,6.392491e+02
0.26644,1.126731e+01,6.554003e+02
0.26644,1.264213e+01,6.715535e+02
0.26644,1.418470e+01,6.877078e+02
0.26644,1.591549e+01,7.038623e+02
0.29975,1.591549e-07,0.000000e+00
0.29975,1.785748e-07,0.000000e+00
0.29975,2.003642e-07,0.000000e+00
0.29975,2.248123e-07,0.000000e+00
0.29975,2.522436e-07,0.000000e+00
0.29975,2.830220e-07,0.000000e+00
0.29975,3.175559e-07,0.000000e+00
0.29975,3.563035e-07,0.000000e+00
0.29975,3.997791e-07,0.000000e+00
0.29975,4.485596e-07,0.000000e+00
0.29975,5.032921e-07,0.000000e+00
0.29975,5.647030e-07,0.000000e+00
0.29975,6.336072e-07,0.000000e+00
0.29975,7.109190e-07,0.000000e+00
0.29975,7.976643e-07,0.000000e+00
0.29975,8.949940e-07,0.000000e+00
0.29975,1.004200e-06,0.000000e+00
0.29975,1.126731e-06,0.000000e+00
0.29975,1.264213e-06,0.000000e+00
0.29975,1.418470e-06,0.000000e+00
0.29975,1.591549e-06,0.000000e+00
0.29975,1.785748e-06,0.000000e+00
0.29975,2.003642e-06,0.000000e+00
0.29975,2.248123e-06,0.000000e+00
0.29975,2.522436e-06,0.000000e+00
0.29975,2.830220e-06,0.000000e+00
0.29975,3.175559e-06,0.000000e+00
0.29975,3.563035e-06,0.000000e+00
0.29975,3.997791e-06,0.000000e+00
0.29975,4.485596e-06,0.000000e+00
0.29975,5.032921e-06,0.000000e+00
0.29975,5.647030e-06,0.000000e+00
0.29975,6.336072e-06,0.000000e+00
0.29975,7.109190e-06,0.000000e+00
