charge_depth_mAh_cm2,tau_s,gamma_ohm
0.16653,7.976643e-07,0.000000e+00
0.16653,8.949940e-07,0.000000e+00
0.16653,1.004200e-06,0.000000e+00
0.16653,1.126731e-06,0.000000e+00
0.16653,1.264213e-06,0.000000e+00
0.16653,1.418470e-06,0.000000e+00
0.16653,1.591549e-06,0.000000e+00
0.16653,1.785748e-06,0.000000e+00
0.16653,2.003642e-06,0.000000e+00
0.16653,2.248123e-06,0.000000e+00
0.16653,2.522436e-06,0.000000e+00
0.16653,2.830220e-06,0.000000e+00
0.16653,3.175559e-06,0.000000e+00
0.16653,3.563035e-06,0.000000e+00
0.16653,3.997791e-06,0.000000e+00
0.16653,4.485596e-06,1.302758e-03
0.16653,5.032921e-06,1.386475e-02
0.16653,5.647030e-06,3.990521e-02
0.16653,6.336072e-06,7.667870e-02
0.16653,7.109190e-06,1.188855e-01
0.16653,7.976643e-06,1.606636e-01
0.16653,8.949940e-06,1.971278e-01
0.16653,1.004200e-05,2.254465e-01
0.16653,1.126731e-05,2.454646e-01
0.16653,1.264213e-05,2.599022e-01
0.16653,1.418470e-05,2.741748e-01
0.16653,1.591549e-05,2.958919e-01
0.16653,1.785748e-05,3.341066e-01
0.16653,2.003642e-05,3.983903e-01
0.16653,2.248123e-05,4.978163e-01
0.16653,2.522436e-05,6.399344e-01
0.16653,2.830220e-05,8.298176e-01
0.16653,3.175559e-05,1.069256e+00
0.16653,3.563035e-05,1.356166e+00
0.16653,3.997791e-05,1.684264e+00
0.16653,4.485596e-05,2.043055e+00
0.16653,5.032921e-05,2.418141e+00
0.16653,5.647030e-05,2.791872e+00
0.16653,6.336072e-05,3.144302e+00
0.16653,7.109190e-05,3.454430e+00
0.16653,7.976643e-05,3.701650e+00
0.16653,8.949940e-05,3.867348e+00
0.16653,1.004200e-04,3.936560e+00
0.16653,1.126731e-04,3.899581e+00
0.16653,1.264213e-04,3.753432e+00
0.16653,1.418470e-04,3.503089e+00
0.16653,1.591549e-04,3.162385e+00
0.16653,1.785748e-04,2.754495e+00
0.16653,2.003642e-04,2.311981e+00
0.16653,2.248123e-04,1.876322e+00
0.16653,2.522436e-04,1.496974e+00
0.16653,2.830220e-04,1.229943e+00
0.16653,3.175559e-04,1.135949e+00
0.16653,3.563035e-04,1.278248e+00
0.16653,3.997791e-04,1.720218e+00
0.16653,4.485596e-04,2.522814e+00
0.16653,5.032921e-04,3.742025e+00
0.16653,5.647030e-04,5.426453e+00
0.16653,6.336072e-04,7.615139e+00
0.16653,7.109190e-04,1.033574e+01
0.16653,7.976643e-04,1.360313e+01
0.16653,8.949940e-04,1.741857e+01
0.16653,1.004200e-03,2.176931e+01
0.16653,1.126731e-03,2.662890e+01
0.16653,1.264213e-03,3.195791e+01
0.16653,1.418470e-03,3.770528e+01
0.16653,1.591549e-03,4.381003e+01
0.16653,1.785748e-03,5.020338e+01
0.16653,2.003642e-03,5.681117e+01
0.16653,2.248123e-03,6.355642e+01
0.16653,2.522436e-03,7.036203e+01
0.16653,2.830220e-03,7.715342e+01
0.16653,3.175559e-03,8.386107e+01
0.16653,3.563035e-03,9.042292e+01
0.16653,3.997791e-03,9.678646e+01
0.16653,4.485596e-03,1.029105e+02
0.16653,5.032921e-03,1.087668e+02
0.16653,5.647030e-03,1.143409e+02
0.16653,6.336072e-03,1.196328e+02
0.16653,7.109190e-03,1.246576e+02
0.16653,7.976643e-03,1.294451e+02
0.16653,8.949940e-03,1.340395e+02
0.16653,1.004200e-02,1.384986e+02
0.16653,1.126731e-02,1.428927e+02
0.16653,1.264213e-02,1.473034e+02
0.16653,1.418470e-02,1.518222e+02
0.16653,1.591549e-02,1.565486e+02
0.16653,1.785748e-02,1.615884e+02
0.16653,2.003642e-02,1.670520e+02
0.16653,2.248123e-02,1.730525e+02
0.16653,2.522436e-02,1.797039e+02
0.16653,2.830220e-02,1.871190e+02
0.16653,3.175559e-02,1.954081e+02
0.16653,3.563035e-02,2.046771e+02
0.16653,3.997791e-02,2.150263e+02
0.16653,4.485596e-02,2.265489e+02
0.16653,5.032921e-02,2.393299e+02
0.16653,5.647030e-02,2.534452e+02
0.16653,6.336072e-02,2.689607e+02
0.16653,7.109190e-02,2.859318e+02
0.16653,7.976643e-02,3.044030e+02
0.16653,8.949940e-02,3.244077e+02
0.16653,1.004200e-01,3.459680e+02
0.16653,1.126731e-01,3.690949e+02
0.16653,1.264213e-01,3.937889e+02
0.16653,1.418470e-01,4.200397e+02
0.16653,1.591549e-01,4.478275e+02
0.16653,1.785748e-01,4.771230e+02
0.16653,2.003642e-01,5.078889e+02
0.16653,2.248123e-01,5.400799e+02
0.16653,2.522436e-01,5.736443e+02
0.16653,2.830220e-01,6.085244e+02
0.16653,3.175559e-01,6.446579e+02
0.16653,3.563035e-01,6.819786e+02
0.16653,3.997791e-01,7.204174e+02
0.16653,4.485596e-01,7.599033e+02
0.16653,5.032921e-01,8.003643e+02
0.16653,5.647030e-01,8.417283e+02
0.16653,6.336072e-01,8.839238e+02
0.16653,7.109190e-01,9.268804e+02
0.16653,7.976643e-01,9.705301e+02
0.16653,8.949940e-01,1.014807e+03
0.16653,1.004200e+00,1.059649e+03
0.16653,1.126731e+00,1.104996e+03
0.16653,1.264213e+00,1.150793e+03
0.16653,1.418470e+00,1.196987e+03
0.16653,1.591549e+00,1.243532e+03
0.16653,1.785748e+00,1.290382e+03
0.16653,2.003642e+00,1.337498e+03
0.16653,2.248123e+00,1.384844e+03
0.16653,2.522436e+00,1.432386e+03
0.16653,2.830220e+00,1.480095e+03
0.16653,3.175559e+00,1.527945e+03
0.16653,3.563035e+00,1.575914e+03
0.16653,3.997791e+00,1.623981e+03
0.16653,4.485596e+00,1.672129e+03
0.16653,5.032921e+00,1.720342e+03
0.16653,5.647030e+00,1.768606e+03
0.16653,6.336072e+00,1.816911e+03
0.16653,7.109190e+00,1.865248e+03
0.16653,7.976643e+00,1.913607e+03
0.16653,8.949940e+00,1.961984e+03
0.16653,1.004200e+01,2.010372e+03
0.16653,1.126731e+01,2.058767e+03
0.16653,1.264213e+01,2.107166e+03
0.16653,1.418470e+01,2.155567e+03
0.16653,1.591549e+01,2.203969e+03
0.19983,1.591549e-07,0.000000e+00
0.19983,1.785748e-07,0.000000e+00
0.19983,2.003642e-07,0.000000e+00
0.19983,2.248123e-07,0.000000e+00
0.19983,2.522436e-07,0.000000e+00
0.19983,2.830220e-07,0.000000e+00
0.19983,3.175559e-07,0.000000e+00
0.19983,3.563035e-07,0.000000e+00
0.19983,3.997791e-07,0.000000e+00
0.19983,4.485596e-07,0.000000e+00
0.19983,5.032921e-07,0.000000e+00
0.19983,5.647030e-07,0.000000e+00
0.19983,6.336072e-07,0.000000e+00
0.19983,7.109190e-07,0.000000e+00
0.19983,7.976643e-07,0.000000e+00
0.19983,8.949940e-07,0.000000e+00
0.19983,1.004200e-06,0.000000e+00
0.19983,1.126731e-06,0.000000e+00
0.19983,1.264213e-06,0.000000e+00
0.19983,1.418470e-06,0.000000e+00
0.19983,1.591549e-06,0.000000e+00
0.19983,1.785748e-06,0.000000e+00
0.19983,2.003642e-06,0.000000e+00
0.19983,2.248123e-06,0.000000e+00
0.19983,2.522436e-06,0.000000e+00
0.19983,2.830220e-06,0.000000e+00
0.19983,3.175559e-06,0.000000e+00
0.19983,3.563035e-06,0.000000e+00
0.19983,3.997791e-06,0.000000e+00
0.19983,4.485596e-06,2.702764e-03
0.19983,5.032921e-06,1.746263e-02
0.19983,5.647030e-06,4.596736e-02
0.19983,6.336072e-06,8.502669e-02
0.19983,7.109190e-06,1.289960e-01
0.19983,7.976643e-06,1.717770e-01
0.19983,8.949940e-06,2.083609e-01
0.19983,1.004200e-05,2.359026e-01
0.19983,1.126731e-05,2.543351e-01
0.19983,1.264213e-05,2.665538e-01
0.19983,1.418470e-05,2.782162e-01
0.19983,1.591549e-05,2.972185e-01
0.19983,1.785748e-05,3.329186e-01
0.19983,2.003642e-05,3.951872e-01
0.19983,2.248123e-05,4.933682e-01
0.19983,2.522436e-05,6.352356e-01
0.19983,2.830220e-05,8.260267e-01
0.19983,3.175559e-05,1.067629e+00
0.19983,3.563035e-05,1.357986e+00
0.19983,3.997791e-05,1.690778e+00
0.19983,4.485596e-05,2.055410e+00
0.19983,5.032921e-05,2.437335e+00
0.19983,5.647030e-05,2.818712e+00
0.19983,6.336072e-05,3.179366e+00
0.19983,7.109190e-05,3.498042e+00
0.19983,7.976643e-05,3.753853e+00
0.19983,8.949940e-05,3.927895e+00
0.19983,1.004200e-04,4.004895e+00
0.19983,1.126731e-04,3.974835e+00
0.19983,1.264213e-04,3.834430e+00
0.19983,1.418470e-04,3.588366e+00
0.19983,1.591549e-04,3.250214e+00
0.19983,1.785748e-04,2.842944e+00
0.19983,2.003642e-04,2.398977e+00
0.19983,2.248123e-04,1.959748e+00
0.19983,2.522436e-04,1.574771e+00
0.19983,2.830220e-04,1.300236e+00
0.19983,3.175559e-04,1.197174e+00
0.19983,3.563035e-04,1.329289e+00
0.19983,3.997791e-04,1.760528e+00
0.19983,4.485596e-04,2.552524e+00
0.19983,5.032921e-04,3.762024e+00
0.19983,5.647030e-04,5.438437e+00
0.19983,6.336072e-04,7.621616e+00
0.19983,7.109190e-04,1.033998e+01
0.19983,7.976643e-04,1.360907e+01
0.19983,8.949940e-04,1.743064e+01
0.19983,1.004200e-03,2.179227e+01
0.19983,1.126731e-03,2.666752e+01
0.19983,1.264213e-03,3.201673e+01
0.19983,1.418470e-03,3.778822e+01
0.19983,1.591549e-03,4.392006e+01
0.19983,1.785748e-03,5.034218e+01
0.19983,2.003642e-03,5.697878e+01
0.19983,2.248123e-03,6.375093e+01
0.19983,2.522436e-03,7.057930e+01
0.19983,2.830220e-03,7.738688e+01
0.19983,3.175559e-03,8.410161e+01
0.19983,3.563035e-03,9.065882e+01
0.19983,3.997791e-03,9.700341e+01
0.19983,4.485596e-03,1.030918e+02
0.19983,5.032921e-03,1.088932e+02
0.19983,5.647030e-03,1.143913e+02
0.19983,6.336072e-03,1.195845e+02
0.19983,7.109190e-03,1.244862e+02
0.19983,7.976643e-03,1.291254e+02
0.19983,8.949940e-03,1.335456e+02
0.19983,1.004200e-02,1.378043e+02
0.19983,1.126731e-02,1.419722e+02
0.19983,1.264213e-02,1.461313e+02
0.19983,1.418470e-02,1.503740e+02
0.19983,1.591549e-02,1.548012e+02
0.19983,1.785748e-02,1.595203e+02
0.19983,2.003642e-02,1.646435e+02
0.19983,2.248123e-02,1.702862e+02
0.19983,2.522436e-02,1.765645e+02
0.19983,2.830220e-02,1.835938e+02
0.19983,3.175559e-02,1.914870e+02
0.19983,3.563035e-02,2.003528e+02
0.19983,3.997791e-02,2.102940e+02
0.19983,4.485596e-02,2.214067e+02
0.19983,5.032921e-02,2.337785e+02
0.19983,5.647030e-02,2.474879e+02
0.19983,6.336072e-02,2.626034e+02
0.19983,7.109190e-02,2.791828e+02
0.19983,7.976643e-02,2.972728e+02
0.19983,8.949940e-02,3.169088e+02
0.19983,1.004200e-01,3.381148e+02
0.19983,1.126731e-01,3.609037e+02
0.19983,1.264213e-01,3.852771e+02
0.19983,1.418470e-01,4.112261e+02
0.19983,1.591549e-01,4.387317e+02
0.19983,1.785748e-01,4.677658e+02
0.19983,2.003642e-01,4.982911e+02
0.19983,2.248123e-01,5.302630e+02
0.19983,2.522436e-01,5.636297e+02
0.19983,2.830220e-01,5.983334e+02
0.19983,3.175559e-01,6.343115e+02
0.19983,3.563035e-01,6.714974e+02
0.19983,3.997791e-01,7.098212e+02
0.19983,4.485596e-01,7.492113e+02
0.19983,5.032921e-01,7.895947e+02
0.19983,5.647030e-01,8.308983e+02
0.19983,6.336072e-01,8.730494e+02
0.19983,7.109190e-01,9.159768e+02
0.19983,7.976643e-01,9.596111e+02
0.19983,8.949940e-01,1.003885e+03
0.19983,1.004200e+00,1.048736e+03
0.19983,1.126731e+00,1.094103e+03
0.19983,1.264213e+00,1.139928e+03
0.19983,1.418470e+00,1.186160e+03
0.19983,1.591549e+00,1.232749e+03
0.19983,1.785748e+00,1.279650e+03
0.19983,2.003642e+00,1.326823e+03
0.19983,2.248123e+00,1.374230e+03
0.19983,2.522436e+00,1.421838e+03
0.19983,2.830220e+00,1.469617e+03
0.19983,3.175559e+00,1.517540e+03
0.19983,3.563035e+00,1.565585e+03
0.19983,3.997791e+00,1.613729e+03
0.19983,4.485596e+00,1.661956e+03
0.19983,5.032921e+00,1.710249e+03
0.19983,5.647030e+00,1.758595e+03
0.19983,6.336072e+00,1.806983e+03
0.19983,7.109190e+00,1.855402e+03
0.19983,7.976643e+00,1.903846e+03
0.19983,8.949940e+00,1.952306e+03
0.19983,1.004200e+01,2.000778e+03
0.19983,1.126731e+01,2.049258e+03
0.19983,1.264213e+01,2.097742e+03
0.19983,1.418470e+01,2.146228e+03
0.19983,1.591549e+01,2.194714e+03
0.23314,1.591549e-07,0.000000e+00
0.23314,1.785748e-07,0.000000e+00
0.23314,2.003642e-07,0.000000e+00
0.23314,2.248123e-07,0.000000e+00
0.23314,2.522436e-07,0.000000e+00
0.23314,2.830220e-07,0.000000e+00
0.23314,3.175559e-07,0.000000e+00
0.23314,3.563035e-07,0.000000e+00
0.23314,3.997791e-07,0.000000e+00
0.23314,4.485596e-07,0.000000e+00
0.23314,5.032921e-07,0.000000e+00
0.23314,5.647030e-07,0.000000e+00
0.23314,6.336072e-07,0.000000e+00
0.23314,7.109190e-07,0.000000e+00
0.23314,7.976643e-07,0.000000e+00
0.23314,8.949940e-07,0.000000e+00
0.23314,1.004200e-06,0.000000e+00
0.23314,1.126731e-06,0.000000e+00
0.23314,1.264213e-06,0.000000e+00
0.23314,1.418470e-06,0.000000e+00
0.23314,1.591549e-06,0.000000e+00
0.23314,1.785748e-06,0.000000e+00
0.23314,2.003642e-06,0.000000e+00
0.23314,2.248123e-06,0.000000e+00
0.23314,2.522436e-06,0.000000e+00
0.23314,2.830220e-06,0.000000e+00
0.23314,3.175559e-06,0.000000e+00
0.23314,3.563035e-06,0.000000e+00
0.23314,3.997791e-06,0.000000e+00
0.23314,4.485596e-06,4.102750e-03
0.23314,5.032921e-06,2.094419e-02
0.23314,5.647030e-06,5.166625e-02
0.23314,6.336072e-06,9.268959e-02
0.23314,7.109190e-06,1.381193e-01
0.23314,7.976643e-06,1.817262e-01
0.23314,8.949940e-06,2.184697e-01
0.23314,1.004200e-05,2.455519e-01
0.23314,1.126731e-05,2.630116e-01
0.23314,1.264213e-05,2.738904e-01
0.23314,1.418470e-05,2.840152e-01
0.23314,1.591549e-05,3.014595e-01
0.23314,1.785748e-05,3.357550e-01
0.23314,2.003642e-05,3.969322e-01
0.23314,2.248123e-05,4.944746e-01
0.23314,2.522436e-05,6.362709e-01
0.23314,2.830220e-05,8.276459e-01
0.23314,3.175559e-05,1.070548e+00
0.23314,3.563035e-05,1.362953e+00
0.23314,3.997791e-05,1.698551e+00
0.23314,4.485596e-05,2.066730e+00
0.23314,5.032921e-05,2.452905e+00
0.23314,5.647030e-05,2.839171e+00
0.23314,6.336072e-05,3.205275e+00
0.23314,7.109190e-05,3.529851e+00
0.23314,7.976643e-05,3.791889e+00
0.23314,8.949940e-05,3.972332e+00
0.23314,1.004200e-04,4.055736e+00
0.23314,1.126731e-04,4.031892e+00
0.23314,1.264213e-04,3.897305e+00
0.23314,1.418470e-04,3.656441e+00
0.23314,1.591549e-04,3.322647e+00
0.23314,1.785748e-04,2.918672e+00
0.23314,2.003642e-04,2.476731e+00
0.23314,2.248123e-04,2.038075e+00
0.23314,2.522436e-04,1.652077e+00
0.23314,2.830220e-04,1.374830e+00
0.23314,3.175559e-04,1.267335e+00
0.23314,3.563035e-04,1.393329e+00
0.23314,3.997791e-04,1.816876e+00
0.23314,4.485596e-04,2.599806e+00
0.23314,5.032921e-04,3.799149e+00
0.23314,5.647030e-04,5.464681e+00
0.23314,6.336072e-04,7.636697e+00
0.23314,7.109190e-04,1.034413e+01
0.23314,7.976643e-04,1.360309e+01
0.23314,8.949940e-04,1.741594e+01
0.23314,1.004200e-03,2.177089e+01
0.23314,1.126731e-03,2.664214e+01
0.23314,1.264213e-03,3.199061e+01
0.23314,1.418470e-03,3.776519e+01
0.23314,1.591549e-03,4.390441e+01
0.23314,1.785748e-03,5.033857e+01
0.23314,2.003642e-03,5.699205e+01
0.23314,2.248123e-03,6.378598e+01
0.23314,2.522436e-03,7.064086e+01
0.23314,2.830220e-03,7.747931e+01
0.23314,3.175559e-03,8.422863e+01
0.23314,3.563035e-03,9.082330e+01
0.23314,3.997791e-03,9.720712e+01
0.23314,4.485596e-03,1.033352e+02
0.23314,5.032921e-03,1.091753e+02
0.23314,5.647030e-03,1.147095e+02
0.23314,6.336072e-03,1.199343e+02
0.23314,7.109190e-03,1.248616e+02
0.23314,7.976643e-03,1.295184e+02
0.23314,8.949940e-03,1.339468e+02
0.23314,1.004200e-02,1.382026e+02
0.23314,1.126731e-02,1.423551e+02
0.23314,1.264213e-02,1.464854e+02
0.23314,1.418470e-02,1.506849e+02
0.23314,1.591549e-02,1.550540e+02
0.23314,1.785748e-02,1.596998e+02
0.23314,2.003642e-02,1.647346e+02
0.23314,2.248123e-02,1.702740e+02
0.23314,2.522436e-02,1.764348e+02
0.23314,2.830220e-02,1.833333e+02
0.23314,3.175559e-02,1.910836e+02
0.23314,3.563035e-02,1.997955e+02
0.23314,3.997791e-02,2.095737e+02
0.23314,4.485596e-02,2.205157e+02
0.23314,5.032921e-02,2.327110e+02
0.23314,5.647030e-02,2.462400e+02
0.23314,6.336072e-02,2.611730e+02
0.23314,7.109190e-02,2.775697e+02
0.23314,7.976643e-02,2.954787e+02
0.23314,8.949940e-02,3.149373e+02
0.23314,1.004200e-01,3.359711e+02
0.23314,1.126731e-01,3.585945e+02
0.23314,1.264213e-01,3.828106e+02
0.23314,1.418470e-01,4.086120e+02
0.23314,1.591549e-01,4.359807e+02
0.23314,1.785748e-01,4.648893e+02
0.23314,2.003642e-01,4.953016e+02
0.23314,2.248123e-01,5.271734e+02
0.23314,2.522436e-01,5.604533e+02
0.23314,2.830220e-01,5.950838e+02
0.23314,3.175559e-01,6.310024e+02
0.23314,3.563035e-01,6.681421e+02
0.23314,3.997791e-01,7.064330e+02
0.23314,4.485596e-01,7.458031e+02
0.23314,5.032921e-01,7.861788e+02
0.23314,5.647030e-01,8.274866e+02
0.23314,6.336072e-01,8.696532e+02
0.23314,7.109190e-01,9.126066e+02
0.23314,7.976643e-01,9.562767e+02
0.23314,8.949940e-01,1.000596e+03
0.23314,1.004200e+00,1.045500e+03
0.23314,1.126731e+00,1.090927e+03
0.23314,1.264213e+00,1.136821e+03
0.23314,1.418470e+00,1.183127e+03
0.23314,1.591549e+00,1.229795e+03
0.23314,1.785748e+00,1.276781e+03
0.23314,2.003642e+00,1.324043e+03
0.23314,2.248123e+00,1.371542e+03
0.23314,2.522436e+00,1.419246e+03
0.23314,2.830220e+00,1.467124e+03
0.23314,3.175559e+00,1.515148e+03
0.23314,3.563035e+00,1.563295e+03
0.23314,3.997791e+00,1.611544e+03
0.23314,4.485596e+00,1.659877e+03
0.23314,5.032921e+00,1.708278e+03
0.23314,5.647030e+00,1.756732e+03
0.23314,6.336072e+00,1.805229e+03
0.23314,7.109190e+00,1.853758e+03
0.23314,7.976643e+00,1.902311e+03
0.23314,8.949940e+00,1.950882e+03
0.23314,1.004200e+01,1.999465e+03
0.23314,1.126731e+01,2.048055e+03
0.23314,1.264213e+01,2.096649e+03
0.23314,1.418470e+01,2.145246e+03
0.23314,1.591549e+01,2.193843e+03
0.26644,1.591549e-07,0.000000e+00
0.26644,1.785748e-07,0.000000e+00
0.26644,2.003642e-07,0.000000e+00
0.26644,2.248123e-07,0.000000e+00
0.26644,2.522436e-07,0.000000e+00
0.26644,2.830220e-07,0.000000e+00
0.26644,3.175559e-07,0.000000e+00
0.26644,3.563035e-07,0.000000e+00
0.26644,3.997791e-07,0.000000e+00
0.26644,4.485596e-07,0.000000e+00
0.26644,5.032921e-07,0.000000e+00
0.26644,5.647030e-07,0.000000e+00
0.26644,6.336072e-07,0.000000e+00
0.26644,7.109190e-07,0.000000e+00
0.26644,7.976643e-07,0.000000e+00
0.26644,8.949940e-07,0.000000e+00
0.26644,1.004200e-06,0.000000e+00
0.26644,1.126731e-06,0.000000e+00
0.26644,1.264213e-06,0.000000e+00
0.26644,1.418470e-06,0.000000e+00
0.26644,1.591549e-06,0.000000e+00
0.26644,1.785748e-06,0.000000e+00
0.26644,2.003642e-06,0.000000e+00
0.26644,2.248123e-06,0.000000e+00
0.26644,2.522436e-06,0.000000e+00
0.26644,2.830220e-06,0.000000e+00
0.26644,3.175559e-06,0.000000e+00
0.26644,3.563035e-06,0.000000e+00
0.26644,3.997791e-06,0.000000e+00
0.26644,4.485596e-06,4.497466e-03
0.26644,5.032921e-06,2.216936e-02
0.26644,5.647030e-06,5.417482e-02
0.26644,6.336072e-06,9.691595e-02
0.26644,7.109190e-06,1.444363e-01
0.26644,7.976643e-06,1.904001e-01
0.26644,8.949940e-06,2.296188e-01
0.26644,1.004200e-05,2.591138e-01
0.26644,1.126731e-05,2.787234e-01
0.26644,1.264213e-05,2.912859e-01
0.26644,1.418470e-05,3.024396e-01
0.26644,1.591549e-05,3.201039e-01
0.26644,1.785748e-05,3.537066e-01
0.26644,2.003642e-05,4.132391e-01
0.26644,2.248123e-05,5.082198e-01
0.26644,2.522436e-05,6.466501e-01
0.26644,2.830220e-05,8.340434e-01
0.26644,3.175559e-05,1.072603e+00
0.26644,3.563035e-05,1.360617e+00
0.26644,3.997791e-05,1.692115e+00
0.26644,4.485596e-05,2.056845e+00
0.26644,5.032921e-05,2.440567e+00
0.26644,5.647030e-05,2.825689e+00
0.26644,6.336072e-05,3.192213e+00
0.26644,7.109190e-05,3.518957e+00
0.26644,7.976643e-05,3.785005e+00
0.26644,8.949940e-05,3.971304e+00
0.26644,1.004200e-04,4.062313e+00
0.26644,1.126731e-04,4.047637e+00
0.26644,1.264213e-04,3.923508e+00
0.26644,1.418470e-04,3.694048e+00
0.26644,1.591549e-04,3.372204e+00
0.26644,1.785748e-04,2.980284e+00
0.26644,2.003642e-04,2.550039e+00
0.26644,2.248123e-04,2.122256e+00
0.26644,2.522436e-04,1.745857e+00
0.26644,2.830220e-04,1.476514e+00
0.26644,3.175559e-04,1.374853e+00
0.26644,3.563035e-04,1.504297e+00
0.26644,3.997791e-04,1.928662e+00
0.26644,4.485596e-04,2.709612e+00
0.26644,5.032921e-04,3.904095e+00
0.26644,5.647030e-04,5.561894e+00
0.26644,6.336072e-04,7.723405e+00
0.26644,7.109190e-04,1.041775e+01
0.26644,7.976643e-04,1.366132e+01
0.26644,8.949940e-04,1.745683e+01
0.26644,1.004200e-03,2.179292e+01
0.26644,1.126731e-03,2.664427e+01
0.26644,1.264213e-03,3.197235e+01
0.26644,1.418470e-03,3.772657e+01
0.26644,1.591549e-03,4.384605e+01
0.26644,1.785748e-03,5.026159e+01
0.26644,2.003642e-03,5.689810e+01
0.26644,2.248123e-03,6.367714e+01
0.26644,2.522436e-03,7.051960e+01
0.26644,2.830220e-03,7.734834e+01
0.26644,3.175559e-03,8.409088e+01
0.26644,3.563035e-03,9.068173e+01
0.26644,3.997791e-03,9.706467e+01
0.26644,4.485596e-03,1.031946e+02
0.26644,5.032921e-03,1.090391e+02
0.26644,5.647030e-03,1.145798e+02
0.26644,6.336072e-03,1.198127e+02
0.26644,7.109190e-03,1.247493e+02
0.26644,7.976643e-03,1.294160e+02
0.26644,8.949940e-03,1.338539e+02
0.26644,1.004200e-02,1.381186e+02
0.26644,1.126731e-02,1.422785e+02
0.26644,1.264213e-02,1.464139e+02
0.26644,1.418470e-02,1.506158e+02
0.26644,1.591549e-02,1.549836e+02
0.26644,1.785748e-02,1.596242e+02
0.26644,2.003642e-02,1.646492e+02
0.26644,2.248123e-02,1.701737e+02
0.26644,2.522436e-02,1.763143e+02
0.26644,2.830220e-02,1.831869e+02
0.26644,3.175559e-02,1.909053e+02
0.26644,3.563035e-02,1.995796e+02
0.26644,3.997791e-02,2.093141e+02
0.26644,4.485596e-02,2.202066e+02
0.26644,5.032921e-02,2.323467e+02
0.26644,5.647030e-02,2.458150e+02
0.26644,6.336072e-02,2.606823e+02
0.26644,7.109190e-02,2.770085e+02
0.26644,7.976643e-02,2.948428e+02
0.26644,8.949940e-02,3.142228e+02
0.26644,1.004200e-01,3.351747e+02
0.26644,1.126731e-01,3.577134e+02
0.26644,1.264213e-01,3.818426e+02
0.26644,1.418470e-01,4.075553e+02
0.26644,1.591549e-01,4.348341e+02
0.26644,1.785748e-01,4.636522e+02
0.26644,2.003642e-01,4.939739e+02
0.26644,2.248123e-01,5.257553e+02
0.26644,2.522436e-01,5.589456e+02
0.26644,2.830220e-01,5.934878e+02
0.26644,3.175559e-01,6.293195e+02
0.26644,3.563035e-01,6.663742e+02
0.26644,3.997791e-01,7.045823e+02
0.26644,4.485596e-01,7.438719e+02
0.26644,5.032921e-01,7.841698e+02
0.26644,5.647030e-01,8.254023e+02
0.26644,6.336072e-01,8.674963e+02
0.26644,7.109190e-01,9.103798e+02
0.26644,7.976643e-01,9.539827e+02
0.26644,8.949940e-01,9.982374e+02
0.26644,1.004200e+00,1.043079e+03
0.26644,1.126731e+00,1.088447e+03
0.26644,1.264213e+00,1.134283e+03
0.26644,1.418470e+00,1.180533e+03
0.26644,1.591549e+00,1.227149e+03
0.26644,1.785748e+00,1.274083e+03
0.26644,2.003642e+00,1.321294e+03
0.26644,2.248123e+00,1.368745e+03
0.26644,2.522436e+00,1.416401e+03
0.26644,2.830220e+00,1.464232e+03
0.26644,3.175559e+00,1.512211e+03
0.26644,3.563035e+00,1.560313e+03
0.26644,3.997791e+00,1.608518e+03
0.26644,4.485596e+00,1.656807e+03
0.26644,5.032921e+00,1.705164e+03
0.26644,5.647030e+00,1.753576e+03
0.26644,6.336072e+00,1.802030e+03
0.26644,7.109190e+00,1.850517e+03
0.26644,7.976643e+00,1.899028e+03
0.26644,8.949940e+00,1.947556e+03
0.26644,1.004200e+01,1.996097e+03
0.26644,1.126731e+01,2.044645e+03
0.26644,1.264213e+01,2.093198e+03
0.26644,1.418470e+01,2.141753e+03
0.26644,1.591549e+01,2.190308e+03
0.29975,1.591549e-07,0.000000e+00
0.29975,1.785748e-07,0.000000e+00
0.29975,2.003642e-07,0.000000e+00
0.29975,2.248123e-07,0.000000e+00
0.29975,2.522436e-07,0.000000e+00
0.29975,2.830220e-07,0.000000e+00
0.29975,3.175559e-07,0.000000e+00
0.29975,3.563035e-07,0.000000e+00
0.29975,3.997791e-07,0.000000e+00
0.29975,4.485596e-07,0.000000e+00
0.29975,5.032921e-07,0.000000e+00
0.29975,5.647030e-07,0.000000e+00
0.29975,6.336072e-07,0.000000e+00
0.29975,7.109190e-07,0.000000e+00
0.29975,7.976643e-07,0.000000e+00
0.29975,8.949940e-07,0.000000e+00
0.29975,1.004200e-06,0.000000e+00
0.29975,1.126731e-06,0.000000e+00
0.29975,1.264213e-06,0.000000e+00
0.29975,1.418470e-06,0.000000e+00
0.29975,1.591549e-06,0.000000e+00
0.29975,1.785748e-06,0.000000e+00
0.29975,2.003642e-06,0.000000e+00
0.29975,2.248123e-06,0.000000e+00
0.29975,2.522436e-06,0.000000e+00
0.29975,2.830220e-06,0.000000e+00
0.29975,3.175559e-06,0.000000e+00
0.29975,3.563035e-06,0.000000e+00
0.29975,3.997791e-06,0.000000e+00
0.29975,4.485596e-06,5.178892e-03
0.29975,5.032921e-06,2.379375e-02
0.29975,5.647030e-06,5.671707e-02
0.29975,6.336072e-06,1.001748e-01
0.29975,7.109190e-06,1.481207e-01
0.29975,7.976643e-06,1.941929e-01
