charge_depth_mAh_cm2,tau_s,gamma_ohm
0.29975,8.949940e-06,2.332188e-01
0.29975,1.004200e-05,2.622600e-01
0.29975,1.126731e-05,2.812076e-01
0.29975,1.264213e-05,2.929560e-01
0.29975,1.418470e-05,3.032016e-01
0.29975,1.591549e-05,3.199239e-01
0.29975,1.785748e-05,3.526177e-01
0.29975,2.003642e-05,4.113533e-01
0.29975,2.248123e-05,5.057442e-01
0.29975,2.522436e-05,6.439055e-01
0.29975,2.830220e-05,8.314811e-01
0.29975,3.175559e-05,1.070817e+00
0.29975,3.563035e-05,1.360344e+00
0.29975,3.997791e-05,1.694226e+00
0.29975,4.485596e-05,2.062317e+00
0.29975,5.032921e-05,2.450440e+00
0.29975,5.647030e-05,2.841011e+00
0.29975,6.336072e-05,3.213963e+00
0.29975,7.109190e-05,3.547974e+00
0.29975,7.976643e-05,3.821899e+00
0.29975,8.949940e-05,4.016375e+00
0.29975,1.004200e-04,4.115483e+00
0.29975,1.126731e-04,4.108385e+00
0.29975,1.264213e-04,3.990837e+00
0.29975,1.418470e-04,3.766468e+00
0.29975,1.591549e-04,3.447747e+00
0.29975,1.785748e-04,3.056545e+00
0.29975,2.003642e-04,2.624249e+00
0.29975,2.248123e-04,2.191383e+00
0.29975,2.522436e-04,1.806722e+00
0.29975,2.830220e-04,1.525938e+00
0.29975,3.175559e-04,1.409804e+00
0.29975,3.563035e-04,1.522052e+00
0.29975,3.997791e-04,1.926954e+00
0.29975,4.485596e-04,2.686773e+00
0.29975,5.032921e-04,3.859178e+00
0.29975,5.647030e-04,5.494765e+00
0.29975,6.336072e-04,7.634799e+00
0.29975,7.109190e-04,1.030930e+01
0.29975,7.976643e-04,1.353553e+01
0.29975,8.949940e-04,1.731703e+01
0.29975,1.004200e-03,2.164314e+01
0.29975,1.126731e-03,2.648913e+01
0.29975,1.264213e-03,3.181688e+01
0.29975,1.418470e-03,3.757605e+01
0.29975,1.591549e-03,4.370576e+01
0.29975,1.785748e-03,5.013665e+01
0.29975,2.003642e-03,5.679322e+01
0.29975,2.248123e-03,6.359645e+01
0.29975,2.522436e-03,7.046645e+01
0.29975,2.830220e-03,7.732518e+01
0.29975,3.175559e-03,8.409905e+01
0.29975,3.563035e-03,9.072143e+01
0.29975,3.997791e-03,9.713484e+01
0.29975,4.485596e-03,1.032929e+02
0.29975,5.032921e-03,1.091618e+02
0.29975,5.647030e-03,1.147217e+02
0.29975,6.336072e-03,1.199676e+02
0.29975,7.109190e-03,1.249094e+02
0.29975,7.976643e-03,1.295724e+02
0.29975,8.949940e-03,1.339966e+02
0.29975,1.004200e-02,1.382366e+02
0.29975,1.126731e-02,1.423598e+02
0.29975,1.264213e-02,1.464460e+02
0.29975,1.418470e-02,1.505854e+02
0.29975,1.591549e-02,1.548774e+02
0.29975,1.785748e-02,1.594284e+02
0.29975,2.003642e-02,1.643504e+02
0.29975,2.248123e-02,1.697588e+02
0.29975,2.522436e-02,1.757705e+02
0.29975,2.830220e-02,1.825023e+02
0.29975,3.175559e-02,1.900690e+02
0.29975,3.563035e-02,1.985817e+02
0.29975,3.997791e-02,2.081461e+02
0.29975,4.485596e-02,2.188613e+02
0.29975,5.032921e-02,2.308185e+02
0.29975,5.647030e-02,2.441000e+02
0.29975,6.336072e-02,2.587781e+02
0.29975,7.109190e-02,2.749145e+02
0.29975,7.976643e-02,2.925600e+02
0.29975,8.949940e-02,3.117537e+02
0.29975,1.004200e-01,3.325234e+02
0.29975,1.126731e-01,3.548855e+02
0.29975,1.264213e-01,3.788449e+02
0.29975,1.418470e-01,4.043958e+02
0.29975,1.591549e-01,4.315219e+02
0.29975,1.785748e-01,4.601971e+02
0.29975,2.003642e-01,4.903866e+02
0.29975,2.248123e-01,5.220469e+02
0.29975,2.522436e-01,5.551276e+02
0.29975,2.830220e-01,5.895718e+02
0.29975,3.175559e-01,6.253172e+02
0.29975,3.563035e-01,6.622975e+02
0.29975,3.997791e-01,7.004425e+02
0.29975,4.485596e-01,7.396802e+02
0.29975,5.032921e-01,7.799368e+02
0.29975,5.647030e-01,8.211384e+02
0.29975,6.336072e-01,8.632111e+02
0.29975,7.109190e-01,9.060824e+02
0.29975,7.976643e-01,9.496816e+02
0.29975,8.949940e-01,9.939404e+02
0.29975,1.004200e+00,1.038794e+03
0.29975,1.126731e+00,1.084179e+03
0.29975,1.264213e+00,1.130039e+03
0.29975,1.418470e+00,1.176318e+03
0.29975,1.591549e+00,1.222967e+03
0.29975,1.785748e+00,1.269939e+03
0.29975,2.003642e+00,1.317192e+03
0.29975,2.248123e+00,1.364687e+03
0.29975,2.522436e+00,1.412390e+03
0.29975,2.830220e+00,1.460271e+03
0.29975,3.175559e+00,1.508302e+03
0.29975,3.563035e+00,1.556457e+03
0.29975,3.997791e+00,1.604717e+03
0.29975,4.485596e+00,1.653062e+03
0.29975,5.032921e+00,1.701476e+03
0.29975,5.647030e+00,1.749945e+03
0.29975,6.336072e+00,1.798457e+03
0.29975,7.109190e+00,1.847003e+03
0.29975,7.976643e+00,1.895573e+03
0.29975,8.949940e+00,1.944161e+03
0.29975,1.004200e+01,1.992761e+03
0.29975,1.126731e+01,2.041368e+03
0.29975,1.264213e+01,2.089981e+03
0.29975,1.418470e+01,2.138595e+03
0.29975,1.591549e+01,2.187210e+03
0.33306,1.591549e-07,0.000000e+00
0.33306,1.785748e-07,0.000000e+00
0.33306,2.003642e-07,0.000000e+00
0.33306,2.248123e-07,0.000000e+00
0.33306,2.522436e-07,0.000000e+00
0.33306,2.830220e-07,0.000000e+00
0.33306,3.175559e-07,0.000000e+00
0.33306,3.563035e-07,0.000000e+00
0.33306,3.997791e-07,0.000000e+00
0.33306,4.485596e-07,0.000000e+00
0.33306,5.032921e-07,0.000000e+00
0.33306,5.647030e-07,0.000000e+00
0.33306,6.336072e-07,0.000000e+00
0.33306,7.109190e-07,0.000000e+00
0.33306,7.976643e-07,0.000000e+00
0.33306,8.949940e-07,0.000000e+00
0.33306,1.004200e-06,0.000000e+00
0.33306,1.126731e-06,0.000000e+00
0.33306,1.264213e-06,0.000000e+00
0.33306,1.418470e-06,0.000000e+00
0.33306,1.591549e-06,0.000000e+00
0.33306,1.785748e-06,0.000000e+00
0.33306,2.003642e-06,0.000000e+00
0.33306,2.248123e-06,0.000000e+00
0.33306,2.522436e-06,0.000000e+00
0.33306,2.830220e-06,0.000000e+00
0.33306,3.175559e-06,0.000000e+00
0.33306,3.563035e-06,0.000000e+00
0.33306,3.997791e-06,0.000000e+00
0.33306,4.485596e-06,5.367528e-03
0.33306,5.032921e-06,2.445205e-02
0.33306,5.647030e-06,5.811270e-02
0.33306,6.336072e-06,1.024852e-01
0.33306,7.109190e-06,1.513867e-01
0.33306,7.976643e-06,1.983021e-01
0.33306,8.949940e-06,2.379165e-01
0.33306,1.004200e-05,2.671830e-01
0.33306,1.126731e-05,2.859343e-01
0.33306,1.264213e-05,2.970664e-01
0.33306,1.418470e-05,3.063397e-01
0.33306,1.591549e-05,3.218550e-01
0.33306,1.785748e-05,3.532756e-01
0.33306,2.003642e-05,4.108718e-01
0.33306,2.248123e-05,5.044708e-01
0.33306,2.522436e-05,6.423965e-01
0.33306,2.830220e-05,8.304802e-01
0.33306,3.175559e-05,1.071218e+00
0.33306,3.563035e-05,1.363145e+00
0.33306,3.997791e-05,1.700477e+00
0.33306,4.485596e-05,2.073062e+00
0.33306,5.032921e-05,2.466668e+00
0.33306,5.647030e-05,2.863602e+00
0.33306,6.336072e-05,3.243652e+00
0.33306,7.109190e-05,3.585308e+00
0.33306,7.976643e-05,3.867208e+00
0.33306,8.949940e-05,4.069744e+00
0.33306,1.004200e-04,4.176728e+00
0.33306,1.126731e-04,4.177029e+00
0.33306,1.264213e-04,4.066084e+00
0.33306,1.418470e-04,3.847184e+00
0.33306,1.591549e-04,3.532440e+00
0.33306,1.785748e-04,3.143354e+00
0.33306,2.003642e-04,2.710945e+00
0.33306,2.248123e-04,2.275381e+00
0.33306,2.522436e-04,1.885120e+00
0.33306,2.830220e-04,1.595571e+00
0.33306,3.175559e-04,1.467332e+00
0.33306,3.563035e-04,1.564060e+00
0.33306,3.997791e-04,1.950094e+00
0.33306,4.485596e-04,2.687906e+00
0.33306,5.032921e-04,3.835540e+00
0.33306,5.647030e-04,5.444136e+00
0.33306,6.336072e-04,7.555667e+00
0.33306,7.109190e-04,1.020101e+01
0.33306,7.976643e-04,1.339842e+01
0.33306,8.949940e-04,1.715253e+01
0.33306,1.004200e-03,2.145383e+01
0.33306,1.126731e-03,2.627876e+01
0.33306,1.264213e-03,3.159035e+01
0.33306,1.418470e-03,3.733932e+01
0.33306,1.591549e-03,4.346575e+01
0.33306,1.785748e-03,4.990106e+01
0.33306,2.003642e-03,5.657035e+01
0.33306,2.248123e-03,6.339494e+01
0.33306,2.522436e-03,7.029504e+01
0.33306,2.830220e-03,7.719243e+01
0.33306,3.175559e-03,8.401310e+01
0.33306,3.563035e-03,9.068970e+01
0.33306,3.997791e-03,9.716380e+01
0.33306,4.485596e-03,1.033878e+02
0.33306,5.032921e-03,1.093268e+02
0.33306,5.647030e-03,1.149593e+02
0.33306,6.336072e-03,1.202787e+02
0.33306,7.109190e-03,1.252934e+02
0.33306,7.976643e-03,1.300272e+02
0.33306,8.949940e-03,1.345186e+02
0.33306,1.004200e-02,1.388206e+02
0.33306,1.126731e-02,1.429996e+02
0.33306,1.264213e-02,1.471342e+02
0.33306,1.418470e-02,1.513137e+02
0.33306,1.591549e-02,1.556367e+02
0.33306,1.785748e-02,1.602093e+02
0.33306,2.003642e-02,1.651431e+02
0.33306,2.248123e-02,1.705533e+02
0.33306,2.522436e-02,1.765573e+02
0.33306,2.830220e-02,1.832719e+02
0.33306,3.175559e-02,1.908126e+02
0.33306,3.563035e-02,1.992910e+02
0.33306,3.997791e-02,2.088137e+02
0.33306,4.485596e-02,2.194806e+02
0.33306,5.032921e-02,2.313839e+02
0.33306,5.647030e-02,2.446069e+02
0.33306,6.336072e-02,2.592228e+02
0.33306,7.109190e-02,2.752945e+02
0.33306,7.976643e-02,2.928738e+02
0.33306,8.949940e-02,3.120008e+02
0.33306,1.004200e-01,3.327043e+02
0.33306,1.126731e-01,3.550016e+02
0.33306,1.264213e-01,3.788984e+02
0.33306,1.418470e-01,4.043896e+02
0.33306,1.591549e-01,4.314597e+02
0.33306,1.785748e-01,4.600830e+02
0.33306,2.003642e-01,4.902251e+02
0.33306,2.248123e-01,5.218431e+02
0.33306,2.522436e-01,5.548865e+02
0.33306,2.830220e-01,5.892988e+02
0.33306,3.175559e-01,6.250177e+02
0.33306,3.563035e-01,6.619767e+02
0.33306,3.997791e-01,7.001058e+02
0.33306,4.485596e-01,7.393327e+02
0.33306,5.032921e-01,7.795834e+02
0.33306,5.647030e-01,8.207838e+02
0.33306,6.336072e-01,8.628598e+02
0.33306,7.109190e-01,9.057385e+02
0.33306,7.976643e-01,9.493490e+02
0.33306,8.949940e-01,9.936227e+02
0.33306,1.004200e+00,1.038494e+03
0.33306,1.126731e+00,1.083901e+03
0.33306,1.264213e+00,1.129784e+03
0.33306,1.418470e+00,1.176090e+03
0.33306,1.591549e+00,1.222767e+03
0.33306,1.785748e+00,1.269769e+03
0.33306,2.003642e+00,1.317053e+03
0.33306,2.248123e+00,1.364582e+03
0.33306,2.522436e+00,1.412320e+03
0.33306,2.830220e+00,1.460237e+03
0.33306,3.175559e+00,1.508304e+03
0.33306,3.563035e+00,1.556497e+03
0.33306,3.997791e+00,1.604794e+03
0.33306,4.485596e+00,1.653178e+03
0.33306,5.032921e+00,1.701631e+03
0.33306,5.647030e+00,1.750139e+03
0.33306,6.336072e+00,1.798691e+03
0.33306,7.109190e+00,1.847276e+03
0.33306,7.976643e+00,1.895886e+03
0.33306,8.949940e+00,1.944514e+03
0.33306,1.004200e+01,1.993154e+03
0.33306,1.126731e+01,2.041802e+03
0.33306,1.264213e+01,2.090455e+03
0.33306,1.418470e+01,2.139109e+03
0.33306,1.591549e+01,2.187764e+03
0.36636,1.591549e-07,0.000000e+00
0.36636,1.785748e-07,0.000000e+00
0.36636,2.003642e-07,0.000000e+00
0.36636,2.248123e-07,0.000000e+00
0.36636,2.522436e-07,0.000000e+00
0.36636,2.830220e-07,0.000000e+00
0.36636,3.175559e-07,0.000000e+00
0.36636,3.563035e-07,0.000000e+00
0.36636,3.997791e-07,0.000000e+00
0.36636,4.485596e-07,0.000000e+00
0.36636,5.032921e-07,0.000000e+00
0.36636,5.647030e-07,0.000000e+00
0.36636,6.336072e-07,0.000000e+00
0.36636,7.109190e-07,0.000000e+00
0.36636,7.976643e-07,0.000000e+00
0.36636,8.949940e-07,0.000000e+00
0.36636,1.004200e-06,0.000000e+00
0.36636,1.126731e-06,0.000000e+00
0.36636,1.264213e-06,0.000000e+00
0.36636,1.418470e-06,0.000000e+00
0.36636,1.591549e-06,0.000000e+00
0.36636,1.785748e-06,0.000000e+00
0.36636,2.003642e-06,0.000000e+00
0.36636,2.248123e-06,0.000000e+00
0.36636,2.522436e-06,0.000000e+00
0.36636,2.830220e-06,0.000000e+00
0.36636,3.175559e-06,0.000000e+00
0.36636,3.563035e-06,0.000000e+00
0.36636,3.997791e-06,0.000000e+00
0.36636,4.485596e-06,7.173133e-03
0.36636,5.032921e-06,2.890962e-02
0.36636,5.647030e-06,6.539861e-02
0.36636,6.336072e-06,1.123327e-01
0.36636,7.109190e-06,1.632553e-01
0.36636,7.976643e-06,2.114968e-01
0.36636,8.949940e-06,2.516653e-01
0.36636,1.004200e-05,2.806836e-01
0.36636,1.126731e-05,2.983804e-01
0.36636,1.264213e-05,3.076641e-01
0.36636,1.418470e-05,3.143231e-01
0.36636,1.591549e-05,3.265089e-01
0.36636,1.785748e-05,3.539691e-01
0.36636,2.003642e-05,4.071056e-01
0.36636,2.248123e-05,4.959364e-01
0.36636,2.522436e-05,6.290426e-01
0.36636,2.830220e-05,8.125797e-01
0.36636,3.175559e-05,1.049428e+00
0.36636,3.563035e-05,1.338546e+00
0.36636,3.997791e-05,1.674591e+00
0.36636,4.485596e-05,2.047835e+00
0.36636,5.032921e-05,2.444408e+00
0.36636,5.647030e-05,2.846886e+00
0.36636,6.336072e-05,3.235183e+00
0.36636,7.109190e-05,3.587747e+00
0.36636,7.976643e-05,3.882979e+00
0.36636,8.949940e-05,4.100824e+00
0.36636,1.004200e-04,4.224441e+00
0.36636,1.126731e-04,4.241860e+00
0.36636,1.264213e-04,4.147527e+00
0.36636,1.418470e-04,3.943633e+00
0.36636,1.591549e-04,3.641139e+00
0.36636,1.785748e-04,3.260417e+00
0.36636,2.003642e-04,2.831442e+00
0.36636,2.248123e-04,2.393490e+00
0.36636,2.522436e-04,1.994347e+00
0.36636,2.830220e-04,1.689021e+00
0.36636,3.175559e-04,1.538020e+00
0.36636,3.563035e-04,1.605256e+00
0.36636,3.997791e-04,1.955664e+00
0.36636,4.485596e-04,2.652658e+00
0.36636,5.032921e-04,3.755538e+00
0.36636,5.647030e-04,5.316969e+00
0.36636,6.336072e-04,7.380669e+00
0.36636,7.109190e-04,9.979401e+00
0.36636,7.976643e-04,1.313339e+01
0.36636,8.949940e-04,1.684920e+01
0.36636,1.004200e-03,2.111918e+01
0.36636,1.126731e-03,2.592148e+01
0.36636,1.264213e-03,3.122054e+01
0.36636,1.418470e-03,3.696825e+01
0.36636,1.591549e-03,4.310549e+01
0.36636,1.785748e-03,4.956412e+01
0.36636,2.003642e-03,5.626928e+01
0.36636,2.248123e-03,6.314196e+01
0.36636,2.522436e-03,7.010170e+01
0.36636,2.830220e-03,7.706927e+01
0.36636,3.175559e-03,8.396936e+01
0.36636,3.563035e-03,9.073309e+01
0.36636,3.997791e-03,9.730036e+01
0.36636,4.485596e-03,1.036218e+02
0.36636,5.032921e-03,1.096604e+02
0.36636,5.647030e-03,1.153930e+02
0.36636,6.336072e-03,1.208110e+02
0.36636,7.109190e-03,1.259212e+02
0.36636,7.976643e-03,1.307454e+02
0.36636,8.949940e-03,1.353208e+02
0.36636,1.004200e-02,1.396987e+02
0.36636,1.126731e-02,1.439444e+02
0.36636,1.264213e-02,1.481353e+02
0.36636,1.418470e-02,1.523598e+02
0.36636,1.591549e-02,1.567159e+02
0.36636,1.785748e-02,1.613089e+02
0.36636,2.003642e-02,1.662500e+02
0.36636,2.248123e-02,1.716544e+02
0.36636,2.522436e-02,1.776393e+02
0.36636,2.830220e-02,1.843216e+02
0.36636,3.175559e-02,1.918171e+02
0.36636,3.563035e-02,2.002377e+02
0.36636,3.997791e-02,2.096905e+02
0.36636,4.485596e-02,2.202761e+02
0.36636,5.032921e-02,2.320874e+02
0.36636,5.647030e-02,2.452083e+02
0.36636,6.336072e-02,2.597132e+02
0.36636,7.109190e-02,2.756656e+02
0.36636,7.976643e-02,2.931182e+02
0.36636,8.949940e-02,3.121123e+02
0.36636,1.004200e-01,3.326776e+02
0.36636,1.126731e-01,3.548321e+02
0.36636,1.264213e-01,3.785826e+02
0.36636,1.418470e-01,4.039250e+02
0.36636,1.591549e-01,4.308443e+02
0.36636,1.785748e-01,4.593159e+02
0.36636,2.003642e-01,4.893060e+02
0.36636,2.248123e-01,5.207724e+02
0.36636,2.522436e-01,5.536654e+02
0.36636,2.830220e-01,5.879288e+02
0.36636,3.175559e-01,6.235010e+02
0.36636,3.563035e-01,6.603159e+02
0.36636,3.997791e-01,6.983038e+02
0.36636,4.485596e-01,7.373925e+02
0.36636,5.032921e-01,7.775087e+02
0.36636,5.647030e-01,8.185779e+02
0.36636,6.336072e-01,8.605265e+02
0.36636,7.109190e-01,9.032814e+02
0.36636,7.976643e-01,9.467718e+02
0.36636,8.949940e-01,9.909289e+02
0.36636,1.004200e+00,1.035687e+03
0.36636,1.126731e+00,1.080984e+03
0.36636,1.264213e+00,1.126760e+03
0.36636,1.418470e+00,1.172962e+03
0.36636,1.591549e+00,1.219538e+03
0.36636,1.785748e+00,1.266441e+03
0.36636,2.003642e+00,1.313629e+03
0.36636,2.248123e+00,1.361064e+03
0.36636,2.522436e+00,1.408709e+03
0.36636,2.830220e+00,1.456534e+03
0.36636,3.175559e+00,1.504511e+03
0.36636,3.563035e+00,1.552615e+03
0.36636,3.997791e+00,1.600825e+03
0.36636,4.485596e+00,1.649122e+03
0.36636,5.032921e+00,1.697488e+03
0.36636,5.647030e+00,1.745911e+03
0.36636,6.336072e+00,1.794378e+03
0.36636,7.109190e+00,1.842878e+03
0.36636,7.976643e+00,1.891403e+03
0.36636,8.949940e+00,1.939946e+03
0.36636,1.004200e+01,1.988502e+03
0.36636,1.126731e+01,2.037065e+03
0.36636,1.264213e+01,2.085633e+03
0.36636,1.418470e+01,2.134204e+03
0.36636,1.591549e+01,2.182775e+03
0.39967,1.591549e-07,0.000000e+00
0.39967,1.785748e-07,0.000000e+00
0.39967,2.003642e-07,0.000000e+00
0.39967,2.248123e-07,0.000000e+00
0.39967,2.522436e-07,0.000000e+00
0.39967,2.830220e-07,0.000000e+00
0.39967,3.175559e-07,0.000000e+00
0.39967,3.563035e-07,0.000000e+00
0.39967,3.997791e-07,0.000000e+00
0.39967,4.485596e-07,0.000000e+00
0.39967,5.032921e-07,0.000000e+00
0.39967,5.647030e-07,0.000000e+00
0.39967,6.336072e-07,0.000000e+00
0.39967,7.109190e-07,0.000000e+00
0.39967,7.976643e-07,0.000000e+00
0.39967,8.949940e-07,0.000000e+00
0.39967,1.004200e-06,0.000000e+00
0.39967,1.126731e-06,0.000000e+00
0.39967,1.264213e-06,0.000000e+00
0.39967,1.418470e-06,0.000000e+00
0.39967,1.591549e-06,0.000000e+00
0.39967,1.785748e-06,0.000000e+00
0.39967,2.003642e-06,0.000000e+00
0.39967,2.248123e-06,0.000000e+00
0.39967,2.522436e-06,0.000000e+00
0.39967,2.830220e-06,0.000000e+00
0.39967,3.175559e-06,0.000000e+00
0.39967,3.563035e-06,0.000000e+00
0.39967,3.997791e-06,0.000000e+00
0.39967,4.485596e-06,9.395503e-03
0.39967,5.032921e-06,3.424691e-02
0.39967,5.647030e-06,7.377361e-02
0.39967,6.336072e-06,1.230222e-01
0.39967,7.109190e-06,1.751729e-01
0.39967,7.976643e-06,2.234307e-01
0.39967,8.949940e-06,2.624711e-01
0.39967,1.004200e-05,2.894296e-01
0.39967,1.126731e-05,3.044481e-01
0.39967,1.264213e-05,3.108053e-01
0.39967,1.418470e-05,3.146776e-01
0.39967,1.591549e-05,3.245869e-01
0.39967,1.785748e-05,3.506035e-01
0.39967,2.003642e-05,4.033811e-01
0.39967,2.248123e-05,4.931008e-01
0.39967,2.522436e-05,6.284084e-01
0.39967,2.830220e-05,8.154225e-01
0.39967,3.175559e-05,1.056888e+00
0.39967,3.563035e-05,1.351544e+00
0.39967,3.997791e-05,1.693754e+00
0.39967,4.485596e-05,2.073446e+00
0.39967,5.032921e-05,2.476386e+00
0.39967,5.647030e-05,2.884779e+00
0.39967,6.336072e-05,3.278202e+00
0.39967,7.109190e-05,3.634809e+00
0.39967,7.976643e-05,3.932779e+00
0.39967,8.949940e-05,4.151916e+00
0.39967,1.004200e-04,4.275332e+00
0.39967,1.126731e-04,4.291097e+00
0.39967,1.264213e-04,4.193782e+00
0.39967,1.418470e-04,3.985778e+00
0.39967,1.591549e-04,3.678305e+00
0.39967,1.785748e-04,3.292034e+00
0.39967,2.003642e-04,2.857256e+00
0.39967,2.248123e-04,2.413571e+00
0.39967,2.522436e-04,2.009069e+00
0.39967,2.830220e-04,1.699040e+00
0.39967,3.175559e-04,1.544229e+00
0.39967,3.563035e-04,1.608739e+00
0.39967,3.997791e-04,1.957645e+00
0.39967,4.485596e-04,2.654447e+00
0.39967,5.032921e-04,3.758475e+00
0.39967,5.647030e-04,5.322372e+00
0.39967,6.336072e-04,7.389786e+00
0.39967,7.109190e-04,9.993360e+00
0.39967,7.976643e-04,1.315315e+01
0.39967,8.949940e-04,1.687554e+01
0.39967,1.004200e-03,2.115262e+01
0.39967,1.126731e-03,2.596225e+01
0.39967,1.264213e-03,3.126860e+01
0.39967,1.418470e-03,3.702319e+01
0.39967,1.591549e-03,4.316655e+01
0.39967,1.785748e-03,4.963014e+01
0.39967,2.003642e-03,5.633869e+01
0.39967,2.248123e-03,6.321276e+01
0.39967,2.522436e-03,7.017141e+01
0.39967,2.830220e-03,7.713494e+01
0.39967,3.175559e-03,8.402755e+01
0.39967,3.563035e-03,9.077983e+01
0.39967,3.997791e-03,9.733112e+01
0.39967,4.485596e-03,1.036315e+02
0.39967,5.032921e-03,1.096433e+02
0.39967,5.647030e-03,1.153428e+02
0.39967,6.336072e-03,1.207208e+02
0.39967,7.109190e-03,1.257833e+02
0.39967,7.976643e-03,1.305515e+02
0.39967,8.949940e-03,1.350618e+02
0.39967,1.004200e-02,1.393652e+02
0.39967,1.126731e-02,1.435261e+02
0.39967,1.264213e-02,1.476214e+02
0.39967,1.418470e-02,1.517393e+02
0.39967,1.591549e-02,1.559771e+02
0.39967,1.785748e-02,1.604400e+02
0.39967,2.003642e-02,1.652391e+02
0.39967,2.248123e-02,1.704896e+02
0.39967,2.522436e-02,1.763086e+02
0.39967,2.830220e-02,1.828136e+02
0.39967,3.175559e-02,1.901204e+02
0.39967,3.563035e-02,1.983417e+02
0.39967,3.997791e-02,2.075852e+02
0.39967,4.485596e-02,2.179521e+02
0.39967,5.032921e-02,2.295363e+02
0.39967,5.647030e-02,2.424226e+02
0.39967,6.336072e-02,2.566862e+02
0.39967,7.109190e-02,2.723920e+02
0.39967,7.976643e-02,2.895935e+02
0.39967,8.949940e-02,3.083333e+02
0.39967,1.004200e-01,3.286419e+02
0.39967,1.126731e-01,3.505387e+02
0.39967,1.264213e-01,3.740315e+02
0.39967,1.418470e-01,3.991170e+02
0.39967,1.591549e-01,4.257814e+02
0.39967,1.785748e-01,4.540009e+02
0.39967,2.003642e-01,4.837423e+02
0.39967,2.248123e-01,5.149643e+02
0.39967,2.522436e-01,5.476176e+02
0.39967,2.830220e-01,5.816466e+02
0.39967,3.175559e-01,6.169901e+02
0.39967,3.563035e-01,6.535820e+02
0.39967,3.997791e-01,6.913530e+02
0.39967,4.485596e-01,7.302310e+02
0.39967,5.032921e-01,7.701423e+02
0.39967,5.647030e-01,8.110127e+02
0.39967,6.336072e-01,8.527680e+02
0.39967,7.109190e-01,8.953352e+02
0.39967,7.976643e-01,9.386429e+02
0.39967,8.949940e-01,9.826222e+02
0.39967,1.004200e+00,1.027207e+03
0.39967,1.126731e+00,1.072334e+03
0.39967,1.264213e+00,1.117945e+03
0.39967,1.418470e+00,1.163985e+03
0.39967,1.591549e+00,1.210401e+03
0.39967,1.785748e+00,1.257148e+03
0.39967,2.003642e+00,1.304182e+03
0.39967,2.248123e+00,1.351464e+03
0.39967,2.522436e+00,1.398958e+03
0.39967,2.830220e+00,1.446634e+03
0.39967,3.175559e+00,1.494464e+03
0.39967,3.563035e+00,1.542421e+03
0.39967,3.997791e+00,1.590485e+03
0.39967,4.485596e+00,1.638637e+03
0.39967,5.032921e+00,1.686859e+03
0.39967,5.647030e+00,1.735137e+03
0.39967,6.336072e+00,1.783460e+03
0.39967,7.109190e+00,1.831817e+03
0.39967,7.976643e+00,1.880199e+03
0.39967,8.949940e+00,1.928599e+03
0.39967,1.004200e+01,1.977012e+03
0.39967,1.126731e+01,2.025432e+03
0.39967,1.264213e+01,2.073858e+03
0.39967,1.418470e+01,2.122285e+03
0.39967,1.591549e+01,2.170713e+03
0.43297,1.591549e-07,0.000000e+00
0.43297,1.785748e-07,0.000000e+00
0.43297,2.003642e-07,0.000000e+00
0.43297,2.248123e-07,0.000000e+00
0.43297,2.522436e-07,0.000000e+00
0.43297,2.830220e-07,0.000000e+00
0.43297,3.175559e-07,0.000000e+00
0.43297,3.563035e-07,0.000000e+00
0.43297,3.997791e-07,0.000000e+00
0.43297,4.485596e-07,0.000000e+00
0.43297,5.032921e-07,0.000000e+00
0.43297,5.647030e-07,0.000000e+00
0.43297,6.336072e-07,0.000000e+00
0.43297,7.109190e-07,0.000000e+00
0.43297,7.976643e-07,0.000000e+00
0.43297,8.949940e-07,0.000000e+00
0.43297,1.004200e-06,0.000000e+00
0.43297,1.126731e-06,0.000000e+00
0.43297,1.264213e-06,0.000000e+00
0.43297,1.418470e-06,0.000000e+00
0.43297,1.591549e-06,0.000000e+00
0.43297,1.785748e-06,0.000000e+00
0.43297,2.003642e-06,0.000000e+00
0.43297,2.248123e-06,0.000000e+00
0.43297,2.522436e-06,0.000000e+00
0.43297,2.830220e-06,0.000000e+00
0.43297,3.175559e-06,0.000000e+00
0.43297,3.563035e-06,0.000000e+00
0.43297,3.997791e-06,0.000000e+00
0.43297,4.485596e-06,1.006684e-02
0.43297,5.032921e-06,3.631744e-02
0.43297,5.647030e-06,7.790855e-02
0.43297,6.336072e-06,1.297241e-01
0.43297,7.109190e-06,1.847056e-01
0.43297,7.976643e-06,2.357710e-01
0.43297,8.949940e-06,2.772886e-01
0.43297,1.004200e-05,3.060970e-01
0.43297,1.126731e-05,3.220780e-01
0.43297,1.264213e-05,3.283121e-01
0.43297,1.418470e-05,3.308583e-01
0.43297,1.591549e-05,3.382160e-01
0.43297,1.785748e-05,3.605360e-01
0.43297,2.003642e-05,4.086549e-01
0.43297,2.248123e-05,4.930339e-01
0.43297,2.522436e-05,6.226833e-01
0.43297,2.830220e-05,8.041516e-01
0.43297,3.175559e-05,1.040656e+00
0.43297,3.563035e-05,1.331422e+00
0.43297,3.997791e-05,1.671281e+00
0.43297,4.485596e-05,2.050582e+00
0.43297,5.032921e-05,2.455426e+00
0.43297,5.647030e-05,2.868244e+00
0.43297,6.336072e-05,3.268694e+00
0.43297,7.109190e-05,3.634852e+00
0.43297,7.976643e-05,3.944648e+00
0.43297,8.949940e-05,4.177461e+00
