E_minus_Ef_eV,totalDOS,pdos_Al,pdos_Mg
9.260,13.97146,9.08960,4.88186
9.280,14.10677,8.81809,5.28868
9.300,14.48068,8.66036,5.82032
9.320,15.15564,8.67307,6.48257
9.340,16.14118,8.88183,7.25935
9.360,17.39112,9.27752,8.11359
9.380,18.81160,9.81981,8.99178
9.400,20.27660,10.44558,9.83102
9.420,21.64657,11.07987,10.56670
9.440,22.78671,11.64712,11.13960
9.460,23.58306,12.08129,11.50177
9.480,23.95564,12.33451,11.62113
9.500,23.86864,12.38361,11.48503
9.520,23.33675,12.23425,11.10250
9.540,22.42610,11.92127,10.50483
9.560,21.24777,11.50434,9.74343
9.580,19.94282,11.05831,8.88451
9.600,18.66012,10.65928,8.00084
9.620,17.53102,10.36905,7.16197
9.640,16.64710,10.22195,6.42514
9.660,16.04745,10.21803,5.82942
9.680,15.71992,10.32531,5.39461
9.700,15.61675,10.49140,5.12535
9.720,15.68042,10.66163,5.01879
9.740,15.87217,10.79892,5.07325
9.760,16.19402,10.89928,5.29474
9.780,16.69693,10.99831,5.69863
9.800,17.47171,11.16602,6.30569
9.820,18.62428,11.49104,7.13325
9.840,20.24173,12.05775,8.18398
9.860,22.35823,12.92232,9.43592
9.880,24.93006,14.09330,10.83676
9.900,27.82620,15.52156,12.30465
9.920,30.83720,17.10171,13.73550
9.940,33.69992,18.68459,15.01533
9.960,36.13289,20.09805,16.03484
9.980,37.87500,21.17198,16.70302
10.000,38.72061,21.76297,16.95764
10.020,38.54563,21.77453,16.77110
10.040,37.32167,21.16993,16.15175
10.060,35.11708,19.97585,15.14122
10.080,32.08576,18.27695,13.80881
10.100,28.44594,16.20230,12.24364
10.120,24.45209,13.90659,10.54549
10.140,20.36414,11.54918,8.81496
10.160,16.41853,9.27458,7.14395
10.180,12.80524,7.19761,5.60763
10.200,9.65396,5.39489,4.25907
10.220,7.03047,3.90339,3.12707
10.240,4.94245,2.72489,2.21757
10.260,3.35217,1.83443,1.51774
10.280,2.19234,1.19046,1.00187
10.300,1.38195,0.74445,0.63749
10.320,0.83933,0.44848,0.39085
10.340,0.49116,0.26025,0.23091
10.360,0.27722,0.14557,0.13165
10.380,0.15178,0.07880,0.07298
10.400,0.08262,0.04203,0.04059
10.420,0.04899,0.02374,0.02526
10.440,0.03946,0.01740,0.02205
10.460,0.05028,0.02048,0.02980
10.480,0.08473,0.03387,0.05086
10.500,0.15333,0.06196,0.09137
10.520,0.27493,0.11314,0.16179
10.540,0.47821,0.20067,0.27754
10.560,0.80282,0.34342,0.45940
10.580,1.29935,0.56629,0.73306
10.600,2.02690,0.89938,1.12752
10.620,3.04716,1.37553,1.67163
10.640,4.41467,2.02570,2.38897
10.660,6.16338,2.87224,3.29114
10.680,8.29146,3.92074,4.37073
10.700,10.74746,5.15206,5.59540
10.720,13.42177,6.51665,6.90512
10.740,16.14765,7.93359,8.21406
10.760,18.71430,9.29596,9.41834
10.780,20.89201,10.48315,10.40886
10.800,22.46606,11.37848,11.08758
10.820,23.27296,11.88906,11.38390
10.840,23.23108,11.96342,11.26767
10.860,22.35859,11.60294,10.75565
10.880,20.77395,10.86404,9.90991
10.900,18.67889,9.85050,8.82838
10.920,16.32752,8.69775,7.62977
10.940,13.98846,7.55243,6.43603
10.960,11.90736,6.55135,5.35601
10.980,10.27628,5.80348,4.47280
11.000,9.21389,5.37743,3.83646
11.020,8.75767,5.29539,3.46228
11.040,8.86767,5.53383,3.33384
11.060,9.43979,6.03001,3.40978
11.080,10.32656,6.69369,3.63287
11.100,11.36249,7.42222,3.94027
11.120,12.39086,8.11734,4.27352
11.140,13.28760,8.70064,4.58696
11.160,13.97786,9.12484,4.85302
11.180,14.44157,9.37816,5.06341
11.200,14.70624,9.48047,5.22578
11.220,14.82865,9.47213,5.35652
11.240,14.87024,9.39841,5.47183
11.260,14.87320,9.29398,5.57923
11.280,14.84435,9.17188,5.67246
11.300,14.75140,9.02031,5.73109
11.320,14.53271,8.80765,5.72506
11.340,14.11689,8.49402,5.62287
11.360,13.44594,8.04528,5.40065
11.380,12.49472,7.44515,5.04957
11.400,11.28115,6.70186,4.57929
11.420,9.86469,5.84790,4.01679
11.440,8.33474,4.93356,3.40118
11.460,6.79291,4.01674,2.77617
11.480,5.33476,3.15222,2.18254
11.500,4.03549,2.38320,1.65229
11.520,2.94251,1.73683,1.20568
11.540,2.07525,1.22397,0.85128
11.560,1.43086,0.84241,0.58845
11.580,0.99324,0.58208,0.41116
11.600,0.74300,0.43072,0.31228
11.620,0.66613,0.37891,0.28722
11.640,0.76010,0.42338,0.33672
11.660,1.03669,0.56852,0.46818
11.680,1.52126,0.82570,0.69556
11.700,2.24842,1.21062,1.03780
11.720,3.25449,1.73877,1.51572
11.740,4.56757,2.41984,2.14774
11.760,6.19641,3.25165,2.94477
11.780,8.12021,4.21516,3.90505
11.800,10.28149,5.27166,5.00983
11.820,12.58417,6.36333,6.22084
11.840,14.89804,7.41768,7.48036
11.860,17.06969,8.35539,8.71430
11.880,18.93864,9.10030,9.83834
11.900,20.35618,9.58972,10.76646
11.920,21.20391,9.78294,11.42097
11.940,21.40899,9.66645,11.74254
11.960,20.95370,9.25504,11.69867
11.980,19.87793,8.58884,11.28909
