Raman_shift_cm-1,bareAPC_mean,bareAPC_sd,polyAPC_mean,polyAPC_sd,"(baseline-corrected, raw intensity units)"
1522.97,631.2,76.4,221.9,12.0
1525.66,548.8,72.3,182.4,11.9
1528.35,478.2,70.2,155.3,11.9
1531.04,418.6,69.5,140.3,12.0
1533.73,370.9,69.4,136.0,12.3
1536.42,336.5,69.3,140.7,12.7
1539.11,316.3,68.9,152.3,13.3
1541.80,310.2,68.0,168.4,14.0
1544.48,317.3,66.9,186.7,14.9
1547.16,336.1,65.6,205.0,15.8
1549.85,364.8,64.2,221.4,16.7
1552.53,401.1,62.9,233.8,17.6
1555.21,442.9,62.3,240.9,18.5
1557.89,488.9,63.3,241.5,19.5
1560.57,540.7,66.6,235.2,20.4
1563.25,602.7,71.4,222.5,21.5
1565.93,681.5,75.9,204.6,22.6
1568.61,781.7,77.1,183.5,23.8
1571.28,901.0,72.9,161.3,24.8
1573.96,1026.6,63.4,140.0,25.8
1576.63,1136.7,51.3,121.1,26.6
1579.30,1205.7,41.1,105.3,27.3
1581.98,1214.0,36.9,93.0,27.8
1584.65,1155.3,40.1,83.9,28.2
1587.32,1039.9,49.3,77.5,28.6
1589.98,891.2,60.2,73.2,29.0
1592.65,737.9,68.5,70.6,29.6
1595.32,604.3,71.3,69.4,30.2
1597.99,504.1,68.1,69.1,30.8
1600.65,439.2,60.6,69.0,31.3
1603.32,402.0,51.5,68.2,31.4
1605.98,380.5,43.3,66.0,31.1
1608.64,363.3,37.3,61.6,30.4
1611.30,342.5,34.0,55.1,29.3
1613.96,315.1,32.5,46.7,28.1
1616.62,281.7,32.0,37.2,26.9
1619.28,245.0,31.4,27.5,25.7
1621.94,207.7,30.2,20.9,22.1
1624.59,172.1,28.4,15.3,19.0
1627.25,139.3,26.5,11.5,16.2
1629.90,109.8,24.8,9.5,13.4
1632.56,84.3,23.6,8.2,11.6
1635.21,64.2,22.7,7.6,10.7
1637.86,50.7,21.7,7.7,10.9
1640.51,44.8,20.4,8.6,12.1
1643.16,46.3,18.7,11.7,13.6
1645.81,54.0,16.9,16.9,15.6
1648.46,65.9,15.1,26.7,14.7
1651.11,79.9,13.6,37.6,13.8
1653.75,94.2,12.5,48.6,12.8
1656.40,107.8,11.6,58.8,11.8
1659.04,119.9,10.8,67.7,10.8
1661.68,129.8,9.7,74.8,9.8
1664.32,136.5,8.6,79.7,8.8
1666.96,139.4,7.5,82.2,7.7
